seed,parameter_set,instance,makespan,runtime,model,jobs,machines,upper_bound,gap,category
5,MOR,ta27,2054.0,0.3334038257598877,MOR,20,20,1680,0.2226190476190476,medium
5,MOR,ta29,1893.0,0.2947649955749511,MOR,20,20,1625,0.16492307692307692,medium
5,MOR,ta30,1918.0,0.3039577007293701,MOR,20,20,1584,0.21085858585858586,medium
5,MOR,yn01,1057.0,0.3050999641418457,MOR,20,20,884,0.19570135746606335,medium
5,MOR,yn02,1046.0,0.3833100795745849,MOR,20,20,904,0.1570796460176991,medium
5,MOR,yn03,1103.0,0.3478567600250244,MOR,20,20,892,0.2365470852017937,medium
5,MOR,yn04,1275.0,0.3491771221160888,MOR,20,20,968,0.31714876033057854,medium
6,MOR,dmu06,4108.0,0.3464531898498535,MOR,20,20,3244,0.26633785450061653,medium
6,MOR,dmu07,3779.0,0.3033602237701416,MOR,20,20,3046,0.2406434668417597,medium
6,MOR,dmu08,3995.0,0.29317307472229,MOR,20,20,3188,0.2531367628607277,medium
6,MOR,dmu10,3698.0,0.2964670658111572,MOR,20,20,2984,0.23927613941018766,medium
6,MOR,dmu46,4973.0,0.3777692317962646,MOR,20,20,4035,0.23246592317224288,medium
6,MOR,dmu47,4977.0,0.3978438377380371,MOR,20,20,3939,0.26351865955826353,medium
6,MOR,dmu48,4941.0,0.3602008819580078,MOR,20,20,3763,0.3130480999202764,medium
6,MOR,dmu49,4974.0,0.4322638511657715,MOR,20,20,3710,0.3407008086253369,medium
6,MOR,dmu50,5039.0,0.3677611351013183,MOR,20,20,3729,0.3513006167873424,medium
6,MOR,ta21,2065.0,0.3280119895935058,MOR,20,20,1642,0.25761266747868455,medium
6,MOR,ta22,1963.0,0.3170821666717529,MOR,20,20,1600,0.226875,medium
6,MOR,ta23,1839.0,0.3177547454833984,MOR,20,20,1557,0.1811175337186898,medium
6,MOR,ta24,1939.0,0.3263721466064453,MOR,20,20,1644,0.1794403892944039,medium
6,MOR,ta25,1950.0,0.3174858093261719,MOR,20,20,1595,0.2225705329153605,medium
6,MOR,ta26,2023.0,0.3106107711791992,MOR,20,20,1643,0.23128423615337795,medium
6,MOR,ta27,2061.0,0.3548333644866943,MOR,20,20,1680,0.22678571428571428,medium
6,MOR,ta28,1928.0,0.3335721492767334,MOR,20,20,1603,0.20274485339987525,medium
6,MOR,ta29,2067.0,0.3082199096679687,MOR,20,20,1625,0.272,medium
6,MOR,ta30,1901.0,0.3269429206848144,MOR,20,20,1584,0.20012626262626262,medium
6,MOR,yn01,1053.0,0.325751781463623,MOR,20,20,884,0.19117647058823528,medium
6,MOR,yn02,1057.0,0.3543059825897217,MOR,20,20,904,0.16924778761061948,medium
6,MOR,yn04,1211.0,0.3472018241882324,MOR,20,20,968,0.2510330578512397,medium
7,MOR,dmu06,4007.0,0.344545841217041,MOR,20,20,3244,0.23520345252774352,medium
7,MOR,dmu07,3721.0,0.3280980587005615,MOR,20,20,3046,0.221602101116218,medium
7,MOR,dmu09,3814.0,0.3096990585327148,MOR,20,20,3092,0.2335058214747736,medium
7,MOR,dmu10,3721.0,0.2921440601348877,MOR,20,20,2984,0.24698391420911528,medium
7,MOR,dmu46,5432.0,0.3754737377166748,MOR,20,20,4035,0.3462205700123916,medium
7,MOR,dmu47,5171.0,0.4176583290100097,MOR,20,20,3939,0.31276973851231277,medium
7,MOR,dmu48,4871.0,0.3881950378417969,MOR,20,20,3763,0.2944459208078661,medium
7,MOR,dmu49,5281.0,0.38332200050354,MOR,20,20,3710,0.4234501347708895,medium
7,MOR,dmu50,5232.0,0.3752861022949219,MOR,20,20,3729,0.4030571198712792,medium
7,MOR,ta21,2009.0,0.3195028305053711,MOR,20,20,1642,0.22350791717417784,medium
7,MOR,ta22,1998.0,0.3208329677581787,MOR,20,20,1600,0.24875,medium
7,MOR,ta23,1953.0,0.5715060234069824,MOR,20,20,1557,0.2543352601156069,medium
7,MOR,ta24,1933.0,0.3445849418640136,MOR,20,20,1644,0.17579075425790755,medium
7,MOR,ta25,1944.0,0.3153359889984131,MOR,20,20,1595,0.21880877742946708,medium
7,MOR,ta26,1996.0,0.3020269870758056,MOR,20,20,1643,0.21485088253195375,medium
7,MOR,ta28,1983.0,0.3148500919342041,MOR,20,20,1603,0.23705552089831566,medium
7,MOR,ta29,2002.0,0.3079288005828857,MOR,20,20,1625,0.232,medium
7,MOR,ta30,1878.0,0.3343391418457031,MOR,20,20,1584,0.1856060606060606,medium
7,MOR,yn01,1032.0,0.3348190784454345,MOR,20,20,884,0.167420814479638,medium
7,MOR,yn02,1064.0,0.389596939086914,MOR,20,20,904,0.17699115044247787,medium
7,MOR,yn03,1030.0,0.31911301612854,MOR,20,20,892,0.1547085201793722,medium
7,MOR,yn04,1217.0,0.351841926574707,MOR,20,20,968,0.2572314049586777,medium
8,MOR,dmu06,4103.0,0.3525280952453613,MOR,20,20,3244,0.26479654747225645,medium
8,MOR,dmu07,3724.0,0.2934679985046386,MOR,20,20,3046,0.22258699934340118,medium
8,MOR,dmu08,4013.0,0.308366060256958,MOR,20,20,3188,0.25878293601003766,medium
8,MOR,dmu09,4080.0,0.3137869834899902,MOR,20,20,3092,0.31953428201811124,medium
8,MOR,dmu10,3770.0,0.3003420829772949,MOR,20,20,2984,0.2634048257372654,medium
8,MOR,dmu46,5245.0,0.3858728408813476,MOR,20,20,4035,0.29987608426270135,medium
8,MOR,dmu47,5239.0,0.3929169178009033,MOR,20,20,3939,0.33003300330033003,medium
8,MOR,dmu48,4761.0,0.4013319015502929,MOR,20,20,3763,0.26521392505979274,medium
8,MOR,dmu49,4839.0,0.4000997543334961,MOR,20,20,3710,0.3043126684636119,medium
8,MOR,dmu50,5122.0,0.3580601215362549,MOR,20,20,3729,0.37355859479753284,medium
8,MOR,ta21,1979.0,0.3318922519683838,MOR,20,20,1642,0.20523751522533495,medium
8,MOR,ta22,1990.0,0.3059451580047607,MOR,20,20,1600,0.24375,medium
8,MOR,ta23,1862.0,0.3292527198791504,MOR,20,20,1557,0.19588953114964675,medium
8,MOR,ta25,1955.0,0.315807580947876,MOR,20,20,1595,0.22570532915360503,medium
8,MOR,ta26,2010.0,0.3092398643493652,MOR,20,20,1643,0.22337188070602557,medium
8,MOR,ta27,2143.0,0.3488509654998779,MOR,20,20,1680,0.2755952380952381,medium
8,MOR,ta28,1971.0,0.314188003540039,MOR,20,20,1603,0.2295695570804741,medium
8,MOR,ta29,2017.0,0.3141307830810547,MOR,20,20,1625,0.24123076923076922,medium
8,MOR,ta30,1949.0,0.3256618976593017,MOR,20,20,1584,0.23042929292929293,medium
8,MOR,yn01,1064.0,0.339979887008667,MOR,20,20,884,0.20361990950226244,medium
8,MOR,yn02,1070.0,0.3673889636993408,MOR,20,20,904,0.1836283185840708,medium
8,MOR,yn03,999.0,0.3266322612762451,MOR,20,20,892,0.11995515695067265,medium
8,MOR,yn04,1240.0,0.3483498096466064,MOR,20,20,968,0.2809917355371901,medium
9,MOR,dmu06,3929.0,0.3586511611938476,MOR,20,20,3244,0.21115906288532676,medium
9,MOR,dmu07,3596.0,0.3113791942596435,MOR,20,20,3046,0.18056467498358503,medium
9,MOR,dmu08,3963.0,0.3026838302612304,MOR,20,20,3188,0.243099121706399,medium
9,MOR,dmu09,3884.0,0.3106808662414551,MOR,20,20,3092,0.25614489003880986,medium
9,MOR,dmu10,3929.0,0.2742981910705566,MOR,20,20,2984,0.31668900804289546,medium
9,MOR,dmu46,5038.0,0.3725318908691406,MOR,20,20,4035,0.24857496902106568,medium
9,MOR,dmu47,5237.0,0.4060311317443847,MOR,20,20,3939,0.3295252602183295,medium
9,MOR,dmu48,5091.0,0.3982610702514648,MOR,20,20,3763,0.35290991230401275,medium
9,MOR,dmu49,4790.0,0.3964879512786865,MOR,20,20,3710,0.29110512129380056,medium
9,MOR,dmu50,4959.0,0.3541288375854492,MOR,20,20,3729,0.32984714400643605,medium
9,MOR,ta21,1976.0,0.3262882232666015,MOR,20,20,1642,0.20341047503045068,medium
9,MOR,ta22,1955.0,0.3069841861724853,MOR,20,20,1600,0.221875,medium
9,MOR,ta23,1916.0,0.3189527988433838,MOR,20,20,1557,0.23057161207450225,medium
9,MOR,ta24,1940.0,0.3304378986358642,MOR,20,20,1644,0.18004866180048662,medium
9,MOR,ta25,1926.0,0.3321001529693603,MOR,20,20,1595,0.20752351097178684,medium
9,MOR,ta26,1941.0,0.3192510604858398,MOR,20,20,1643,0.18137553256238587,medium
9,MOR,ta27,2126.0,0.3391921520233154,MOR,20,20,1680,0.2654761904761905,medium
9,MOR,ta28,2035.0,0.3244202136993408,MOR,20,20,1603,0.2694946974422957,medium
9,MOR,ta29,1968.0,0.3119380474090576,MOR,20,20,1625,0.21107692307692308,medium
9,MOR,ta30,1960.0,0.3480668067932129,MOR,20,20,1584,0.23737373737373738,medium
9,MOR,yn02,1107.0,0.3650290966033935,MOR,20,20,904,0.2245575221238938,medium
9,MOR,yn03,1068.0,0.3318779468536377,MOR,20,20,892,0.19730941704035873,medium
9,MOR,yn04,1210.0,0.3495490550994873,MOR,20,20,968,0.25,medium
0,SPT,dmu06,4820.0,0.32481087701169054,SPT,20,20,3244,0.48581997533908755,medium
0,SPT,dmu07,3802.0,0.2904410362243652,SPT,20,20,3046,0.24819435325016415,medium
0,SPT,dmu08,4520.0,0.2991468906402588,SPT,20,20,3188,0.4178168130489335,medium
0,SPT,dmu09,4316.0,0.3302459716796875,SPT,20,20,3092,0.3958602846054334,medium
0,SPT,dmu10,3555.0,0.2841207981109619,SPT,20,20,2984,0.1913538873994638,medium
0,SPT,dmu46,5434.0,0.3558869361877441,SPT,20,20,4035,0.3467162329615861,medium
0,SPT,dmu47,5110.0,0.3858900070190429,SPT,20,20,3939,0.2972835745112973,medium
0,SPT,dmu48,4835.0,0.3551318645477295,SPT,20,20,3763,0.2848790858357693,medium
0,SPT,dmu49,4825.0,0.3466689586639404,SPT,20,20,3710,0.3005390835579515,medium
0,SPT,dmu50,4853.0,0.3451700210571289,SPT,20,20,3729,0.30142129257173506,medium
0,SPT,ta21,2175.0,0.2979238033294678,SPT,20,20,1642,0.32460414129110843,medium
0,SPT,ta22,1965.0,0.3556938171386719,SPT,20,20,1600,0.228125,medium
0,SPT,ta23,1933.0,0.3260731697082519,SPT,20,20,1557,0.24149004495825305,medium
0,SPT,ta24,2041.0,0.2954511642456054,SPT,20,20,1644,0.24148418491484186,medium
0,SPT,ta25,2072.0,0.3038477897644043,SPT,20,20,1595,0.29905956112852666,medium
0,SPT,ta26,2188.0,0.3194518089294433,SPT,20,20,1643,0.3317102860620816,medium
0,SPT,ta27,2136.0,0.3211860656738281,SPT,20,20,1680,0.2714285714285714,medium
0,SPT,ta28,2114.0,0.3162791728973388,SPT,20,20,1603,0.31877729257641924,medium
0,SPT,ta29,2141.0,0.2911500930786133,SPT,20,20,1625,0.31753846153846155,medium
0,SPT,ta30,1999.0,0.3479940891265869,SPT,20,20,1584,0.2619949494949495,medium
0,SPT,yn01,1112.0,0.3285391330718994,SPT,20,20,884,0.2579185520361991,medium
0,SPT,yn02,1242.0,0.3561828136444092,SPT,20,20,904,0.37389380530973454,medium
0,SPT,yn03,1042.0,0.3256137371063232,SPT,20,20,892,0.1681614349775785,medium
0,SPT,yn04,1298.0,0.3440659046173095,SPT,20,20,968,0.3409090909090909,medium
1,SPT,dmu06,4073.0,0.336177110671997,SPT,20,20,3244,0.25554870530209617,medium
1,SPT,dmu08,4256.0,0.290889024734497,SPT,20,20,3188,0.33500627352572143,medium
1,SPT,dmu50,5106.0,0.3337581157684326,SPT,20,20,3729,0.3692679002413516,medium
1,SPT,ta21,2179.0,0.3086071014404297,SPT,20,20,1642,0.3270401948842874,medium
1,SPT,ta22,2060.0,0.3158059120178222,SPT,20,20,1600,0.2875,medium
1,SPT,ta24,2230.0,0.2962908744812011,SPT,20,20,1644,0.3564476885644769,medium
1,SPT,ta25,1950.0,0.3163139820098877,SPT,20,20,1595,0.2225705329153605,medium
1,SPT,ta27,2096.0,0.294565200805664,SPT,20,20,1680,0.24761904761904763,medium
1,SPT,ta28,1968.0,0.3516900539398193,SPT,20,20,1603,0.22769806612601373,medium
1,SPT,yn01,1196.0,0.3282098770141601,SPT,20,20,884,0.35294117647058826,medium
1,SPT,yn02,1351.0,0.3546078205108642,SPT,20,20,904,0.4944690265486726,medium
1,SPT,yn03,1073.0,0.3122460842132568,SPT,20,20,892,0.20291479820627803,medium
1,SPT,yn04,1294.0,0.342116117477417,SPT,20,20,968,0.3367768595041322,medium
2,SPT,dmu46,5698.0,0.37799072265625,SPT,20,20,4035,0.4121437422552664,medium
2,SPT,dmu47,5111.0,0.3394560813903808,SPT,20,20,3939,0.29753744605229754,medium
2,SPT,ta21,2216.0,0.3028979301452636,SPT,20,20,1642,0.34957369062119364,medium
2,SPT,ta29,2166.0,0.2983009815216064,SPT,20,20,1625,0.33292307692307693,medium
2,SPT,yn01,1134.0,0.3584840297698974,SPT,20,20,884,0.2828054298642534,medium
2,SPT,yn02,1238.0,0.3072781562805176,SPT,20,20,904,0.3694690265486726,medium
2,SPT,yn03,1067.0,0.3247849941253662,SPT,20,20,892,0.1961883408071749,medium
2,SPT,yn04,1265.0,0.3449077606201172,SPT,20,20,968,0.3068181818181818,medium
3,SPT,ta21,2173.0,0.3084900379180908,SPT,20,20,1642,0.3233861144945189,medium
3,SPT,ta26,2242.0,0.3220818042755127,SPT,20,20,1643,0.36457699330493,medium
3,SPT,ta28,1969.0,0.3493549823760986,SPT,20,20,1603,0.2283218964441672,medium
3,SPT,yn01,1205.0,0.3748719692230224,SPT,20,20,884,0.36312217194570134,medium
3,SPT,yn04,1251.0,0.3430347442626953,SPT,20,20,968,0.29235537190082644,medium
4,SPT,dmu49,4716.0,0.3461081981658935,SPT,20,20,3710,0.2711590296495957,medium
4,SPT,ta24,2203.0,0.3099689483642578,SPT,20,20,1644,0.3400243309002433,medium
4,SPT,ta28,2119.0,0.3164830207824707,SPT,20,20,1603,0.32189644416718655,medium
4,SPT,yn01,1127.0,0.3247787952423095,SPT,20,20,884,0.2748868778280543,medium
4,SPT,yn02,1278.0,0.3390557765960693,SPT,20,20,904,0.413716814159292,medium
4,SPT,yn04,1268.0,0.3504340648651123,SPT,20,20,968,0.30991735537190085,medium
5,SPT,ta25,1927.0,0.3179800510406494,SPT,20,20,1595,0.20815047021943572,medium
5,SPT,yn01,1124.0,0.3226099014282226,SPT,20,20,884,0.27149321266968324,medium
5,SPT,yn02,1227.0,0.3500418663024902,SPT,20,20,904,0.3573008849557522,medium
5,SPT,yn04,1253.0,0.3457739353179931,SPT,20,20,968,0.2944214876033058,medium
6,SPT,ta21,2131.0,0.3094949722290039,SPT,20,20,1642,0.2978075517661389,medium
6,SPT,ta22,1995.0,0.3286540508270263,SPT,20,20,1600,0.246875,medium
7,SPT,dmu47,4634.0,0.3628637790679931,SPT,20,20,3939,0.17644072099517644,medium
7,SPT,yn03,1088.0,0.3158988952636719,SPT,20,20,892,0.21973094170403587,medium
7,SPT,yn04,1246.0,0.3416411876678467,SPT,20,20,968,0.2871900826446281,medium
8,SPT,yn04,1241.0,0.3321878910064697,SPT,20,20,968,0.28202479338842973,medium
9,SPT,yn02,1326.0,0.3394181728363037,SPT,20,20,904,0.4668141592920354,medium
0,SRPT,dmu06,5068.0,0.32044822590373384,SRPT,20,20,3244,0.562268803945746,medium
0,SRPT,dmu07,4334.0,0.2891509532928467,SRPT,20,20,3046,0.42284963887065,medium
0,SRPT,dmu08,4650.0,0.3111228942871094,SRPT,20,20,3188,0.458594730238394,medium
0,SRPT,dmu09,4817.0,0.3040111064910888,SRPT,20,20,3092,0.5578913324708926,medium
0,SRPT,dmu10,4121.0,0.286283016204834,SRPT,20,20,2984,0.38103217158176944,medium
0,SRPT,dmu46,5596.0,0.3320090770721435,SRPT,20,20,4035,0.38686493184634446,medium
0,SRPT,dmu47,5145.0,0.3164751529693603,SRPT,20,20,3939,0.30616907844630614,medium
0,SRPT,dmu48,4896.0,0.3305561542510986,SRPT,20,20,3763,0.3010895562051555,medium
0,SRPT,dmu49,5587.0,0.3595650196075439,SRPT,20,20,3710,0.5059299191374663,medium
0,SRPT,dmu50,5456.0,0.3378448486328125,SRPT,20,20,3729,0.4631268436578171,medium
0,SRPT,ta21,2477.0,0.3062992095947265,SRPT,20,20,1642,0.5085261875761267,medium
0,SRPT,ta22,2204.0,0.3111891746520996,SRPT,20,20,1600,0.3775,medium
0,SRPT,ta23,2342.0,0.3012759685516357,SRPT,20,20,1557,0.50417469492614,medium
0,SRPT,ta24,2189.0,0.3093678951263428,SRPT,20,20,1644,0.33150851581508517,medium
0,SRPT,ta25,2455.0,0.2980079650878906,SRPT,20,20,1595,0.5391849529780565,medium
0,SRPT,ta26,2389.0,0.3142728805541992,SRPT,20,20,1643,0.4540474741326841,medium
0,SRPT,ta27,2510.0,0.3023548126220703,SRPT,20,20,1680,0.49404761904761907,medium
0,SRPT,ta28,2688.0,0.3409748077392578,SRPT,20,20,1603,0.6768558951965066,medium
0,SRPT,ta29,2554.0,0.3041338920593261,SRPT,20,20,1625,0.5716923076923077,medium
0,SRPT,ta30,2126.0,0.3113858699798584,SRPT,20,20,1584,0.3421717171717172,medium
0,SRPT,yn01,1238.0,0.3156847953796386,SRPT,20,20,884,0.4004524886877828,medium
0,SRPT,yn02,1329.0,0.3282310962677002,SRPT,20,20,904,0.47013274336283184,medium
0,SRPT,yn03,1187.0,0.3145720958709717,SRPT,20,20,892,0.3307174887892377,medium
0,SRPT,yn04,1456.0,0.3441848754882812,SRPT,20,20,968,0.5041322314049587,medium
1,SRPT,ta30,2303.0,0.3546898365020752,SRPT,20,20,1584,0.45391414141414144,medium
2,SRPT,ta22,2153.0,0.3331267833709717,SRPT,20,20,1600,0.345625,medium
0,saved_network/FJSP_J15M15/best_value0,dmu06,4276.0,1.4515534526896927,end_to_end_drl_for_fjsp,20,20,3244,0.31812577065351416,medium
0,saved_network/FJSP_J15M15/best_value0,dmu07,3914.0,1.2617337703704834,end_to_end_drl_for_fjsp,20,20,3046,0.2849638870650033,medium
0,saved_network/FJSP_J15M15/best_value0,dmu08,3879.0,1.271178960800171,end_to_end_drl_for_fjsp,20,20,3188,0.21675031367628608,medium
0,saved_network/FJSP_J15M15/best_value0,dmu09,4250.0,1.3238310813903809,end_to_end_drl_for_fjsp,20,20,3092,0.3745148771021992,medium
0,saved_network/FJSP_J15M15/best_value0,dmu10,3859.0,1.2901160717010498,end_to_end_drl_for_fjsp,20,20,2984,0.29323056300268097,medium
0,saved_network/FJSP_J15M15/best_value0,dmu46,5420.0,1.3754758834838867,end_to_end_drl_for_fjsp,20,20,4035,0.34324659231722426,medium
0,saved_network/FJSP_J15M15/best_value0,dmu47,5468.0,1.428717851638794,end_to_end_drl_for_fjsp,20,20,3939,0.3881695861893882,medium
0,saved_network/FJSP_J15M15/best_value0,dmu48,4740.0,1.3957960605621338,end_to_end_drl_for_fjsp,20,20,3763,0.2596332713260696,medium
0,saved_network/FJSP_J15M15/best_value0,dmu49,5371.0,1.3984780311584473,end_to_end_drl_for_fjsp,20,20,3710,0.4477088948787062,medium
1,saved_network/FJSP_J15M15/best_value0,dmu49,4918.0,1.3942010402679443,end_to_end_drl_for_fjsp,20,20,3710,0.3256064690026954,medium
0,saved_network/FJSP_J15M15/best_value0,dmu50,5377.0,1.4288859367370603,end_to_end_drl_for_fjsp,20,20,3729,0.441941539286672,medium
0,saved_network/FJSP_J15M15/best_value0,ta21,2016.0,1.4088430404663086,end_to_end_drl_for_fjsp,20,20,1642,0.22777101096224117,medium
0,saved_network/FJSP_J15M15/best_value0,ta22,2020.0,1.390326976776123,end_to_end_drl_for_fjsp,20,20,1600,0.2625,medium
0,saved_network/FJSP_J15M15/best_value0,ta23,2052.0,1.3861119747161863,end_to_end_drl_for_fjsp,20,20,1557,0.3179190751445087,medium
0,saved_network/FJSP_J15M15/best_value0,ta24,1978.0,1.402163028717041,end_to_end_drl_for_fjsp,20,20,1644,0.20316301703163017,medium
0,saved_network/FJSP_J15M15/best_value0,ta25,2045.0,1.4285650253295898,end_to_end_drl_for_fjsp,20,20,1595,0.28213166144200624,medium
0,saved_network/FJSP_J15M15/best_value0,ta26,2181.0,1.417078971862793,end_to_end_drl_for_fjsp,20,20,1643,0.3274497869750457,medium
0,saved_network/FJSP_J15M15/best_value0,ta27,2292.0,1.4146997928619385,end_to_end_drl_for_fjsp,20,20,1680,0.36428571428571427,medium
1,saved_network/FJSP_J15M15/best_value0,ta27,2216.0,1.4089198112487793,end_to_end_drl_for_fjsp,20,20,1680,0.319047619047619,medium
0,saved_network/FJSP_J15M15/best_value0,ta28,2039.0,1.4172930717468262,end_to_end_drl_for_fjsp,20,20,1603,0.2719900187149095,medium
0,saved_network/FJSP_J15M15/best_value0,ta29,2049.0,1.4053797721862793,end_to_end_drl_for_fjsp,20,20,1625,0.2609230769230769,medium
2,saved_network/FJSP_J15M15/best_value0,ta29,2158.0,1.470602035522461,end_to_end_drl_for_fjsp,20,20,1625,0.328,medium
0,saved_network/FJSP_J15M15/best_value0,ta30,2056.0,1.3961288928985596,end_to_end_drl_for_fjsp,20,20,1584,0.29797979797979796,medium
0,saved_network/FJSP_J15M15/best_value0,yn01,1051.0,1.9029829502105713,end_to_end_drl_for_fjsp,20,20,884,0.18891402714932126,medium
0,saved_network/FJSP_J15M15/best_value0,yn02,1080.0,1.739501953125,end_to_end_drl_for_fjsp,20,20,904,0.19469026548672566,medium
3,saved_network/FJSP_J15M15/best_value0,yn02,1152.0,2.0003440380096436,end_to_end_drl_for_fjsp,20,20,904,0.2743362831858407,medium
0,saved_network/FJSP_J15M15/best_value0,yn03,1110.0,1.7884559631347656,end_to_end_drl_for_fjsp,20,20,892,0.24439461883408073,medium
0,saved_network/FJSP_J15M15/best_value0,yn04,1227.0,1.855813980102539,end_to_end_drl_for_fjsp,20,20,968,0.2675619834710744,medium
0,results/save_20_10.pt,dmu06,3937.0,6.156549289049925,fjsp_drl,20,20,3244,0.21362515413070285,medium
0,results/save_20_10.pt,dmu07,3648.0,7.5625340938568115,fjsp_drl,20,20,3046,0.19763624425476034,medium
0,results/save_20_10.pt,dmu08,3961.0,6.413757801055907,fjsp_drl,20,20,3188,0.24247176913425345,medium
0,results/save_20_10.pt,dmu09,3769.0,6.263493061065674,fjsp_drl,20,20,3092,0.21895213454075033,medium
0,results/save_20_10.pt,dmu10,3723.0,6.246268272399902,fjsp_drl,20,20,2984,0.24765415549597855,medium
0,results/save_20_10.pt,dmu46,5254.0,6.3231282234191895,fjsp_drl,20,20,4035,0.30210656753407683,medium
0,results/save_20_10.pt,dmu47,4895.0,6.327297210693359,fjsp_drl,20,20,3939,0.2427011931962427,medium
0,results/save_20_10.pt,dmu48,4857.0,6.321750164031982,fjsp_drl,20,20,3763,0.290725484985384,medium
0,results/save_20_10.pt,dmu49,4806.0,7.102950096130371,fjsp_drl,20,20,3710,0.2954177897574124,medium
0,results/save_20_10.pt,dmu50,5332.0,6.882333993911742,fjsp_drl,20,20,3729,0.4298739608474122,medium
0,results/save_20_10.pt,ta21,1978.0,7.608587980270388,fjsp_drl,20,20,1642,0.2046285018270402,medium
0,results/save_20_10.pt,ta22,1937.0,7.179221868515015,fjsp_drl,20,20,1600,0.210625,medium
0,results/save_20_10.pt,ta23,1849.0,7.0975730419158936,fjsp_drl,20,20,1557,0.18754014129736674,medium
0,results/save_20_10.pt,ta24,1935.0,7.404629945755005,fjsp_drl,20,20,1644,0.177007299270073,medium
0,results/save_20_10.pt,ta25,1925.0,6.9342689514160165,fjsp_drl,20,20,1595,0.20689655172413793,medium
0,results/save_20_10.pt,ta26,1969.0,6.2455811500549325,fjsp_drl,20,20,1643,0.19841752891052952,medium
0,results/save_20_10.pt,ta27,2092.0,6.218301296234131,fjsp_drl,20,20,1680,0.24523809523809523,medium
0,results/save_20_10.pt,ta28,1936.0,6.234612226486206,fjsp_drl,20,20,1603,0.20773549594510293,medium
0,results/save_20_10.pt,ta29,1928.0,6.938132047653197,fjsp_drl,20,20,1625,0.18646153846153846,medium
0,results/save_20_10.pt,ta30,1946.0,6.9510018825531015,fjsp_drl,20,20,1584,0.22853535353535354,medium
0,results/save_20_10.pt,yn01,1053.0,7.930578947067263,fjsp_drl,20,20,884,0.19117647058823528,medium
0,results/save_20_10.pt,yn02,1066.0,7.73573899269104,fjsp_drl,20,20,904,0.17920353982300885,medium
0,results/save_20_10.pt,yn03,1078.0,7.790144681930543,fjsp_drl,20,20,892,0.2085201793721973,medium
0,results/save_20_10.pt,yn04,1198.0,7.817934274673463,fjsp_drl,20,20,968,0.23760330578512398,medium
0,results/save_20_5.pt,dmu06,3963.0,5.9065210819244385,fjsp_drl,20,20,3244,0.2216399506781751,medium
0,results/save_20_5.pt,dmu07,3669.0,5.984656810760497,fjsp_drl,20,20,3046,0.2045305318450427,medium
0,results/save_20_5.pt,dmu08,3752.0,5.948569059371947,fjsp_drl,20,20,3188,0.17691342534504392,medium
0,results/save_20_5.pt,dmu09,3966.0,5.990262985229492,fjsp_drl,20,20,3092,0.28266494178525226,medium
0,results/save_20_5.pt,dmu10,3468.0,6.047353267669678,fjsp_drl,20,20,2984,0.16219839142091153,medium
0,results/save_20_5.pt,dmu46,5016.0,6.530179977416992,fjsp_drl,20,20,4035,0.24312267657992565,medium
0,results/save_20_5.pt,dmu47,4896.0,6.523014783859253,fjsp_drl,20,20,3939,0.24295506473724296,medium
0,results/save_20_5.pt,dmu48,4602.0,6.52827525138855,fjsp_drl,20,20,3763,0.22296040393303215,medium
0,results/save_20_5.pt,dmu49,4500.0,6.524364709854126,fjsp_drl,20,20,3710,0.21293800539083557,medium
0,results/save_20_5.pt,dmu50,4645.0,6.524683952331543,fjsp_drl,20,20,3729,0.2456422633413784,medium
0,results/save_20_5.pt,ta21,1898.0,5.8559420108795175,fjsp_drl,20,20,1642,0.1559074299634592,medium
0,results/save_20_5.pt,ta22,1914.0,5.862349033355713,fjsp_drl,20,20,1600,0.19625,medium
0,results/save_20_5.pt,ta23,1822.0,5.867959022521973,fjsp_drl,20,20,1557,0.170199100834939,medium
0,results/save_20_5.pt,ta24,1890.0,5.862986087799072,fjsp_drl,20,20,1644,0.14963503649635038,medium
0,results/save_20_5.pt,ta25,1904.0,5.85867977142334,fjsp_drl,20,20,1595,0.19373040752351098,medium
0,results/save_20_5.pt,ta26,1892.0,5.857914924621582,fjsp_drl,20,20,1643,0.15155203895313452,medium
0,results/save_20_5.pt,ta27,2015.0,5.850136041641235,fjsp_drl,20,20,1680,0.19940476190476192,medium
0,results/save_20_5.pt,ta28,1856.0,5.8407909870147705,fjsp_drl,20,20,1603,0.15782907049282596,medium
0,results/save_20_5.pt,ta29,1869.0,5.856446981430054,fjsp_drl,20,20,1625,0.15015384615384617,medium
0,results/save_20_5.pt,ta30,1887.0,5.857348918914795,fjsp_drl,20,20,1584,0.19128787878787878,medium
0,results/save_20_5.pt,yn01,1092.0,6.000854015350343,fjsp_drl,20,20,884,0.23529411764705882,medium
0,results/save_20_5.pt,yn02,1105.0,6.012115001678468,fjsp_drl,20,20,904,0.22234513274336284,medium
0,results/save_20_5.pt,yn03,1067.0,6.0354058742523184,fjsp_drl,20,20,892,0.1961883408071749,medium
0,results/save_20_5.pt,yn04,1241.0,6.0270957946777335,fjsp_drl,20,20,968,0.28202479338842973,medium
0,results/save_10_5.pt,dmu06,3739.0,5.8891141414642325,fjsp_drl,20,20,3244,0.15258939580764488,medium
0,results/save_10_5.pt,dmu07,3572.0,5.917480945587157,fjsp_drl,20,20,3046,0.1726854891661195,medium
0,results/save_10_5.pt,dmu08,4351.0,5.917185068130492,fjsp_drl,20,20,3188,0.3648055207026349,medium
