makespan,tensor(1791.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,66.0,208.0,231.0,318.0,482.0,564.0,640.0,644.0,659.0,664.0,746.0,779.0,1007.0,1121.0,1313.0,1444.0,1475.0,1528.0,1616.0
job 1,89.0,135.0,168.0,258.0,339.0,407.0,488.0,505.0,513.0,535.0,640.0,834.0,868.0,930.0,970.0,1054.0,1161.0,1254.0,1315.0,1660.0
job 2,0.0,97.0,170.0,279.0,556.0,607.0,698.0,729.0,789.0,827.0,857.0,887.0,979.0,1007.0,1054.0,1141.0,1170.0,1223.0,1325.0,1454.0
job 3,0.0,29.0,286.0,357.0,477.0,564.0,573.0,671.0,708.0,813.0,840.0,967.0,1036.0,1264.0,1378.0,1428.0,1480.0,1567.0,1665.0,1720.0
job 4,0.0,68.0,153.0,209.0,304.0,398.0,564.0,676.0,731.0,812.0,831.0,1141.0,1233.0,1325.0,1410.0,1484.0,1564.0,1629.0,1636.0,1693.0
job 5,0.0,6.0,143.0,170.0,230.0,279.0,335.0,462.0,659.0,868.0,974.0,1014.0,1099.0,1156.0,1253.0,1383.0,1425.0,1607.0,1637.0,1689.0
job 6,161.0,208.0,260.0,469.0,564.0,657.0,723.0,821.0,904.0,930.0,1056.0,1087.0,1187.0,1268.0,1318.0,1404.0,1425.0,1505.0,1645.0,1716.0
job 7,0.0,66.0,187.0,256.0,309.0,646.0,769.0,821.0,896.0,974.0,1067.0,1156.0,1253.0,1262.0,1330.0,1407.0,1547.0,1567.0,1607.0,1671.0
job 8,396.0,476.0,492.0,789.0,878.0,953.0,964.0,1175.0,1226.0,1278.0,1282.0,1319.0,1378.0,1420.0,1471.0,1524.0,1562.0,1578.0,1636.0,1716.0
job 9,0.0,58.0,115.0,230.0,422.0,473.0,513.0,610.0,698.0,714.0,772.0,869.0,941.0,1022.0,1212.0,1223.0,1318.0,1477.0,1663.0,1727.0
job 10,0.0,150.0,256.0,335.0,398.0,419.0,488.0,515.0,709.0,731.0,832.0,869.0,953.0,1086.0,1220.0,1312.0,1420.0,1463.0,1662.0,1680.0
job 11,97.0,169.0,258.0,301.0,381.0,422.0,470.0,671.0,746.0,782.0,887.0,970.0,1105.0,1165.0,1375.0,1476.0,1547.0,1576.0,1674.0,1679.0
job 12,6.0,83.0,95.0,143.0,231.0,304.0,607.0,676.0,730.0,736.0,831.0,896.0,904.0,979.0,1036.0,1105.0,1111.0,1144.0,1534.0,1711.0
job 13,209.0,303.0,403.0,469.0,610.0,774.0,813.0,896.0,967.0,999.0,1140.0,1181.0,1315.0,1357.0,1430.0,1444.0,1528.0,1532.0,1625.0,1753.0
job 14,828.0,894.0,1067.0,1080.0,1086.0,1089.0,1181.0,1254.0,1318.0,1357.0,1409.0,1454.0,1464.0,1511.0,1534.0,1613.0,1662.0,1685.0,1720.0,1752.0
job 15,0.0,101.0,168.0,473.0,572.0,617.0,646.0,763.0,834.0,857.0,900.0,989.0,1067.0,1128.0,1184.0,1242.0,1313.0,1362.0,1387.0,1474.0
job 16,0.0,89.0,225.0,318.0,452.0,455.0,560.0,617.0,670.0,718.0,799.0,884.0,960.0,1014.0,1170.0,1227.0,1330.0,1407.0,1505.0,1551.0
job 17,135.0,161.0,230.0,303.0,353.0,439.0,476.0,546.0,596.0,718.0,813.0,829.0,840.0,964.0,1089.0,1227.0,1449.0,1477.0,1492.0,1610.0
job 18,0.0,305.0,654.0,829.0,904.0,1007.0,1111.0,1156.0,1226.0,1313.0,1344.0,1428.0,1467.0,1520.0,1581.0,1613.0,1615.0,1685.0,1711.0,1752.0
job 19,52.0,100.0,108.0,237.0,339.0,473.0,511.0,572.0,731.0,774.0,832.0,890.0,1099.0,1356.0,1420.0,1430.0,1467.0,1532.0,1562.0,1629.0
