makespan,tensor(1675.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,24.0,107.0,278.0,394.0,450.0,508.0,577.0,691.0,776.0,810.0,907.0,978.0,1032.0,1040.0,1115.0,1141.0,1212.0,1377.0,1423.0,1502.0
job 1,0.0,85.0,192.0,282.0,289.0,373.0,437.0,508.0,581.0,661.0,701.0,784.0,834.0,883.0,919.0,1004.0,1080.0,1343.0,1451.0,1528.0
job 2,176.0,496.0,542.0,568.0,661.0,852.0,958.0,978.0,1020.0,1063.0,1129.0,1221.0,1225.0,1232.0,1255.0,1258.0,1344.0,1377.0,1393.0,1399.0
job 3,0.0,101.0,192.0,204.0,294.0,373.0,469.0,581.0,671.0,761.0,852.0,894.0,928.0,992.0,1289.0,1360.0,1409.0,1420.0,1501.0,1572.0
job 4,0.0,112.0,224.0,303.0,353.0,532.0,549.0,563.0,644.0,670.0,761.0,837.0,865.0,893.0,958.0,1221.0,1323.0,1420.0,1488.0,1524.0
job 5,0.0,92.0,175.0,184.0,227.0,298.0,324.0,394.0,495.0,572.0,752.0,838.0,915.0,1265.0,1359.0,1370.0,1391.0,1429.0,1522.0,1620.0
job 6,227.0,311.0,498.0,572.0,652.0,834.0,932.0,977.0,1065.0,1067.0,1082.0,1087.0,1175.0,1255.0,1275.0,1323.0,1424.0,1494.0,1560.0,1579.0
job 7,86.0,123.0,208.0,404.0,496.0,531.0,532.0,656.0,671.0,767.0,897.0,904.0,1175.0,1264.0,1320.0,1412.0,1457.0,1494.0,1551.0,1623.0
job 8,184.0,227.0,298.0,437.0,460.0,531.0,562.0,586.0,635.0,652.0,691.0,716.0,866.0,928.0,1008.0,1165.0,1323.0,1414.0,1460.0,1551.0
job 9,0.0,20.0,23.0,372.0,542.0,635.0,713.0,749.0,784.0,851.0,880.0,899.0,988.0,1040.0,1103.0,1129.0,1179.0,1200.0,1568.0,1623.0
job 10,69.0,112.0,161.0,208.0,224.0,344.0,370.0,411.0,430.0,769.0,866.0,925.0,988.0,997.0,1009.0,1103.0,1320.0,1522.0,1561.0,1627.0
job 11,0.0,81.0,122.0,161.0,217.0,411.0,421.0,515.0,609.0,621.0,670.0,745.0,1083.0,1132.0,1221.0,1280.0,1391.0,1451.0,1561.0,1577.0
job 12,0.0,24.0,122.0,309.0,353.0,490.0,562.0,586.0,661.0,736.0,769.0,812.0,842.0,1007.0,1103.0,1201.0,1274.0,1429.0,1488.0,1568.0
job 13,0.0,69.0,85.0,129.0,292.0,314.0,324.0,372.0,837.0,934.0,971.0,1039.0,1090.0,1091.0,1181.0,1207.0,1231.0,1348.0,1424.0,1501.0
job 14,0.0,39.0,227.0,307.0,406.0,454.0,460.0,543.0,558.0,577.0,621.0,701.0,737.0,784.0,814.0,834.0,996.0,1069.0,1600.0,1612.0
job 15,81.0,167.0,314.0,404.0,531.0,582.0,602.0,672.0,712.0,934.0,955.0,970.0,1032.0,1066.0,1079.0,1107.0,1141.0,1262.0,1370.0,1412.0
job 16,0.0,79.0,81.0,224.0,282.0,370.0,450.0,611.0,742.0,863.0,894.0,904.0,985.0,1034.0,1109.0,1181.0,1221.0,1262.0,1439.0,1533.0
job 17,0.0,9.0,82.0,102.0,158.0,217.0,311.0,421.0,531.0,532.0,695.0,749.0,787.0,883.0,973.0,992.0,1063.0,1403.0,1524.0,1600.0
job 18,0.0,82.0,129.0,147.0,224.0,289.0,382.0,424.0,495.0,498.0,525.0,599.0,838.0,915.0,923.0,940.0,1002.0,1079.0,1155.0,1258.0
job 19,0.0,48.0,72.0,102.0,171.0,672.0,955.0,1002.0,1004.0,1052.0,1109.0,1199.0,1225.0,1241.0,1344.0,1348.0,1373.0,1409.0,1533.0,1588.0
