makespan,1978.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,129.0,278.0,369.0,422.0,490.0,562.0,585.0,657.0,788.0,869.0,1004.0,1197.0,1281.0,1375.0,1386.0,1467.0,1510.0,1647.0,1693.0,1742.0
job 1,0.0,159.0,343.0,373.0,425.0,444.0,612.0,756.0,856.0,912.0,1125.0,1224.0,1257.0,1544.0,1559.0,1656.0,1742.0,1824.0,1870.0,1913.0
job 2,0.0,45.0,107.0,139.0,273.0,551.0,657.0,746.0,803.0,966.0,1080.0,1117.0,1350.0,1478.0,1544.0,1551.0,1625.0,1707.0,1803.0,1852.0
job 3,91.0,268.0,343.0,524.0,634.0,641.0,723.0,785.0,871.0,947.0,1094.0,1206.0,1255.0,1277.0,1403.0,1559.0,1677.0,1770.0,1855.0,1868.0
job 4,0.0,201.0,221.0,537.0,539.0,629.0,726.0,966.0,1212.0,1273.0,1318.0,1394.0,1406.0,1531.0,1597.0,1612.0,1645.0,1715.0,1751.0,1770.0
job 5,6.0,46.0,70.0,158.0,233.0,312.0,425.0,486.0,587.0,780.0,867.0,967.0,1094.0,1111.0,1113.0,1175.0,1300.0,1449.0,1707.0,1792.0
job 6,7.0,25.0,82.0,107.0,125.0,221.0,348.0,356.0,480.0,554.0,698.0,817.0,852.0,1022.0,1167.0,1209.0,1347.0,1417.0,1597.0,1681.0
job 7,25.0,125.0,458.0,537.0,585.0,681.0,705.0,729.0,821.0,877.0,1007.0,1093.0,1178.0,1221.0,1433.0,1519.0,1629.0,1739.0,1819.0,1890.0
job 8,82.0,94.0,184.0,247.0,275.0,335.0,359.0,399.0,619.0,628.0,746.0,784.0,858.0,935.0,1031.0,1061.0,1080.0,1121.0,1306.0,1375.0
job 9,0.0,7.0,18.0,67.0,222.0,359.0,481.0,629.0,708.0,719.0,817.0,898.0,1118.0,1174.0,1294.0,1402.0,1603.0,1647.0,1730.0,1870.0
job 10,0.0,19.0,70.0,158.0,309.0,405.0,422.0,484.0,624.0,694.0,698.0,713.0,740.0,785.0,812.0,867.0,954.0,1004.0,1119.0,1167.0
job 11,40.0,63.0,152.0,306.0,365.0,397.0,453.0,537.0,585.0,741.0,871.0,892.0,1029.0,1119.0,1165.0,1185.0,1279.0,1300.0,1389.0,1467.0
job 12,181.0,276.0,322.0,410.0,474.0,555.0,556.0,562.0,724.0,821.0,822.0,898.0,947.0,960.0,1111.0,1223.0,1241.0,1352.0,1433.0,1593.0
job 13,18.0,26.0,104.0,237.0,539.0,551.0,689.0,713.0,869.0,966.0,1070.0,1074.0,1082.0,1308.0,1406.0,1519.0,1551.0,1629.0,1709.0,1739.0
job 14,0.0,139.0,173.0,373.0,458.0,537.0,612.0,729.0,828.0,935.0,968.0,971.0,1209.0,1294.0,1308.0,1422.0,1519.0,1595.0,1629.0,1633.0
job 15,0.0,62.0,147.0,152.0,173.0,249.0,268.0,278.0,405.0,496.0,622.0,656.0,723.0,812.0,821.0,823.0,916.0,967.0,1055.0,1118.0
job 16,49.0,82.0,162.0,365.0,444.0,496.0,548.0,660.0,784.0,893.0,1006.0,1098.0,1135.0,1273.0,1386.0,1468.0,1624.0,1707.0,1819.0,1912.0
job 17,0.0,96.0,135.0,233.0,249.0,312.0,323.0,432.0,484.0,628.0,770.0,820.0,852.0,928.0,970.0,1007.0,1098.0,1174.0,1197.0,1326.0
job 18,26.0,96.0,135.0,222.0,281.0,394.0,453.0,473.0,545.0,622.0,680.0,822.0,907.0,954.0,1029.0,1147.0,1223.0,1274.0,1303.0,1320.0
job 19,96.0,158.0,210.0,276.0,404.0,453.0,606.0,708.0,780.0,821.0,867.0,933.0,960.0,1055.0,1342.0,1411.0,1447.0,1495.0,1709.0,1792.0
