makespan,tensor(1712.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,100.0,283.0,320.0,372.0,459.0,560.0,636.0,702.0,739.0,821.0,876.0,928.0,963.0,964.0,1060.0,1134.0,1181.0,1430.0,1545.0
job 1,188.0,358.0,409.0,479.0,574.0,656.0,834.0,904.0,1000.0,1081.0,1165.0,1252.0,1254.0,1383.0,1412.0,1486.0,1588.0,1633.0,1643.0,1647.0
job 2,0.0,119.0,145.0,245.0,280.0,301.0,340.0,420.0,513.0,529.0,668.0,900.0,951.0,1059.0,1120.0,1226.0,1316.0,1369.0,1430.0,1660.0
job 3,0.0,81.0,95.0,189.0,342.0,409.0,541.0,560.0,615.0,706.0,824.0,929.0,1060.0,1084.0,1173.0,1214.0,1442.0,1472.0,1535.0,1593.0
job 4,125.0,296.0,531.0,566.0,702.0,755.0,780.0,876.0,904.0,992.0,1073.0,1091.0,1115.0,1134.0,1182.0,1267.0,1282.0,1316.0,1375.0,1442.0
job 5,0.0,64.0,100.0,192.0,280.0,401.0,636.0,712.0,755.0,793.0,889.0,948.0,1028.0,1308.0,1380.0,1412.0,1461.0,1485.0,1501.0,1530.0
job 6,0.0,44.0,138.0,210.0,393.0,446.0,467.0,727.0,773.0,821.0,836.0,916.0,979.0,1335.0,1398.0,1465.0,1499.0,1550.0,1592.0,1646.0
job 7,28.0,257.0,340.0,455.0,538.0,760.0,834.0,845.0,848.0,863.0,884.0,979.0,983.0,1026.0,1091.0,1398.0,1492.0,1562.0,1622.0,1677.0
job 8,40.0,81.0,179.0,207.0,289.0,358.0,457.0,615.0,682.0,701.0,788.0,877.0,916.0,996.0,1059.0,1120.0,1156.0,1247.0,1316.0,1476.0
job 9,0.0,85.0,168.0,250.0,290.0,295.0,339.0,428.0,555.0,609.0,663.0,719.0,800.0,869.0,898.0,996.0,1492.0,1528.0,1562.0,1600.0
job 10,0.0,40.0,104.0,168.0,216.0,240.0,320.0,401.0,409.0,478.0,566.0,613.0,780.0,861.0,1252.0,1364.0,1456.0,1550.0,1607.0,1687.0
job 11,0.0,28.0,41.0,167.0,302.0,358.0,372.0,613.0,622.0,670.0,773.0,1000.0,1026.0,1134.0,1472.0,1497.0,1501.0,1506.0,1587.0,1588.0
job 12,36.0,96.0,120.0,244.0,333.0,405.0,457.0,490.0,650.0,663.0,706.0,861.0,1010.0,1084.0,1130.0,1209.0,1298.0,1387.0,1524.0,1549.0
job 13,0.0,99.0,117.0,283.0,358.0,388.0,477.0,528.0,557.0,615.0,621.0,713.0,762.0,962.0,1173.0,1316.0,1383.0,1468.0,1596.0,1671.0
job 14,20.0,38.0,96.0,246.0,354.0,362.0,453.0,489.0,621.0,712.0,762.0,911.0,1008.0,1267.0,1362.0,1369.0,1449.0,1490.0,1542.0,1588.0
job 15,0.0,104.0,160.0,246.0,250.0,283.0,341.0,460.0,580.0,603.0,668.0,739.0,836.0,1202.0,1306.0,1336.0,1449.0,1461.0,1583.0,1654.0
job 16,0.0,44.0,112.0,125.0,192.0,216.0,333.0,401.0,533.0,593.0,914.0,1010.0,1134.0,1182.0,1276.0,1297.0,1298.0,1309.0,1316.0,1455.0
job 17,0.0,93.0,145.0,192.0,257.0,446.0,531.0,670.0,730.0,760.0,762.0,884.0,962.0,980.0,1008.0,1059.0,1134.0,1209.0,1398.0,1575.0
job 18,0.0,51.0,95.0,158.0,250.0,302.0,388.0,477.0,535.0,560.0,630.0,683.0,1073.0,1165.0,1261.0,1297.0,1309.0,1562.0,1607.0,1654.0
job 19,0.0,13.0,21.0,64.0,138.0,212.0,263.0,333.0,409.0,437.0,603.0,622.0,692.0,795.0,801.0,1181.0,1247.0,1331.0,1364.0,1497.0
