makespan,1992.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,9.0,197.0,230.0,316.0,413.0,441.0,473.0,596.0,674.0,737.0,823.0,828.0,867.0,924.0,1213.0,1252.0,1289.0,1293.0,1304.0,1445.0
job 1,180.0,274.0,413.0,497.0,523.0,657.0,676.0,715.0,734.0,930.0,1010.0,1089.0,1244.0,1247.0,1273.0,1342.0,1400.0,1445.0,1505.0,1543.0
job 2,103.0,106.0,196.0,249.0,264.0,344.0,381.0,467.0,589.0,677.0,802.0,845.0,1096.0,1168.0,1301.0,1398.0,1517.0,1687.0,1817.0,1858.0
job 3,0.0,8.0,68.0,175.0,197.0,274.0,288.0,376.0,551.0,637.0,734.0,741.0,777.0,909.0,1001.0,1090.0,1161.0,1398.0,1528.0,1582.0
job 4,0.0,15.0,109.0,120.0,191.0,437.0,534.0,628.0,640.0,693.0,810.0,851.0,901.0,1139.0,1369.0,1422.0,1453.0,1527.0,1585.0,1789.0
job 5,101.0,144.0,317.0,391.0,441.0,502.0,647.0,800.0,924.0,1043.0,1097.0,1167.0,1229.0,1400.0,1409.0,1543.0,1669.0,1719.0,1764.0,1899.0
job 6,106.0,144.0,177.0,267.0,401.0,498.0,535.0,762.0,846.0,1003.0,1149.0,1237.0,1313.0,1465.0,1536.0,1603.0,1716.0,1800.0,1840.0,1873.0
job 7,45.0,83.0,200.0,269.0,334.0,498.0,642.0,705.0,727.0,845.0,860.0,1075.0,1131.0,1222.0,1256.0,1317.0,1334.0,1394.0,1441.0,1592.0
job 8,0.0,83.0,226.0,399.0,502.0,596.0,627.0,633.0,739.0,891.0,1070.0,1183.0,1251.0,1329.0,1492.0,1571.0,1616.0,1706.0,1800.0,1856.0
job 9,0.0,9.0,97.0,101.0,156.0,241.0,288.0,318.0,380.0,388.0,598.0,763.0,914.0,1010.0,1085.0,1304.0,1369.0,1498.0,1548.0,1582.0
job 10,0.0,16.0,170.0,391.0,437.0,481.0,628.0,715.0,734.0,810.0,867.0,950.0,1001.0,1167.0,1244.0,1453.0,1550.0,1568.0,1635.0,1656.0
job 11,0.0,2.0,57.0,123.0,161.0,228.0,269.0,320.0,401.0,510.0,674.0,777.0,892.0,950.0,1026.0,1056.0,1125.0,1183.0,1251.0,1402.0
job 12,97.0,177.0,311.0,424.0,576.0,676.0,798.0,860.0,987.0,1043.0,1046.0,1090.0,1127.0,1182.0,1278.0,1342.0,1344.0,1572.0,1724.0,1819.0
job 13,131.0,332.0,424.0,558.0,679.0,872.0,914.0,999.0,1116.0,1171.0,1304.0,1395.0,1402.0,1439.0,1442.0,1655.0,1726.0,1789.0,1913.0,1954.0
job 14,0.0,45.0,126.0,144.0,264.0,534.0,598.0,668.0,825.0,875.0,956.0,1022.0,1073.0,1183.0,1276.0,1370.0,1553.0,1579.0,1783.0,1882.0
job 15,181.0,232.0,260.0,429.0,536.0,627.0,697.0,779.0,955.0,1026.0,1076.0,1253.0,1303.0,1571.0,1669.0,1687.0,1718.0,1722.0,1755.0,1828.0
job 16,285.0,381.0,430.0,565.0,713.0,813.0,891.0,930.0,1056.0,1094.0,1218.0,1439.0,1528.0,1548.0,1687.0,1716.0,1784.0,1789.0,1858.0,1921.0
job 17,68.0,120.0,146.0,152.0,228.0,318.0,497.0,637.0,741.0,823.0,979.0,1073.0,1127.0,1293.0,1483.0,1498.0,1616.0,1755.0,1827.0,1912.0
job 18,0.0,52.0,109.0,200.0,247.0,382.0,399.0,523.0,710.0,798.0,877.0,1004.0,1252.0,1253.0,1303.0,1344.0,1394.0,1568.0,1655.0,1726.0
job 19,52.0,189.0,271.0,380.0,429.0,666.0,762.0,851.0,956.0,1051.0,1096.0,1166.0,1182.0,1280.0,1505.0,1547.0,1575.0,1641.0,1647.0,1724.0
