makespan,tensor(1731.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,320.0,414.0,462.0,547.0,628.0,763.0,838.0,923.0,986.0,1050.0,1071.0,1125.0,1174.0,1317.0,1372.0,1420.0,1440.0,1607.0,1666.0,1695.0
job 1,171.0,232.0,312.0,323.0,360.0,381.0,412.0,495.0,581.0,765.0,914.0,1044.0,1144.0,1224.0,1297.0,1391.0,1482.0,1516.0,1544.0,1676.0
job 2,0.0,1.0,35.0,78.0,98.0,414.0,482.0,507.0,573.0,592.0,712.0,774.0,826.0,880.0,912.0,914.0,991.0,1062.0,1293.0,1496.0
job 3,0.0,78.0,122.0,127.0,189.0,317.0,368.0,884.0,983.0,1004.0,1061.0,1159.0,1235.0,1296.0,1357.0,1417.0,1511.0,1519.0,1625.0,1702.0
job 4,0.0,94.0,188.0,221.0,253.0,329.0,412.0,496.0,573.0,695.0,803.0,853.0,960.0,976.0,1112.0,1295.0,1394.0,1491.0,1496.0,1638.0
job 5,82.0,151.0,203.0,285.0,380.0,426.0,486.0,565.0,855.0,912.0,979.0,1061.0,1090.0,1166.0,1312.0,1423.0,1527.0,1593.0,1617.0,1655.0
job 6,300.0,360.0,431.0,459.0,500.0,826.0,884.0,896.0,976.0,1007.0,1068.0,1211.0,1226.0,1238.0,1459.0,1507.0,1509.0,1579.0,1676.0,1702.0
job 7,0.0,40.0,157.0,195.0,211.0,233.0,253.0,290.0,348.0,407.0,459.0,491.0,495.0,651.0,723.0,803.0,833.0,873.0,1005.0,1115.0
job 8,122.0,207.0,256.0,320.0,348.0,384.0,458.0,483.0,572.0,638.0,668.0,1064.0,1140.0,1237.0,1273.0,1297.0,1385.0,1463.0,1501.0,1597.0
job 9,0.0,211.0,512.0,560.0,579.0,651.0,745.0,1008.0,1089.0,1174.0,1210.0,1354.0,1461.0,1508.0,1512.0,1520.0,1554.0,1643.0,1697.0,1721.0
job 10,226.0,431.0,512.0,560.0,611.0,649.0,659.0,750.0,853.0,906.0,968.0,970.0,992.0,1036.0,1076.0,1140.0,1227.0,1268.0,1273.0,1338.0
job 11,0.0,283.0,304.0,319.0,460.0,676.0,792.0,873.0,923.0,933.0,1007.0,1072.0,1226.0,1296.0,1305.0,1354.0,1423.0,1470.0,1504.0,1544.0
job 12,0.0,117.0,175.0,233.0,482.0,512.0,623.0,680.0,723.0,878.0,992.0,1019.0,1090.0,1156.0,1244.0,1295.0,1312.0,1533.0,1583.0,1643.0
job 13,0.0,76.0,240.0,256.0,263.0,319.0,389.0,862.0,928.0,984.0,1025.0,1166.0,1250.0,1305.0,1409.0,1446.0,1508.0,1525.0,1623.0,1638.0
job 14,0.0,151.0,240.0,320.0,390.0,446.0,512.0,645.0,676.0,712.0,723.0,792.0,967.0,1017.0,1062.0,1076.0,1155.0,1229.0,1510.0,1597.0
job 15,0.0,217.0,535.0,583.0,896.0,979.0,1050.0,1110.0,1156.0,1167.0,1183.0,1265.0,1357.0,1370.0,1409.0,1431.0,1459.0,1519.0,1579.0,1684.0
job 16,98.0,188.0,323.0,446.0,461.0,509.0,526.0,576.0,645.0,687.0,689.0,738.0,839.0,927.0,1130.0,1482.0,1527.0,1606.0,1641.0,1699.0
job 17,0.0,26.0,45.0,122.0,429.0,518.0,615.0,623.0,663.0,700.0,832.0,901.0,917.0,1017.0,1072.0,1178.0,1244.0,1370.0,1507.0,1641.0
job 18,0.0,55.0,171.0,211.0,266.0,317.0,389.0,486.0,689.0,805.0,819.0,940.0,976.0,1064.0,1125.0,1229.0,1506.0,1600.0,1638.0,1702.0
job 19,0.0,82.0,109.0,117.0,171.0,175.0,407.0,458.0,526.0,611.0,737.0,738.0,838.0,1004.0,1064.0,1144.0,1193.0,1305.0,1372.0,1470.0
