makespan,tensor(1767.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,36.0,105.0,184.0,215.0,312.0,324.0,935.0,967.0,1010.0,1102.0,1122.0,1200.0,1273.0,1347.0,1436.0,1461.0,1530.0,1559.0,1656.0
job 1,206.0,473.0,538.0,602.0,620.0,718.0,808.0,846.0,935.0,948.0,978.0,1009.0,1082.0,1127.0,1201.0,1267.0,1294.0,1369.0,1447.0,1559.0
job 2,132.0,223.0,287.0,381.0,507.0,602.0,605.0,757.0,791.0,894.0,970.0,1014.0,1073.0,1089.0,1100.0,1174.0,1540.0,1565.0,1661.0,1684.0
job 3,87.0,184.0,247.0,264.0,638.0,700.0,802.0,828.0,833.0,923.0,1007.0,1080.0,1102.0,1166.0,1288.0,1295.0,1364.0,1368.0,1397.0,1421.0
job 4,0.0,83.0,133.0,223.0,321.0,498.0,602.0,693.0,757.0,866.0,904.0,996.0,1092.0,1149.0,1432.0,1526.0,1620.0,1666.0,1731.0,1749.0
job 5,9.0,287.0,438.0,498.0,513.0,530.0,594.0,605.0,696.0,803.0,805.0,860.0,904.0,925.0,1294.0,1403.0,1481.0,1511.0,1648.0,1711.0
job 6,1.0,84.0,223.0,239.0,343.0,420.0,759.0,849.0,878.0,898.0,1007.0,1051.0,1074.0,1089.0,1149.0,1166.0,1239.0,1419.0,1612.0,1689.0
job 7,0.0,71.0,161.0,312.0,396.0,447.0,530.0,607.0,667.0,685.0,756.0,800.0,823.0,852.0,1020.0,1102.0,1153.0,1475.0,1531.0,1711.0
job 8,0.0,81.0,156.0,208.0,321.0,415.0,507.0,567.0,617.0,661.0,756.0,1057.0,1141.0,1221.0,1275.0,1284.0,1384.0,1421.0,1526.0,1648.0
job 9,0.0,133.0,298.0,356.0,422.0,607.0,897.0,1073.0,1092.0,1109.0,1284.0,1337.0,1414.0,1436.0,1474.0,1546.0,1656.0,1668.0,1689.0,1691.0
job 10,70.0,126.0,273.0,352.0,376.0,448.0,544.0,589.0,696.0,714.0,860.0,888.0,953.0,1016.0,1089.0,1200.0,1262.0,1324.0,1403.0,1476.0
job 11,0.0,89.0,118.0,171.0,202.0,380.0,400.0,481.0,693.0,764.0,769.0,856.0,911.0,955.0,977.0,1072.0,1169.0,1247.0,1433.0,1604.0
job 12,0.0,33.0,36.0,133.0,192.0,381.0,438.0,603.0,638.0,703.0,970.0,1106.0,1201.0,1324.0,1412.0,1413.0,1414.0,1481.0,1569.0,1691.0
job 13,33.0,87.0,156.0,264.0,299.0,380.0,544.0,967.0,1182.0,1275.0,1296.0,1368.0,1408.0,1417.0,1461.0,1546.0,1551.0,1606.0,1663.0,1694.0
job 14,0.0,51.0,146.0,215.0,298.0,353.0,450.0,594.0,692.0,767.0,1008.0,1082.0,1106.0,1270.0,1325.0,1436.0,1512.0,1602.0,1658.0,1666.0
job 15,0.0,51.0,70.0,175.0,312.0,346.0,356.0,415.0,464.0,500.0,645.0,667.0,849.0,918.0,926.0,996.0,1232.0,1262.0,1321.0,1493.0
job 16,0.0,146.0,272.0,383.0,504.0,578.0,620.0,680.0,718.0,803.0,823.0,904.0,978.0,1096.0,1109.0,1225.0,1481.0,1549.0,1602.0,1630.0
job 17,18.0,81.0,160.0,161.0,464.0,516.0,570.0,607.0,764.0,846.0,943.0,953.0,1020.0,1036.0,1096.0,1141.0,1196.0,1380.0,1569.0,1663.0
job 18,0.0,9.0,83.0,175.0,272.0,273.0,277.0,297.0,343.0,450.0,700.0,782.0,800.0,856.0,898.0,927.0,1147.0,1295.0,1354.0,1661.0
job 19,0.0,182.0,266.0,334.0,589.0,603.0,660.0,692.0,827.0,943.0,1010.0,1100.0,1147.0,1182.0,1290.0,1408.0,1432.0,1551.0,1648.0,1731.0
