makespan,tensor(1701.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,40.0,304.0,576.0,618.0,681.0,707.0,720.0,780.0,792.0,821.0,976.0,1107.0,1253.0,1296.0,1316.0,1336.0,1358.0,1369.0,1440.0,1515.0
job 1,774.0,842.0,886.0,973.0,1008.0,1055.0,1062.0,1094.0,1139.0,1154.0,1184.0,1222.0,1261.0,1275.0,1328.0,1361.0,1428.0,1436.0,1562.0,1608.0
job 2,0.0,98.0,102.0,129.0,194.0,223.0,331.0,461.0,545.0,681.0,774.0,820.0,822.0,889.0,971.0,1048.0,1073.0,1154.0,1369.0,1414.0
job 3,97.0,98.0,213.0,277.0,370.0,398.0,461.0,471.0,780.0,863.0,1057.0,1105.0,1146.0,1202.0,1218.0,1273.0,1389.0,1468.0,1542.0,1637.0
job 4,0.0,113.0,180.0,271.0,284.0,401.0,508.0,661.0,723.0,817.0,899.0,904.0,976.0,980.0,1057.0,1067.0,1105.0,1442.0,1498.0,1505.0
job 5,92.0,151.0,184.0,276.0,370.0,389.0,487.0,515.0,567.0,591.0,841.0,990.0,1282.0,1373.0,1438.0,1492.0,1526.0,1535.0,1559.0,1563.0
job 6,0.0,37.0,170.0,333.0,390.0,450.0,545.0,661.0,740.0,899.0,1003.0,1095.0,1107.0,1146.0,1159.0,1205.0,1356.0,1471.0,1526.0,1606.0
job 7,194.0,244.0,339.0,377.0,450.0,578.0,842.0,1007.0,1039.0,1112.0,1186.0,1229.0,1281.0,1369.0,1373.0,1398.0,1468.0,1543.0,1572.0,1656.0
job 8,0.0,182.0,252.0,343.0,573.0,664.0,708.0,750.0,816.0,841.0,889.0,966.0,1066.0,1218.0,1234.0,1279.0,1383.0,1439.0,1489.0,1498.0
job 9,41.0,129.0,136.0,208.0,217.0,233.0,319.0,412.0,497.0,510.0,520.0,556.0,708.0,797.0,804.0,820.0,912.0,980.0,1063.0,1095.0
job 10,12.0,101.0,170.0,178.0,389.0,485.0,489.0,567.0,604.0,846.0,942.0,1039.0,1188.0,1228.0,1310.0,1398.0,1442.0,1517.0,1542.0,1611.0
job 11,0.0,100.0,199.0,275.0,366.0,485.0,560.0,567.0,618.0,661.0,740.0,822.0,837.0,841.0,907.0,1027.0,1063.0,1123.0,1261.0,1341.0
job 12,0.0,252.0,333.0,364.0,420.0,487.0,576.0,680.0,725.0,739.0,741.0,817.0,966.0,990.0,1123.0,1172.0,1368.0,1535.0,1617.0,1683.0
job 13,0.0,541.0,627.0,715.0,804.0,863.0,958.0,1044.0,1067.0,1126.0,1186.0,1219.0,1238.0,1335.0,1356.0,1414.0,1471.0,1526.0,1559.0,1643.0
job 14,0.0,98.0,184.0,274.0,276.0,311.0,398.0,457.0,696.0,723.0,797.0,911.0,1044.0,1296.0,1476.0,1543.0,1558.0,1579.0,1588.0,1608.0
job 15,0.0,12.0,24.0,151.0,275.0,304.0,366.0,404.0,504.0,560.0,570.0,661.0,725.0,799.0,874.0,894.0,1126.0,1219.0,1432.0,1563.0
job 16,0.0,69.0,390.0,401.0,453.0,510.0,517.0,532.0,578.0,668.0,774.0,846.0,888.0,913.0,979.0,1128.0,1402.0,1476.0,1494.0,1515.0
job 17,0.0,40.0,223.0,311.0,409.0,567.0,623.0,739.0,755.0,799.0,837.0,841.0,896.0,907.0,1055.0,1091.0,1202.0,1263.0,1512.0,1596.0
job 18,0.0,66.0,102.0,274.0,331.0,409.0,457.0,495.0,592.0,707.0,756.0,774.0,844.0,949.0,1027.0,1060.0,1222.0,1316.0,1389.0,1464.0
job 19,37.0,39.0,373.0,453.0,843.0,935.0,983.0,1049.0,1118.0,1200.0,1229.0,1279.0,1346.0,1356.0,1402.0,1454.0,1519.0,1542.0,1611.0,1674.0
