makespan,tensor(1623.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,159.0,209.0,284.0,351.0,369.0,420.0,513.0,658.0,782.0,843.0,889.0,945.0,1055.0,1104.0,1316.0,1371.0,1406.0,1452.0,1463.0
job 1,0.0,34.0,129.0,233.0,320.0,380.0,453.0,487.0,567.0,635.0,662.0,1012.0,1058.0,1134.0,1226.0,1294.0,1332.0,1398.0,1486.0,1614.0
job 2,5.0,14.0,135.0,170.0,274.0,283.0,375.0,453.0,541.0,548.0,591.0,621.0,683.0,878.0,1115.0,1200.0,1259.0,1371.0,1436.0,1496.0
job 3,34.0,275.0,328.0,337.0,344.0,350.0,409.0,437.0,468.0,565.0,577.0,645.0,774.0,830.0,889.0,949.0,1074.0,1140.0,1331.0,1384.0
job 4,0.0,76.0,109.0,354.0,378.0,446.0,538.0,576.0,633.0,711.0,787.0,817.0,921.0,971.0,999.0,1087.0,1177.0,1227.0,1422.0,1472.0
job 5,79.0,209.0,278.0,457.0,533.0,569.0,643.0,681.0,832.0,895.0,899.0,989.0,1054.0,1140.0,1228.0,1284.0,1317.0,1331.0,1408.0,1444.0
job 6,0.0,44.0,147.0,233.0,283.0,371.0,379.0,420.0,447.0,476.0,635.0,710.0,751.0,790.0,815.0,939.0,1158.0,1291.0,1463.0,1507.0
job 7,0.0,1.0,124.0,126.0,166.0,253.0,359.0,457.0,577.0,661.0,732.0,827.0,881.0,891.0,1173.0,1224.0,1299.0,1450.0,1543.0,1575.0
job 8,0.0,85.0,89.0,129.0,175.0,204.0,541.0,661.0,748.0,838.0,895.0,922.0,1012.0,1105.0,1155.0,1200.0,1322.0,1351.0,1396.0,1440.0
job 9,0.0,39.0,135.0,209.0,255.0,371.0,411.0,456.0,507.0,673.0,711.0,749.0,828.0,983.0,1074.0,1196.0,1273.0,1317.0,1406.0,1540.0
job 10,624.0,732.0,762.0,825.0,891.0,893.0,937.0,1040.0,1049.0,1065.0,1116.0,1152.0,1180.0,1273.0,1333.0,1386.0,1420.0,1460.0,1535.0,1584.0
job 11,0.0,7.0,79.0,156.0,175.0,322.0,440.0,507.0,609.0,762.0,830.0,912.0,1010.0,1116.0,1177.0,1210.0,1266.0,1303.0,1464.0,1507.0
job 12,127.0,209.0,253.0,311.0,378.0,466.0,513.0,568.0,645.0,673.0,731.0,782.0,874.0,973.0,1005.0,1058.0,1153.0,1217.0,1312.0,1374.0
job 13,0.0,3.0,94.0,172.0,217.0,278.0,296.0,379.0,468.0,507.0,642.0,733.0,936.0,1009.0,1228.0,1289.0,1386.0,1446.0,1533.0,1581.0
job 14,0.0,39.0,62.0,166.0,319.0,553.0,635.0,690.0,776.0,864.0,978.0,1001.0,1177.0,1202.0,1270.0,1351.0,1440.0,1528.0,1534.0,1540.0
job 15,6.0,81.0,118.0,129.0,195.0,274.0,353.0,440.0,466.0,563.0,661.0,679.0,787.0,833.0,921.0,937.0,1013.0,1226.0,1316.0,1454.0
job 16,0.0,86.0,166.0,172.0,243.0,319.0,320.0,350.0,488.0,553.0,565.0,588.0,685.0,776.0,889.0,947.0,983.0,1040.0,1116.0,1228.0
job 17,86.0,170.0,252.0,397.0,533.0,568.0,710.0,774.0,787.0,852.0,951.0,995.0,1087.0,1255.0,1300.0,1401.0,1446.0,1464.0,1496.0,1575.0
job 18,0.0,7.0,76.0,415.0,493.0,605.0,683.0,723.0,782.0,1037.0,1115.0,1259.0,1282.0,1339.0,1422.0,1426.0,1452.0,1460.0,1523.0,1528.0
job 19,85.0,147.0,183.0,284.0,354.0,382.0,456.0,493.0,576.0,624.0,642.0,658.0,738.0,827.0,861.0,947.0,1013.0,1055.0,1127.0,1528.0
