makespan,tensor(1714.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,7.0,8.0,140.0,226.0,276.0,328.0,329.0,393.0,403.0,464.0,489.0,589.0,600.0,758.0,822.0,1274.0,1323.0,1375.0,1553.0
job 1,0.0,17.0,107.0,179.0,300.0,337.0,436.0,455.0,507.0,599.0,685.0,874.0,1115.0,1210.0,1355.0,1425.0,1437.0,1513.0,1551.0,1623.0
job 2,399.0,490.0,499.0,628.0,708.0,722.0,816.0,906.0,968.0,977.0,1006.0,1051.0,1122.0,1209.0,1210.0,1274.0,1394.0,1448.0,1539.0,1633.0
job 3,22.0,39.0,104.0,244.0,285.0,300.0,359.0,584.0,642.0,652.0,687.0,828.0,907.0,1126.0,1268.0,1346.0,1379.0,1490.0,1599.0,1612.0
job 4,0.0,72.0,74.0,123.0,182.0,296.0,389.0,475.0,514.0,578.0,842.0,888.0,943.0,1025.0,1211.0,1304.0,1308.0,1346.0,1425.0,1508.0
job 5,0.0,77.0,168.0,251.0,330.0,443.0,507.0,633.0,682.0,704.0,758.0,771.0,828.0,949.0,1380.0,1464.0,1513.0,1553.0,1582.0,1613.0
job 6,206.0,283.0,389.0,466.0,469.0,567.0,701.0,740.0,783.0,938.0,1025.0,1100.0,1224.0,1304.0,1316.0,1417.0,1439.0,1484.0,1536.0,1556.0
job 7,0.0,21.0,113.0,123.0,206.0,300.0,388.0,514.0,610.0,743.0,1038.0,1148.0,1211.0,1288.0,1332.0,1391.0,1480.0,1550.0,1577.0,1612.0
job 8,7.0,379.0,399.0,436.0,471.0,672.0,713.0,743.0,842.0,916.0,975.0,1099.0,1153.0,1300.0,1391.0,1397.0,1484.0,1527.0,1599.0,1609.0
job 9,158.0,246.0,266.0,277.0,330.0,367.0,469.0,490.0,508.0,555.0,584.0,663.0,731.0,747.0,794.0,881.0,980.0,1047.0,1204.0,1618.0
job 10,323.0,455.0,520.0,555.0,610.0,672.0,755.0,794.0,842.0,874.0,904.0,951.0,1038.0,1052.0,1084.0,1109.0,1217.0,1244.0,1313.0,1461.0
job 11,77.0,158.0,213.0,268.0,363.0,380.0,475.0,524.0,631.0,755.0,816.0,964.0,967.0,1052.0,1087.0,1108.0,1300.0,1395.0,1478.0,1599.0
job 12,0.0,9.0,56.0,140.0,150.0,241.0,330.0,467.0,469.0,747.0,822.0,1016.0,1038.0,1103.0,1211.0,1217.0,1338.0,1395.0,1459.0,1464.0
job 13,0.0,39.0,268.0,323.0,383.0,409.0,429.0,484.0,578.0,632.0,708.0,740.0,753.0,783.0,843.0,907.0,909.0,980.0,981.0,1439.0
job 14,63.0,134.0,164.0,216.0,300.0,304.0,354.0,362.0,383.0,467.0,611.0,652.0,701.0,1025.0,1088.0,1275.0,1358.0,1467.0,1551.0,1630.0
job 15,0.0,34.0,123.0,191.0,363.0,388.0,453.0,520.0,578.0,867.0,1122.0,1199.0,1211.0,1316.0,1341.0,1394.0,1480.0,1482.0,1569.0,1633.0
job 16,0.0,9.0,72.0,508.0,600.0,685.0,753.0,904.0,962.0,1016.0,1061.0,1087.0,1148.0,1200.0,1224.0,1302.0,1398.0,1505.0,1600.0,1622.0
job 17,9.0,34.0,599.0,657.0,663.0,720.0,886.0,971.0,1002.0,1035.0,1094.0,1178.0,1202.0,1330.0,1395.0,1398.0,1439.0,1505.0,1599.0,1663.0
job 18,0.0,22.0,113.0,211.0,276.0,330.0,395.0,434.0,462.0,560.0,642.0,684.0,750.0,828.0,916.0,999.0,1019.0,1103.0,1153.0,1313.0
job 19,17.0,63.0,182.0,251.0,324.0,418.0,471.0,657.0,799.0,837.0,943.0,1016.0,1042.0,1139.0,1231.0,1300.0,1379.0,1453.0,1610.0,1630.0
