makespan,tensor(1643.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,14.0,159.0,164.0,265.0,404.0,454.0,546.0,648.0,695.0,764.0,851.0,904.0,982.0,987.0,1025.0,1136.0,1256.0,1314.0,1348.0,1487.0
job 1,15.0,84.0,106.0,256.0,351.0,441.0,449.0,492.0,588.0,624.0,817.0,899.0,920.0,1005.0,1048.0,1089.0,1120.0,1262.0,1287.0,1612.0
job 2,0.0,32.0,110.0,233.0,296.0,378.0,574.0,614.0,677.0,834.0,920.0,990.0,1056.0,1146.0,1229.0,1317.0,1401.0,1488.0,1539.0,1544.0
job 3,0.0,68.0,162.0,250.0,289.0,325.0,410.0,496.0,526.0,595.0,635.0,703.0,750.0,805.0,859.0,902.0,1040.0,1180.0,1335.0,1378.0
job 4,32.0,59.0,102.0,172.0,250.0,294.0,310.0,413.0,485.0,506.0,614.0,681.0,703.0,740.0,844.0,949.0,1005.0,1096.0,1142.0,1199.0
job 5,47.0,116.0,206.0,239.0,297.0,449.0,546.0,557.0,703.0,764.0,855.0,924.0,954.0,1048.0,1129.0,1180.0,1217.0,1222.0,1260.0,1319.0
job 6,0.0,76.0,167.0,209.0,303.0,365.0,404.0,472.0,490.0,593.0,690.0,736.0,823.0,904.0,1121.0,1242.0,1338.0,1385.0,1493.0,1575.0
job 7,68.0,106.0,257.0,327.0,413.0,499.0,530.0,576.0,655.0,790.0,826.0,949.0,957.0,976.0,1025.0,1189.0,1287.0,1385.0,1474.0,1542.0
job 8,143.0,214.0,227.0,230.0,325.0,408.0,421.0,523.0,588.0,606.0,648.0,736.0,842.0,869.0,1096.0,1197.0,1254.0,1444.0,1600.0,1633.0
job 9,59.0,110.0,159.0,219.0,296.0,297.0,337.0,408.0,619.0,690.0,767.0,775.0,889.0,951.0,1024.0,1089.0,1331.0,1385.0,1450.0,1542.0
job 10,0.0,172.0,185.0,344.0,545.0,681.0,742.0,806.0,860.0,902.0,959.0,1057.0,1139.0,1162.0,1237.0,1295.0,1335.0,1358.0,1376.0,1397.0
job 11,0.0,15.0,266.0,303.0,454.0,523.0,568.0,702.0,990.0,1094.0,1181.0,1199.0,1295.0,1331.0,1352.0,1372.0,1383.0,1477.0,1500.0,1565.0
job 12,0.0,81.0,143.0,207.0,294.0,327.0,413.0,485.0,586.0,740.0,790.0,801.0,933.0,1018.0,1105.0,1110.0,1206.0,1372.0,1437.0,1568.0
job 13,0.0,40.0,154.0,159.0,239.0,272.0,280.0,362.0,401.0,441.0,523.0,985.0,1037.0,1045.0,1083.0,1173.0,1237.0,1269.0,1344.0,1427.0
job 14,0.0,59.0,137.0,296.0,351.0,455.0,670.0,718.0,729.0,802.0,849.0,866.0,956.0,1037.0,1129.0,1220.0,1256.0,1307.0,1372.0,1460.0
job 15,0.0,47.0,116.0,214.0,266.0,312.0,362.0,488.0,576.0,655.0,750.0,924.0,933.0,952.0,1056.0,1139.0,1164.0,1200.0,1288.0,1471.0
job 16,89.0,109.0,270.0,344.0,413.0,500.0,608.0,792.0,851.0,1018.0,1039.0,1173.0,1217.0,1229.0,1317.0,1359.0,1450.0,1480.0,1502.0,1518.0
job 17,167.0,240.0,273.0,281.0,399.0,500.0,622.0,729.0,920.0,985.0,1037.0,1121.0,1132.0,1183.0,1240.0,1372.0,1385.0,1480.0,1568.0,1576.0
job 18,0.0,89.0,103.0,119.0,206.0,297.0,349.0,606.0,775.0,835.0,844.0,863.0,1037.0,1040.0,1074.0,1129.0,1197.0,1346.0,1381.0,1515.0
job 19,0.0,355.0,404.0,445.0,506.0,536.0,595.0,618.0,699.0,742.0,987.0,1025.0,1083.0,1307.0,1378.0,1427.0,1459.0,1474.0,1542.0,1600.0
