makespan,2033.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,5.0,41.0,161.0,221.0,330.0,369.0,435.0,497.0,586.0,651.0,710.0,712.0,797.0,874.0,958.0,1056.0,1084.0,1134.0,1279.0
job 1,5.0,131.0,219.0,225.0,287.0,297.0,369.0,446.0,657.0,680.0,886.0,939.0,1015.0,1162.0,1164.0,1225.0,1296.0,1506.0,1584.0,1652.0
job 2,0.0,20.0,104.0,352.0,391.0,619.0,623.0,643.0,766.0,874.0,994.0,1074.0,1132.0,1226.0,1584.0,1676.0,1771.0,1858.0,1941.0,1976.0
job 3,24.0,105.0,111.0,140.0,196.0,321.0,328.0,454.0,472.0,625.0,701.0,766.0,822.0,940.0,1036.0,1056.0,1110.0,1128.0,1269.0,1331.0
job 4,0.0,37.0,105.0,192.0,271.0,328.0,491.0,554.0,712.0,757.0,916.0,1071.0,1198.0,1272.0,1390.0,1475.0,1566.0,1596.0,1637.0,1755.0
job 5,0.0,265.0,366.0,431.0,460.0,656.0,759.0,820.0,896.0,1034.0,1096.0,1205.0,1369.0,1411.0,1419.0,1472.0,1637.0,1727.0,1809.0,1939.0
job 6,219.0,290.0,539.0,652.0,800.0,930.0,1004.0,1063.0,1183.0,1200.0,1269.0,1360.0,1384.0,1591.0,1619.0,1694.0,1770.0,1839.0,1920.0,1983.0
job 7,0.0,15.0,120.0,170.0,225.0,323.0,350.0,407.0,454.0,476.0,572.0,593.0,701.0,779.0,795.0,866.0,1126.0,1411.0,1506.0,1696.0
job 8,73.0,102.0,183.0,245.0,399.0,554.0,779.0,869.0,944.0,1069.0,1128.0,1217.0,1269.0,1316.0,1439.0,1502.0,1546.0,1746.0,1757.0,1907.0
job 9,0.0,192.0,259.0,297.0,630.0,716.0,797.0,885.0,906.0,994.0,1175.0,1258.0,1269.0,1279.0,1301.0,1546.0,1599.0,1615.0,1619.0,1692.0
job 10,102.0,178.0,279.0,464.0,539.0,680.0,837.0,947.0,1056.0,1155.0,1205.0,1269.0,1340.0,1676.0,1719.0,1725.0,1758.0,1789.0,1834.0,1958.0
job 11,0.0,18.0,40.0,183.0,190.0,323.0,399.0,506.0,599.0,653.0,726.0,841.0,961.0,1031.0,1096.0,1217.0,1343.0,1410.0,1615.0,1743.0
job 12,0.0,86.0,148.0,178.0,287.0,431.0,484.0,576.0,739.0,817.0,822.0,866.0,887.0,995.0,1110.0,1189.0,1296.0,1348.0,1388.0,1431.0
job 13,18.0,73.0,115.0,247.0,321.0,423.0,451.0,554.0,631.0,634.0,757.0,842.0,904.0,933.0,1047.0,1134.0,1210.0,1279.0,1331.0,1656.0
job 14,41.0,95.0,391.0,464.0,554.0,642.0,710.0,820.0,990.0,1173.0,1175.0,1290.0,1619.0,1691.0,1800.0,1859.0,1870.0,1913.0,1976.0,2015.0
job 15,0.0,13.0,192.0,265.0,271.0,420.0,542.0,576.0,695.0,818.0,873.0,957.0,961.0,1036.0,1173.0,1329.0,1390.0,1587.0,1621.0,1821.0
job 16,0.0,39.0,259.0,409.0,623.0,674.0,750.0,912.0,1087.0,1173.0,1200.0,1348.0,1386.0,1388.0,1439.0,1587.0,1661.0,1696.0,1785.0,1858.0
job 17,0.0,97.0,262.0,381.0,423.0,496.0,549.0,628.0,773.0,866.0,956.0,1063.0,1123.0,1258.0,1419.0,1489.0,1569.0,1611.0,1648.0,1656.0
job 18,9.0,39.0,120.0,189.0,350.0,446.0,491.0,634.0,674.0,695.0,727.0,766.0,972.0,1094.0,1173.0,1272.0,1347.0,1719.0,1786.0,1839.0
job 19,169.0,262.0,472.0,549.0,616.0,631.0,662.0,789.0,934.0,973.0,1034.0,1071.0,1081.0,1340.0,1401.0,1569.0,1599.0,1694.0,1786.0,1859.0
