makespan,tensor(1574.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,16.0,115.0,178.0,243.0,269.0,276.0,366.0,437.0,465.0,497.0,576.0,669.0,762.0,963.0,1042.0,1127.0,1179.0,1361.0,1554.0
job 1,80.0,164.0,248.0,465.0,534.0,635.0,731.0,777.0,909.0,989.0,1069.0,1153.0,1229.0,1287.0,1315.0,1345.0,1438.0,1492.0,1499.0,1519.0
job 2,16.0,64.0,122.0,253.0,317.0,342.0,408.0,572.0,743.0,1045.0,1121.0,1162.0,1236.0,1333.0,1366.0,1415.0,1421.0,1451.0,1538.0,1562.0
job 3,114.0,179.0,215.0,330.0,408.0,490.0,528.0,576.0,579.0,595.0,647.0,746.0,779.0,986.0,1065.0,1282.0,1366.0,1454.0,1508.0,1551.0
job 4,89.0,160.0,281.0,353.0,444.0,537.0,612.0,646.0,669.0,804.0,843.0,874.0,909.0,996.0,1076.0,1092.0,1187.0,1290.0,1345.0,1408.0
job 5,0.0,80.0,164.0,189.0,244.0,315.0,353.0,381.0,605.0,634.0,705.0,994.0,1005.0,1045.0,1107.0,1195.0,1240.0,1246.0,1334.0,1407.0
job 6,34.0,85.0,145.0,341.0,363.0,526.0,600.0,698.0,747.0,827.0,881.0,901.0,1005.0,1135.0,1230.0,1282.0,1310.0,1370.0,1375.0,1498.0
job 7,0.0,202.0,302.0,393.0,416.0,536.0,621.0,678.0,703.0,799.0,843.0,890.0,918.0,972.0,1059.0,1174.0,1230.0,1293.0,1321.0,1361.0
job 8,0.0,78.0,89.0,115.0,276.0,448.0,526.0,698.0,756.0,842.0,903.0,986.0,1052.0,1100.0,1151.0,1281.0,1315.0,1423.0,1490.0,1511.0
job 9,0.0,98.0,220.0,253.0,341.0,348.0,442.0,574.0,600.0,635.0,777.0,845.0,1047.0,1162.0,1232.0,1238.0,1306.0,1340.0,1460.0,1538.0
job 10,61.0,107.0,187.0,545.0,559.0,812.0,859.0,865.0,911.0,987.0,1092.0,1144.0,1159.0,1209.0,1277.0,1296.0,1301.0,1334.0,1423.0,1505.0
job 11,0.0,220.0,306.0,363.0,441.0,537.0,621.0,675.0,764.0,876.0,897.0,1011.0,1076.0,1219.0,1240.0,1295.0,1331.0,1338.0,1375.0,1445.0
job 12,0.0,215.0,282.0,528.0,545.0,589.0,605.0,670.0,756.0,804.0,890.0,972.0,1048.0,1118.0,1127.0,1219.0,1232.0,1311.0,1402.0,1519.0
job 13,0.0,51.0,84.0,115.0,233.0,306.0,350.0,444.0,488.0,530.0,756.0,799.0,901.0,952.0,970.0,994.0,1100.0,1162.0,1187.0,1242.0
job 14,0.0,29.0,41.0,76.0,276.0,281.0,410.0,724.0,812.0,835.0,859.0,869.0,928.0,993.0,1005.0,1052.0,1065.0,1095.0,1226.0,1281.0
job 15,0.0,76.0,130.0,212.0,302.0,358.0,410.0,429.0,493.0,528.0,689.0,772.0,877.0,937.0,1079.0,1187.0,1246.0,1377.0,1417.0,1503.0
job 16,0.0,55.0,84.0,107.0,189.0,366.0,441.0,557.0,584.0,594.0,666.0,753.0,842.0,877.0,941.0,1121.0,1202.0,1288.0,1305.0,1337.0
job 17,0.0,145.0,220.0,244.0,283.0,284.0,442.0,528.0,532.0,634.0,646.0,666.0,890.0,964.0,1227.0,1345.0,1403.0,1433.0,1438.0,1503.0
job 18,0.0,86.0,153.0,158.0,441.0,595.0,659.0,705.0,804.0,916.0,952.0,1011.0,1095.0,1153.0,1189.0,1232.0,1408.0,1490.0,1493.0,1544.0
job 19,51.0,61.0,350.0,448.0,501.0,548.0,584.0,603.0,675.0,775.0,859.0,928.0,964.0,1015.0,1058.0,1069.0,1144.0,1226.0,1433.0,1508.0
