makespan,2035.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time,task 20 start time,task 21 start time,task 22 start time,task 23 start time,task 24 start time,task 25 start time,task 26 start time,task 27 start time,task 28 start time,task 29 start time,task 30 start time,task 31 start time,task 32 start time,task 33 start time,task 34 start time,task 35 start time,task 36 start time,task 37 start time,task 38 start time,task 39 start time,task 40 start time,task 41 start time,task 42 start time,task 43 start time,task 44 start time,task 45 start time,task 46 start time,task 47 start time,task 48 start time,task 49 start time,task 50 start time,task 51 start time,task 52 start time,task 53 start time,task 54 start time,task 55 start time,task 56 start time,task 57 start time,task 58 start time,task 59 start time,task 60 start time,task 61 start time,task 62 start time,task 63 start time,task 64 start time,task 65 start time,task 66 start time,task 67 start time,task 68 start time,task 69 start time
job 0,0.0,79.0,225.0,317.0,443.0,477.0,510.0,542.0,595.0,688.0,766.0,853.0,875.0,966.0,1045.0,1304.0,1376.0,1411.0,1453.0,1472.0
job 1,0.0,66.0,172.0,219.0,297.0,299.0,407.0,632.0,724.0,792.0,898.0,1152.0,1278.0,1322.0,1368.0,1370.0,1411.0,1569.0,1804.0,1892.0
job 2,20.0,156.0,390.0,433.0,493.0,537.0,560.0,591.0,634.0,788.0,840.0,890.0,975.0,1033.0,1043.0,1050.0,1067.0,1256.0,1304.0,1337.0
job 3,64.0,131.0,209.0,237.0,271.0,570.0,625.0,640.0,792.0,991.0,1216.0,1267.0,1271.0,1367.0,1495.0,1592.0,1629.0,1642.0,1667.0,1677.0
job 4,20.0,156.0,219.0,251.0,321.0,527.0,641.0,693.0,829.0,1033.0,1130.0,1216.0,1408.0,1561.0,1649.0,1725.0,1892.0,1969.0,1975.0,1991.0
job 5,164.0,248.0,365.0,390.0,537.0,640.0,768.0,910.0,1216.0,1281.0,1289.0,1296.0,1351.0,1543.0,1638.0,1757.0,1804.0,1816.0,1847.0,1883.0
job 6,85.0,242.0,315.0,326.0,376.0,502.0,571.0,653.0,688.0,728.0,807.0,945.0,994.0,1040.0,1178.0,1281.0,1383.0,1490.0,1561.0,1725.0
job 7,0.0,42.0,112.0,317.0,364.0,479.0,564.0,631.0,729.0,937.0,1026.0,1040.0,1050.0,1065.0,1089.0,1235.0,1533.0,1710.0,1757.0,1869.0
job 8,0.0,30.0,90.0,362.0,540.0,676.0,728.0,760.0,765.0,796.0,875.0,1065.0,1162.0,1203.0,1267.0,1321.0,1392.0,1726.0,1809.0,1842.0
job 9,0.0,20.0,73.0,277.0,299.0,421.0,476.0,555.0,591.0,698.0,907.0,1113.0,1202.0,1322.0,1330.0,1332.0,1425.0,1452.0,1809.0,1829.0
job 10,91.0,143.0,253.0,433.0,449.0,634.0,838.0,862.0,895.0,962.0,1162.0,1256.0,1323.0,1380.0,1474.0,1569.0,1578.0,1619.0,1675.0,1821.0
job 11,0.0,73.0,279.0,362.0,376.0,498.0,625.0,711.0,735.0,820.0,863.0,898.0,900.0,1031.0,1158.0,1202.0,1472.0,1540.0,1829.0,1869.0
job 12,39.0,85.0,141.0,193.0,321.0,419.0,455.0,510.0,545.0,686.0,807.0,820.0,867.0,928.0,945.0,1100.0,1369.0,1638.0,1726.0,1842.0
job 13,65.0,252.0,458.0,555.0,693.0,768.0,782.0,838.0,853.0,924.0,1082.0,1152.0,1158.0,1191.0,1229.0,1333.0,1376.0,1383.0,1452.0,1495.0
job 14,30.0,104.0,271.0,357.0,363.0,421.0,643.0,686.0,768.0,910.0,994.0,1006.0,1050.0,1083.0,1225.0,1413.0,1491.0,1677.0,1760.0,1799.0
job 15,32.0,65.0,116.0,141.0,296.0,365.0,455.0,475.0,597.0,826.0,907.0,910.0,1045.0,1112.0,1113.0,1123.0,1229.0,1482.0,1675.0,1763.0
job 16,0.0,17.0,32.0,39.0,143.0,193.0,251.0,269.0,338.0,439.0,525.0,595.0,676.0,677.0,852.0,947.0,966.0,1083.0,1180.0,1203.0
job 17,17.0,66.0,173.0,359.0,411.0,458.0,559.0,592.0,626.0,832.0,994.0,1111.0,1285.0,1383.0,1441.0,1621.0,1710.0,1761.0,1816.0,1922.0
job 18,0.0,71.0,131.0,173.0,178.0,248.0,253.0,322.0,475.0,727.0,788.0,817.0,861.0,863.0,926.0,1075.0,1148.0,1240.0,1372.0,1467.0
job 19,0.0,2.0,196.0,315.0,415.0,479.0,571.0,760.0,900.0,994.0,1003.0,1024.0,1191.0,1294.0,1538.0,1543.0,1577.0,1603.0,1700.0,1837.0
