makespan,tensor(1721.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time,task 20 start time,task 21 start time,task 22 start time,task 23 start time,task 24 start time,task 25 start time,task 26 start time,task 27 start time,task 28 start time,task 29 start time,task 30 start time,task 31 start time,task 32 start time,task 33 start time,task 34 start time,task 35 start time,task 36 start time,task 37 start time,task 38 start time,task 39 start time,task 40 start time,task 41 start time,task 42 start time,task 43 start time,task 44 start time,task 45 start time,task 46 start time,task 47 start time,task 48 start time,task 49 start time,task 50 start time,task 51 start time,task 52 start time,task 53 start time,task 54 start time,task 55 start time,task 56 start time,task 57 start time,task 58 start time,task 59 start time,task 60 start time,task 61 start time,task 62 start time,task 63 start time,task 64 start time,task 65 start time,task 66 start time,task 67 start time,task 68 start time,task 69 start time
job 0,9.0,74.0,144.0,154.0,311.0,334.0,404.0,436.0,477.0,529.0,598.0,758.0,790.0,877.0,1001.0,1162.0,1278.0,1396.0,1437.0,1519.0
job 1,0.0,12.0,25.0,112.0,195.0,237.0,452.0,540.0,705.0,830.0,932.0,964.0,991.0,1061.0,1143.0,1173.0,1180.0,1290.0,1527.0,1591.0
job 2,0.0,9.0,217.0,296.0,572.0,718.0,773.0,834.0,923.0,1003.0,1173.0,1340.0,1456.0,1459.0,1464.0,1534.0,1612.0,1664.0,1668.0,1702.0
job 3,0.0,83.0,178.0,277.0,372.0,402.0,529.0,601.0,668.0,743.0,800.0,880.0,923.0,942.0,1028.0,1403.0,1444.0,1464.0,1550.0,1662.0
job 4,71.0,144.0,200.0,372.0,381.0,418.0,453.0,554.0,647.0,815.0,946.0,1147.0,1199.0,1246.0,1290.0,1380.0,1520.0,1578.0,1606.0,1700.0
job 5,0.0,49.0,144.0,169.0,195.0,271.0,436.0,503.0,738.0,790.0,1064.0,1143.0,1199.0,1290.0,1373.0,1431.0,1462.0,1514.0,1600.0,1681.0
job 6,45.0,80.0,168.0,195.0,206.0,319.0,385.0,403.0,470.0,506.0,588.0,620.0,635.0,705.0,763.0,1071.0,1450.0,1520.0,1561.0,1595.0
job 7,0.0,12.0,31.0,66.0,117.0,136.0,206.0,235.0,333.0,512.0,597.0,682.0,758.0,815.0,900.0,964.0,1030.0,1061.0,1373.0,1653.0
job 8,0.0,171.0,216.0,276.0,333.0,356.0,402.0,417.0,436.0,477.0,537.0,584.0,650.0,705.0,714.0,763.0,807.0,881.0,1168.0,1620.0
job 9,0.0,276.0,304.0,309.0,377.0,525.0,773.0,834.0,856.0,877.0,881.0,1126.0,1199.0,1307.0,1322.0,1412.0,1438.0,1457.0,1518.0,1664.0
job 10,0.0,45.0,50.0,98.0,110.0,172.0,241.0,311.0,377.0,494.0,634.0,730.0,885.0,1080.0,1271.0,1343.0,1518.0,1582.0,1612.0,1696.0
job 11,0.0,74.0,94.0,540.0,650.0,682.0,775.0,937.0,1028.0,1073.0,1121.0,1140.0,1168.0,1192.0,1284.0,1437.0,1480.0,1582.0,1619.0,1696.0
job 12,67.0,216.0,323.0,410.0,506.0,776.0,867.0,991.0,1094.0,1143.0,1226.0,1246.0,1297.0,1319.0,1403.0,1464.0,1520.0,1530.0,1620.0,1631.0
job 13,0.0,19.0,71.0,86.0,144.0,241.0,386.0,470.0,488.0,525.0,579.0,642.0,714.0,877.0,987.0,1075.0,1125.0,1181.0,1438.0,1513.0
job 14,96.0,144.0,211.0,256.0,317.0,418.0,468.0,475.0,794.0,826.0,856.0,898.0,994.0,1085.0,1162.0,1181.0,1237.0,1372.0,1397.0,1530.0
job 15,49.0,144.0,202.0,368.0,465.0,503.0,698.0,743.0,806.0,830.0,900.0,1030.0,1209.0,1297.0,1303.0,1308.0,1324.0,1530.0,1619.0,1653.0
job 16,66.0,195.0,304.0,384.0,452.0,503.0,537.0,634.0,710.0,798.0,880.0,1003.0,1064.0,1303.0,1330.0,1426.0,1480.0,1527.0,1580.0,1668.0
job 17,0.0,110.0,159.0,334.0,475.0,572.0,584.0,668.0,707.0,730.0,807.0,942.0,985.0,1065.0,1115.0,1209.0,1306.0,1324.0,1374.0,1477.0
job 18,0.0,96.0,171.0,256.0,276.0,317.0,359.0,404.0,417.0,494.0,578.0,666.0,706.0,766.0,814.0,927.0,1058.0,1155.0,1199.0,1578.0
job 19,25.0,86.0,178.0,217.0,271.0,327.0,386.0,488.0,578.0,635.0,707.0,952.0,1004.0,1319.0,1340.0,1390.0,1396.0,1459.0,1503.0,1550.0
