makespan,tensor(2140.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,81.0,174.0,261.0,350.0,520.0,697.0,793.0,836.0,989.0,1049.0,1233.0,1270.0,1332.0,1411.0,1468.0,1486.0,1950.0,2056.0,2078.0
job 1,0.0,68.0,164.0,170.0,218.0,307.0,430.0,449.0,624.0,773.0,870.0,1026.0,1094.0,1166.0,1478.0,1547.0,1639.0,1826.0,1844.0,2076.0
job 2,0.0,157.0,280.0,427.0,699.0,724.0,821.0,850.0,905.0,957.0,1006.0,1104.0,1153.0,1261.0,1532.0,1581.0,1705.0,1792.0,1827.0,2005.0
job 3,99.0,329.0,381.0,442.0,562.0,704.0,797.0,888.0,946.0,1145.0,1205.0,1339.0,1440.0,1443.0,1492.0,1553.0,1879.0,1891.0,1938.0,2019.0
job 4,61.0,141.0,209.0,443.0,519.0,807.0,834.0,899.0,1016.0,1119.0,1219.0,1354.0,1426.0,1524.0,1546.0,1675.0,1890.0,1959.0,2052.0,2080.0
job 5,0.0,56.0,129.0,306.0,444.0,534.0,631.0,942.0,995.0,1002.0,1153.0,1337.0,1378.0,1602.0,1639.0,1669.0,1718.0,1788.0,1893.0,1943.0
job 6,0.0,63.0,112.0,235.0,332.0,642.0,797.0,817.0,902.0,942.0,973.0,1139.0,1276.0,1431.0,1442.0,1517.0,1736.0,1826.0,1912.0,1925.0
job 7,0.0,253.0,289.0,440.0,448.0,484.0,731.0,756.0,817.0,976.0,1134.0,1174.0,1224.0,1239.0,1349.0,1535.0,1629.0,1663.0,1715.0,2070.0
job 8,0.0,209.0,377.0,385.0,449.0,512.0,756.0,977.0,1026.0,1109.0,1142.0,1265.0,1486.0,1663.0,1764.0,1822.0,1883.0,1895.0,1902.0,2113.0
job 9,39.0,132.0,263.0,443.0,496.0,590.0,803.0,965.0,995.0,1072.0,1141.0,1216.0,1462.0,1524.0,1630.0,1688.0,1770.0,1771.0,1863.0,2054.0
job 10,436.0,581.0,616.0,680.0,695.0,747.0,817.0,870.0,909.0,970.0,1055.0,1057.0,1202.0,1265.0,1303.0,1351.0,1552.0,1628.0,1772.0,2048.0
job 11,141.0,206.0,308.0,332.0,552.0,604.0,695.0,741.0,833.0,909.0,990.0,1072.0,1151.0,1574.0,1810.0,1879.0,1920.0,1989.0,2039.0,2051.0
job 12,34.0,170.0,214.0,388.0,442.0,536.0,651.0,657.0,811.0,828.0,902.0,1045.0,1104.0,1302.0,1354.0,1679.0,1822.0,1902.0,2015.0,2079.0
job 13,0.0,76.0,164.0,198.0,317.0,581.0,720.0,808.0,856.0,946.0,1049.0,1270.0,1443.0,1556.0,1619.0,1688.0,1771.0,1878.0,1887.0,1959.0
job 14,117.0,209.0,233.0,348.0,443.0,529.0,552.0,671.0,899.0,1063.0,1145.0,1198.0,1330.0,1337.0,1418.0,1451.0,1562.0,1697.0,2002.0,2006.0
job 15,254.0,347.0,457.0,496.0,663.0,697.0,775.0,805.0,923.0,973.0,1089.0,1090.0,1153.0,1335.0,1455.0,1468.0,1536.0,1844.0,1956.0,2060.0
