makespan,tensor(2176.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,84.0,86.0,186.0,257.0,337.0,370.0,421.0,758.0,824.0,844.0,865.0,936.0,1010.0,1091.0,1110.0,1308.0,1381.0,1479.0,1969.0
job 1,0.0,113.0,231.0,363.0,393.0,499.0,625.0,841.0,941.0,980.0,1021.0,1234.0,1345.0,1461.0,1549.0,1619.0,1951.0,1989.0,1997.0,2091.0
job 2,76.0,146.0,191.0,267.0,275.0,349.0,412.0,613.0,681.0,753.0,919.0,980.0,1178.0,1250.0,1437.0,1479.0,1593.0,1689.0,1896.0,1987.0
job 3,0.0,75.0,86.0,177.0,345.0,421.0,527.0,662.0,759.0,799.0,891.0,981.0,1022.0,1042.0,1340.0,1467.0,1553.0,1578.0,1801.0,1828.0
job 4,28.0,96.0,156.0,223.0,370.0,478.0,524.0,586.0,663.0,707.0,990.0,1053.0,1171.0,1232.0,1288.0,1578.0,1726.0,1776.0,2063.0,2096.0
job 5,38.0,153.0,283.0,405.0,518.0,586.0,625.0,689.0,826.0,906.0,1159.0,1178.0,1261.0,1278.0,1376.0,1507.0,1668.0,1749.0,1852.0,1853.0
job 6,0.0,23.0,417.0,419.0,564.0,759.0,801.0,1042.0,1160.0,1193.0,1253.0,1276.0,1286.0,1300.0,1340.0,1376.0,1406.0,1506.0,1549.0,1894.0
job 7,324.0,379.0,490.0,593.0,663.0,739.0,783.0,835.0,957.0,1003.0,1132.0,1160.0,1254.0,1345.0,1421.0,1614.0,1703.0,1794.0,1853.0,1904.0
job 8,0.0,204.0,239.0,266.0,363.0,429.0,518.0,564.0,668.0,716.0,718.0,728.0,1020.0,1103.0,1142.0,1176.0,1237.0,1343.0,1907.0,1997.0
job 9,12.0,32.0,114.0,244.0,337.0,387.0,444.0,473.0,478.0,837.0,1111.0,1376.0,1425.0,1461.0,1467.0,1524.0,1597.0,1687.0,1729.0,1806.0
job 10,156.0,214.0,294.0,349.0,439.0,467.0,726.0,818.0,824.0,931.0,980.0,1064.0,1492.0,1597.0,1614.0,1707.0,1726.0,1764.0,1879.0,2036.0
