makespan,tensor(2182.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,33.0,94.0,165.0,278.0,345.0,401.0,406.0,652.0,755.0,819.0,1153.0,1328.0,1388.0,1446.0,1460.0,1521.0,1990.0,2066.0,2155.0
job 1,1.0,484.0,495.0,531.0,662.0,699.0,746.0,815.0,852.0,946.0,1260.0,1347.0,1398.0,1407.0,1551.0,1649.0,1719.0,1788.0,1898.0,1919.0
job 2,26.0,71.0,87.0,135.0,210.0,260.0,324.0,386.0,601.0,684.0,724.0,1022.0,1092.0,1311.0,1427.0,1493.0,1516.0,1557.0,1913.0,2066.0
job 3,0.0,88.0,182.0,243.0,484.0,558.0,604.0,691.0,719.0,731.0,978.0,1009.0,1098.0,1239.0,1326.0,1929.0,1971.0,2036.0,2094.0,2097.0
job 4,13.0,231.0,744.0,811.0,839.0,883.0,895.0,933.0,967.0,973.0,1166.0,1300.0,1440.0,1515.0,1518.0,1626.0,1664.0,1712.0,1772.0,1844.0
job 5,0.0,94.0,131.0,228.0,350.0,391.0,450.0,933.0,1070.0,1098.0,1259.0,1326.0,1501.0,1526.0,1569.0,1660.0,1673.0,1741.0,1768.0,1842.0
job 6,17.0,135.0,298.0,392.0,815.0,868.0,931.0,947.0,1009.0,1167.0,1238.0,1307.0,1386.0,1671.0,1737.0,1823.0,1881.0,1953.0,1960.0,2102.0
job 7,56.0,178.0,350.0,353.0,435.0,456.0,463.0,542.0,699.0,781.0,839.0,928.0,980.0,1048.0,1126.0,1201.0,1318.0,1414.0,1460.0,1841.0
job 8,0.0,300.0,364.0,470.0,502.0,611.0,649.0,921.0,1050.0,1109.0,1126.0,1216.0,1249.0,1338.0,1488.0,1710.0,1779.0,1881.0,1913.0,1959.0
job 9,0.0,81.0,160.0,241.0,337.0,359.0,540.0,895.0,996.0,1080.0,1213.0,1215.0,1553.0,1612.0,1687.0,1784.0,1985.0,2018.0,2071.0,2117.0
job 10,0.0,56.0,147.0,241.0,324.0,401.0,446.0,575.0,675.0,728.0,731.0,796.0,839.0,1031.0,1109.0,1206.0,1348.0,1598.0,2018.0,2119.0
job 11,0.0,92.0,562.0,578.0,671.0,857.0,1015.0,1121.0,1153.0,1168.0,1204.0,1312.0,1348.0,1406.0,1459.0,1478.0,1678.0,1719.0,1816.0,2064.0
job 12,77.0,225.0,495.0,520.0,528.0,581.0,639.0,828.0,1041.0,1218.0,1297.0,1383.0,1428.0,1538.0,1596.0,1686.0,1788.0,1841.0,1883.0,2036.0
job 13,21.0,230.0,241.0,456.0,492.0,649.0,967.0,1024.0,1207.0,1274.0,1312.0,1414.0,1512.0,1590.0,1679.0,1739.0,1740.0,1820.0,1844.0,2030.0
job 14,98.0,160.0,259.0,512.0,562.0,563.0,578.0,645.0,689.0,719.0,746.0,1015.0,1139.0,1446.0,1684.0,1724.0,1800.0,1856.0,1929.0,1981.0
job 15,0.0,89.0,217.0,243.0,352.0,392.0,531.0,595.0,729.0,815.0,906.0,978.0,1026.0,1258.0,1424.0,1453.0,1592.0,1830.0,1919.0,2004.0
job 16,3.0,60.0,105.0,264.0,312.0,570.0,636.0,729.0,759.0,827.0,893.0,896.0,928.0,946.0,1029.0,1035.0,1165.0,1353.0,1519.0,1741.0
job 17,0.0,26.0,65.0,171.0,250.0,353.0,386.0,502.0,591.0,671.0,759.0,789.0,1066.0,1147.0,1591.0,1676.0,1762.0,1872.0,1959.0,2129.0
job 18,0.0,150.0,212.0,236.0,322.0,337.0,446.0,575.0,710.0,852.0,963.0,1040.0,1126.0,1224.0,1346.0,1457.0,1538.0,1770.0,1842.0,1883.0
job 19,89.0,224.0,307.0,611.0,684.0,692.0,724.0,870.0,1056.0,1092.0,1113.0,1170.0,1191.0,1569.0,1676.0,1679.0,1837.0,2004.0,2102.0,2122.0
job 20,0.0,571.0,645.0,712.0,787.0,795.0,896.0,956.0,964.0,1206.0,1237.0,1293.0,1354.0,1440.0,1488.0,1501.0,1550.0,1672.0,1685.0,1710.0
job 21,0.0,76.0,149.0,251.0,432.0,728.0,1029.0,1146.0,1173.0,1208.0,1224.0,1347.0,1779.0,1856.0,1951.0,1989.0,2030.0,2086.0,2116.0,2159.0
job 22,0.0,74.0,143.0,236.0,278.0,386.0,484.0,528.0,623.0,681.0,774.0,867.0,946.0,993.0,1070.0,1431.0,1739.0,1861.0,1913.0,2071.0
job 23,0.0,17.0,167.0,345.0,388.0,435.0,492.0,556.0,719.0,761.0,774.0,867.0,944.0,1035.0,1103.0,1249.0,1293.0,1397.0,1459.0,1474.0
job 24,0.0,65.0,112.0,182.0,278.0,477.0,570.0,720.0,888.0,1132.0,1207.0,1286.0,1687.0,1772.0,1864.0,1980.0,1985.0,2032.0,2054.0,2103.0
job 25,332.0,386.0,406.0,470.0,521.0,604.0,867.0,967.0,993.0,1024.0,1113.0,1139.0,1166.0,1212.0,1224.0,1239.0,1319.0,1345.0,1577.0,1596.0
job 26,12.0,374.0,432.0,598.0,681.0,811.0,935.0,1068.0,1274.0,1328.0,1386.0,1423.0,1476.0,1569.0,1592.0,1740.0,1768.0,1971.0,2004.0,2116.0
job 27,89.0,225.0,307.0,396.0,435.0,525.0,598.0,781.0,797.0,908.0,996.0,1096.0,1147.0,1204.0,1224.0,1557.0,1664.0,1708.0,1775.0,1886.0
job 28,34.0,131.0,217.0,303.0,374.0,591.0,797.0,883.0,904.0,1048.0,1241.0,1306.0,1352.0,1493.0,1553.0,1772.0,1802.0,1886.0,1980.0,2064.0
job 29,0.0,118.0,171.0,241.0,381.0,486.0,575.0,629.0,769.0,939.0,1040.0,1103.0,1215.0,1438.0,1519.0,1551.0,1652.0,1749.0,1839.0,1913.0
