makespan,2539.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,72.0,130.0,300.0,345.0,436.0,474.0,665.0,751.0,797.0,854.0,885.0,954.0,1136.0,1363.0,1440.0,1581.0,1660.0,1744.0,1775.0,1919.0
job 1,0.0,102.0,235.0,302.0,484.0,568.0,609.0,766.0,848.0,967.0,1122.0,1283.0,1474.0,1626.0,1847.0,1922.0,1966.0,2026.0,2094.0,2204.0
job 2,0.0,24.0,29.0,335.0,344.0,398.0,474.0,651.0,697.0,841.0,985.0,1117.0,1179.0,1380.0,1426.0,1532.0,1626.0,1708.0,1763.0,1799.0
job 3,88.0,176.0,233.0,260.0,271.0,321.0,456.0,617.0,771.0,849.0,1037.0,1051.0,1118.0,1136.0,1342.0,1447.0,1531.0,1607.0,1691.0,1744.0
job 4,19.0,60.0,73.0,403.0,485.0,563.0,612.0,784.0,872.0,987.0,1037.0,1224.0,1228.0,1344.0,1460.0,1557.0,1756.0,1847.0,1854.0,2146.0
job 5,70.0,127.0,286.0,336.0,407.0,411.0,501.0,727.0,875.0,952.0,1002.0,1100.0,1188.0,1243.0,1342.0,1447.0,1576.0,1754.0,1765.0,1806.0
job 6,43.0,90.0,95.0,332.0,392.0,601.0,694.0,838.0,975.0,1122.0,1124.0,1206.0,1726.0,1950.0,1997.0,2015.0,2138.0,2218.0,2230.0,2256.0
job 7,25.0,123.0,300.0,398.0,481.0,751.0,901.0,1025.0,1090.0,1181.0,1264.0,1469.0,1565.0,1680.0,1718.0,1817.0,1903.0,1992.0,2161.0,2344.0
job 8,0.0,130.0,258.0,400.0,456.0,694.0,849.0,944.0,1128.0,1234.0,1283.0,1377.0,1428.0,1634.0,1799.0,2008.0,2010.0,2055.0,2345.0,2441.0
job 9,90.0,230.0,300.0,374.0,631.0,688.0,890.0,939.0,964.0,1025.0,1282.0,1287.0,1335.0,1362.0,1556.0,1669.0,1967.0,2098.0,2193.0,2317.0
job 10,24.0,70.0,141.0,172.0,321.0,548.0,617.0,938.0,944.0,1137.0,1146.0,1160.0,1230.0,1329.0,1508.0,1576.0,2015.0,2088.0,2238.0,2292.0
job 11,0.0,53.0,161.0,188.0,325.0,428.0,524.0,630.0,930.0,967.0,987.0,1043.0,1111.0,1136.0,1299.0,1344.0,1786.0,1875.0,1960.0,2261.0
job 12,195.0,272.0,364.0,446.0,573.0,735.0,969.0,1227.0,1318.0,1361.0,1481.0,1518.0,1547.0,1566.0,1586.0,1940.0,1966.0,2097.0,2119.0,2239.0
job 13,55.0,193.0,269.0,353.0,400.0,490.0,588.0,790.0,952.0,1193.0,1243.0,1344.0,1429.0,1508.0,1571.0,1714.0,1780.0,2083.0,2153.0,2238.0
job 14,0.0,101.0,161.0,344.0,436.0,487.0,546.0,615.0,703.0,717.0,750.0,794.0,1051.0,1118.0,1206.0,1407.0,1415.0,1587.0,1757.0,1816.0
job 15,141.0,392.0,491.0,568.0,828.0,920.0,975.0,1044.0,1093.0,1279.0,1329.0,1359.0,1603.0,1701.0,1813.0,1878.0,1967.0,2222.0,2301.0,2330.0
job 16,0.0,70.0,188.0,485.0,632.0,802.0,839.0,916.0,1035.0,1238.0,1307.0,1308.0,1440.0,1546.0,1718.0,1746.0,1768.0,1847.0,1875.0,1996.0
job 17,36.0,136.0,210.0,524.0,591.0,688.0,791.0,848.0,1016.0,1068.0,1137.0,1318.0,1462.0,1556.0,1701.0,1817.0,1913.0,2055.0,2057.0,2153.0
job 18,0.0,14.0,65.0,247.0,286.0,353.0,584.0,703.0,880.0,1044.0,1149.0,1282.0,1439.0,1586.0,1863.0,1949.0,2025.0,2097.0,2261.0,2349.0
job 19,24.0,183.0,269.0,461.0,738.0,827.0,1002.0,1028.0,1122.0,1280.0,1357.0,1372.0,1510.0,1532.0,1613.0,1920.0,2012.0,2184.0,2256.0,2285.0
