makespan,2596.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,68.0,383.0,613.0,780.0,867.0,950.0,1248.0,1282.0,1508.0,1581.0,1698.0,1714.0,1762.0,1805.0,1930.0,2090.0,2231.0,2263.0,2276.0
job 1,0.0,162.0,203.0,242.0,350.0,659.0,752.0,852.0,1042.0,1290.0,1344.0,1497.0,1688.0,1691.0,1698.0,1751.0,1899.0,1963.0,2129.0,2280.0
job 2,66.0,156.0,309.0,352.0,547.0,624.0,804.0,901.0,971.0,1116.0,1247.0,1547.0,1614.0,1683.0,1707.0,1820.0,1909.0,1967.0,2052.0,2092.0
job 3,80.0,293.0,300.0,574.0,826.0,1063.0,1159.0,1221.0,1270.0,1319.0,1410.0,1507.0,1633.0,1803.0,1977.0,2057.0,2078.0,2242.0,2334.0,2412.0
job 4,45.0,102.0,601.0,710.0,767.0,804.0,942.0,986.0,989.0,1050.0,1186.0,1240.0,1257.0,1310.0,1422.0,1522.0,1538.0,1870.0,1900.0,1949.0
job 5,17.0,117.0,242.0,351.0,632.0,708.0,867.0,914.0,934.0,1174.0,1262.0,1333.0,1359.0,1422.0,1550.0,1614.0,1640.0,1879.0,1899.0,2013.0
job 6,0.0,64.0,299.0,323.0,477.0,534.0,704.0,767.0,923.0,986.0,1129.0,1138.0,1443.0,1508.0,1716.0,1857.0,2018.0,2087.0,2167.0,2286.0
job 7,0.0,111.0,464.0,556.0,639.0,930.0,1188.0,1274.0,1348.0,1358.0,1422.0,1527.0,1747.0,1842.0,1873.0,1944.0,1967.0,2052.0,2362.0,2446.0
job 8,32.0,167.0,236.0,290.0,369.0,410.0,719.0,853.0,939.0,966.0,976.0,1160.0,1203.0,1421.0,1507.0,1596.0,1662.0,1682.0,1762.0,1775.0
job 9,0.0,17.0,201.0,371.0,487.0,539.0,725.0,815.0,1047.0,1124.0,1293.0,1373.0,1579.0,1684.0,1775.0,1921.0,1947.0,2157.0,2258.0,2265.0
job 10,106.0,279.0,371.0,399.0,466.0,707.0,901.0,1058.0,1087.0,1171.0,1226.0,1358.0,1411.0,1482.0,1750.0,1870.0,1879.0,2059.0,2245.0,2446.0
job 11,0.0,94.0,238.0,309.0,322.0,539.0,656.0,760.0,851.0,924.0,990.0,1100.0,1160.0,1240.0,1290.0,1418.0,1816.0,1880.0,1934.0,1938.0
job 12,0.0,39.0,296.0,521.0,652.0,815.0,832.0,924.0,947.0,993.0,1203.0,1309.0,1422.0,1484.0,1497.0,1571.0,1633.0,1684.0,1759.0,1925.0
job 13,0.0,85.0,207.0,513.0,606.0,840.0,986.0,1058.0,1149.0,1208.0,1276.0,1411.0,1431.0,1569.0,1683.0,2077.0,2158.0,2207.0,2327.0,2407.0
job 14,27.0,89.0,119.0,300.0,320.0,746.0,874.0,1036.0,1283.0,1469.0,1542.0,1643.0,1861.0,2052.0,2147.0,2157.0,2175.0,2276.0,2387.0,2453.0
job 15,0.0,122.0,448.0,616.0,886.0,1159.0,1188.0,1218.0,1334.0,1458.0,1566.0,1652.0,1839.0,2087.0,2180.0,2242.0,2263.0,2305.0,2360.0,2480.0
job 16,0.0,64.0,66.0,109.0,168.0,220.0,247.0,332.0,429.0,635.0,734.0,792.0,974.0,986.0,992.0,1238.0,1348.0,1515.0,1579.0,1724.0
job 17,171.0,332.0,562.0,658.0,693.0,832.0,949.0,1098.0,1112.0,1324.0,1333.0,1347.0,1528.0,1637.0,1757.0,1763.0,1958.0,2021.0,2078.0,2293.0
job 18,0.0,31.0,40.0,137.0,170.0,556.0,635.0,737.0,843.0,906.0,1043.0,1335.0,1396.0,1469.0,1478.0,1645.0,1759.0,1820.0,1873.0,1947.0
job 19,36.0,57.0,199.0,266.0,319.0,439.0,513.0,624.0,659.0,792.0,906.0,934.0,964.0,992.0,1139.0,1373.0,1443.0,1519.0,1523.0,1571.0
job 20,41.0,74.0,195.0,354.0,534.0,704.0,767.0,860.0,1022.0,1235.0,1614.0,1683.0,1724.0,1900.0,1963.0,2034.0,2092.0,2205.0,2329.0,2414.0
job 21,0.0,181.0,234.0,352.0,354.0,361.0,641.0,786.0,874.0,1098.0,1245.0,1542.0,1670.0,1688.0,1774.0,1829.0,1909.0,2191.0,2268.0,2341.0
job 22,83.0,171.0,220.0,320.0,421.0,525.0,557.0,638.0,856.0,1140.0,1361.0,1644.0,1751.0,1845.0,1854.0,1878.0,1880.0,1977.0,2169.0,2366.0
job 23,66.0,323.0,396.0,432.0,867.0,953.0,955.0,1208.0,1262.0,1324.0,1432.0,1596.0,1637.0,1844.0,2071.0,2153.0,2239.0,2316.0,2413.0,2463.0
job 24,31.0,136.0,245.0,426.0,639.0,704.0,782.0,1004.0,1282.0,1400.0,1496.0,1614.0,1679.0,1776.0,1801.0,1817.0,1959.0,2341.0,2366.0,2453.0
job 25,17.0,80.0,137.0,199.0,466.0,560.0,752.0,786.0,986.0,1071.0,1152.0,1257.0,1496.0,1563.0,1633.0,1693.0,1751.0,1949.0,2021.0,2071.0
job 26,21.0,236.0,319.0,392.0,483.0,525.0,547.0,606.0,989.0,1087.0,1167.0,1243.0,1270.0,1347.0,1387.0,1691.0,1845.0,1921.0,1962.0,2211.0
job 27,0.0,168.0,422.0,650.0,738.0,955.0,1004.0,1046.0,1311.0,1484.0,1561.0,1864.0,1983.0,2207.0,2268.0,2316.0,2375.0,2445.0,2500.0,2547.0
job 28,17.0,256.0,279.0,309.0,553.0,641.0,652.0,782.0,843.0,950.0,978.0,1042.0,1161.0,1264.0,1298.0,1405.0,1720.0,1926.0,1966.0,2002.0
