makespan,tensor(2149.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,94.0,171.0,190.0,208.0,506.0,567.0,866.0,903.0,1209.0,1246.0,1296.0,1374.0,1386.0,1620.0,1665.0,1678.0,1765.0,1805.0,1921.0
job 1,92.0,193.0,218.0,400.0,460.0,506.0,540.0,627.0,714.0,788.0,915.0,979.0,1041.0,1154.0,1277.0,1357.0,1431.0,1569.0,1611.0,2066.0
job 2,38.0,120.0,196.0,292.0,403.0,459.0,490.0,764.0,805.0,811.0,1083.0,1255.0,1357.0,1419.0,1505.0,1559.0,1592.0,1609.0,1722.0,1810.0
job 3,101.0,332.0,368.0,435.0,465.0,523.0,801.0,886.0,909.0,937.0,979.0,1079.0,1247.0,1306.0,1386.0,1399.0,1783.0,1924.0,2019.0,2101.0
job 4,0.0,237.0,261.0,334.0,389.0,419.0,515.0,599.0,803.0,866.0,904.0,944.0,1228.0,1416.0,1501.0,1839.0,1904.0,1956.0,2018.0,2116.0
job 5,0.0,98.0,151.0,495.0,743.0,798.0,838.0,924.0,1267.0,1347.0,1441.0,1538.0,1547.0,1568.0,1612.0,1665.0,1837.0,1950.0,1983.0,2065.0
job 6,0.0,94.0,177.0,297.0,506.0,643.0,810.0,1064.0,1115.0,1313.0,1374.0,1448.0,1499.0,1530.0,1566.0,1653.0,1674.0,1699.0,1822.0,1990.0
job 7,0.0,40.0,92.0,214.0,293.0,298.0,395.0,543.0,626.0,683.0,755.0,853.0,969.0,1133.0,1242.0,1497.0,1593.0,1660.0,1718.0,1952.0
job 8,73.0,156.0,253.0,372.0,519.0,599.0,612.0,619.0,714.0,807.0,1115.0,1210.0,1244.0,1280.0,1353.0,1419.0,1836.0,1877.0,1952.0,1976.0
job 9,26.0,155.0,208.0,285.0,331.0,469.0,506.0,601.0,703.0,1151.0,1242.0,1306.0,1401.0,1497.0,1503.0,1585.0,1636.0,1660.0,2066.0,2094.0
job 10,95.0,97.0,670.0,706.0,818.0,821.0,872.0,1097.0,1441.0,1503.0,1547.0,1618.0,1620.0,1718.0,1721.0,1759.0,1765.0,1822.0,1837.0,1924.0
job 11,0.0,38.0,244.0,344.0,426.0,482.0,606.0,811.0,985.0,1096.0,1133.0,1208.0,1291.0,1360.0,1527.0,1681.0,1722.0,1786.0,1811.0,1925.0
job 12,0.0,40.0,108.0,227.0,395.0,419.0,599.0,626.0,724.0,821.0,944.0,978.0,1265.0,1381.0,1565.0,1600.0,1678.0,1811.0,1836.0,1883.0
