makespan,tensor(2192.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,42.0,173.0,255.0,320.0,356.0,413.0,482.0,545.0,630.0,788.0,851.0,978.0,1032.0,1040.0,1137.0,1147.0,1559.0,1634.0,1681.0,1760.0
job 1,0.0,85.0,172.0,262.0,269.0,270.0,385.0,550.0,972.0,1052.0,1092.0,1178.0,1228.0,1283.0,1306.0,1384.0,1448.0,1533.0,1634.0,1722.0
job 2,9.0,64.0,276.0,302.0,688.0,927.0,1050.0,1085.0,1203.0,1246.0,1530.0,1670.0,1674.0,1681.0,1702.0,1876.0,1962.0,2020.0,2036.0,2165.0
job 3,0.0,108.0,237.0,254.0,335.0,514.0,610.0,703.0,818.0,1066.0,1157.0,1228.0,1281.0,1342.0,1574.0,1647.0,1680.0,1993.0,2074.0,2119.0
job 4,79.0,108.0,328.0,461.0,532.0,670.0,687.0,774.0,855.0,915.0,981.0,1057.0,1085.0,1123.0,1188.0,1324.0,1479.0,1688.0,1894.0,2094.0
job 5,0.0,60.0,205.0,342.0,461.0,532.0,537.0,607.0,631.0,689.0,897.0,1001.0,1078.0,1235.0,1313.0,1324.0,1354.0,1392.0,1485.0,2152.0
job 6,85.0,262.0,308.0,407.0,784.0,874.0,982.0,1040.0,1176.0,1178.0,1208.0,1324.0,1416.0,1496.0,1529.0,1627.0,1706.0,1765.0,1831.0,1850.0
job 7,0.0,73.0,90.0,243.0,335.0,370.0,371.0,482.0,497.0,593.0,689.0,696.0,765.0,854.0,1033.0,1141.0,1186.0,1234.0,1313.0,1334.0
job 8,144.0,289.0,296.0,464.0,618.0,735.0,1184.0,1478.0,1527.0,1544.0,1583.0,1608.0,1679.0,1702.0,1781.0,1876.0,1952.0,2043.0,2089.0,2111.0
job 9,481.0,816.0,864.0,897.0,1070.0,1098.0,1177.0,1291.0,1418.0,1527.0,1556.0,1575.0,1591.0,1607.0,1679.0,1706.0,1781.0,1801.0,1822.0,1952.0
job 10,259.0,302.0,769.0,816.0,832.0,917.0,943.0,1151.0,1161.0,1351.0,1448.0,1504.0,1629.0,1695.0,1707.0,1842.0,1931.0,1981.0,2020.0,2086.0
job 11,0.0,81.0,126.0,304.0,390.0,501.0,594.0,710.0,994.0,996.0,1128.0,1213.0,1234.0,1283.0,1663.0,1781.0,1921.0,1999.0,2049.0,2065.0
job 12,0.0,86.0,409.0,501.0,545.0,623.0,634.0,1052.0,1127.0,1189.0,1242.0,1285.0,1315.0,1355.0,1431.0,1529.0,1530.0,1752.0,1877.0,1961.0
job 13,458.0,527.0,587.0,703.0,711.0,745.0,899.0,947.0,1145.0,1262.0,1553.0,1720.0,1771.0,1772.0,1862.0,1888.0,1912.0,1973.0,2089.0,2132.0
job 14,57.0,214.0,365.0,480.0,660.0,708.0,757.0,1035.0,1057.0,1061.0,1110.0,1198.0,1234.0,1312.0,1345.0,1497.0,1590.0,1627.0,1683.0,1921.0
job 15,0.0,86.0,169.0,343.0,429.0,480.0,517.0,587.0,840.0,886.0,907.0,922.0,973.0,998.0,1032.0,1092.0,1332.0,1418.0,1632.0,1760.0
job 16,0.0,79.0,158.0,187.0,476.0,689.0,774.0,832.0,953.0,1035.0,1066.0,1072.0,1166.0,1341.0,1416.0,1479.0,1626.0,1667.0,1879.0,1973.0
job 17,0.0,308.0,381.0,395.0,451.0,506.0,695.0,1159.0,1262.0,1302.0,1351.0,1356.0,1380.0,1496.0,1558.0,1577.0,1683.0,1756.0,1862.0,1938.0
job 18,155.0,296.0,343.0,370.0,606.0,664.0,757.0,1157.0,1228.0,1231.0,1258.0,1334.0,1438.0,1558.0,1765.0,1782.0,1847.0,1888.0,2065.0,2152.0
job 19,0.0,48.0,96.0,497.0,694.0,708.0,788.0,951.0,953.0,1093.0,1186.0,1412.0,1500.0,1544.0,1626.0,1630.0,1771.0,1831.0,1928.0,2017.0
job 20,78.0,213.0,254.0,356.0,418.0,434.0,615.0,778.0,983.0,1127.0,1193.0,1315.0,1402.0,1642.0,1713.0,1817.0,1842.0,1931.0,1957.0,1973.0
job 21,0.0,92.0,179.0,276.0,342.0,434.0,514.0,790.0,791.0,917.0,1017.0,1115.0,1222.0,1313.0,1448.0,1475.0,1553.0,1601.0,1777.0,2121.0
job 22,0.0,81.0,90.0,175.0,280.0,429.0,487.0,578.0,640.0,812.0,864.0,913.0,1228.0,1471.0,1533.0,1582.0,1707.0,1938.0,1957.0,2081.0
job 23,0.0,110.0,158.0,246.0,255.0,280.0,414.0,610.0,694.0,854.0,927.0,998.0,1053.0,1141.0,1400.0,1575.0,1647.0,1912.0,2036.0,2069.0
job 24,118.0,155.0,165.0,171.0,261.0,487.0,550.0,595.0,791.0,854.0,873.0,968.0,1057.0,1189.0,1326.0,1351.0,1427.0,1641.0,1737.0,1962.0
job 25,60.0,445.0,486.0,593.0,855.0,908.0,1015.0,1030.0,1085.0,1223.0,1302.0,1416.0,1478.0,1607.0,1691.0,1774.0,1827.0,2014.0,2017.0,2039.0
job 26,0.0,41.0,146.0,243.0,245.0,523.0,606.0,615.0,670.0,830.0,947.0,1092.0,1188.0,1306.0,1356.0,1379.0,1404.0,1577.0,1630.0,1963.0
job 27,41.0,143.0,225.0,368.0,451.0,532.0,583.0,711.0,774.0,830.0,968.0,981.0,1057.0,1145.0,1402.0,1591.0,1674.0,1727.0,2074.0,2103.0
job 28,0.0,57.0,381.0,476.0,500.0,573.0,667.0,765.0,861.0,1259.0,1355.0,1485.0,1493.0,1514.0,1583.0,1608.0,1701.0,1781.0,2043.0,2121.0
job 29,0.0,86.0,122.0,205.0,276.0,360.0,447.0,506.0,595.0,688.0,866.0,951.0,1285.0,1313.0,1476.0,1516.0,1669.0,1807.0,1879.0,1958.0
