makespan,tensor(2071.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,208.0,278.0,330.0,414.0,450.0,473.0,495.0,549.0,586.0,617.0,628.0,936.0,1077.0,1199.0,1360.0,1414.0,1499.0,1682.0,1798.0,1818.0
job 1,65.0,235.0,379.0,383.0,555.0,585.0,620.0,652.0,931.0,973.0,1043.0,1115.0,1169.0,1223.0,1289.0,1360.0,1644.0,1842.0,1870.0,1946.0
job 2,0.0,325.0,493.0,594.0,666.0,854.0,921.0,1014.0,1181.0,1235.0,1285.0,1314.0,1376.0,1471.0,1531.0,1687.0,1695.0,1770.0,1937.0,1999.0
job 3,95.0,217.0,244.0,271.0,349.0,695.0,762.0,822.0,1007.0,1077.0,1079.0,1210.0,1271.0,1362.0,1593.0,1775.0,1837.0,1891.0,1899.0,1978.0
job 4,0.0,58.0,61.0,124.0,186.0,263.0,338.0,390.0,448.0,451.0,547.0,628.0,715.0,978.0,1045.0,1133.0,1225.0,1307.0,1386.0,1486.0
job 5,0.0,157.0,171.0,251.0,373.0,420.0,467.0,909.0,935.0,1019.0,1123.0,1197.0,1285.0,1287.0,1331.0,1334.0,1398.0,1445.0,1492.0,1570.0
job 6,0.0,36.0,151.0,235.0,543.0,607.0,616.0,675.0,745.0,842.0,863.0,966.0,1033.0,1088.0,1220.0,1452.0,1643.0,1686.0,1834.0,1948.0
job 7,58.0,95.0,137.0,169.0,187.0,292.0,592.0,676.0,1034.0,1103.0,1445.0,1532.0,1581.0,1590.0,1666.0,1667.0,1716.0,1736.0,1770.0,1998.0
job 8,0.0,209.0,356.0,381.0,403.0,547.0,592.0,632.0,633.0,754.0,788.0,1103.0,1235.0,1314.0,1469.0,1534.0,1569.0,1621.0,1714.0,1886.0
job 9,0.0,86.0,191.0,326.0,687.0,762.0,839.0,864.0,901.0,911.0,918.0,935.0,1027.0,1093.0,1169.0,1237.0,1454.0,1649.0,1783.0,1870.0
job 10,0.0,312.0,326.0,382.0,446.0,518.0,569.0,918.0,959.0,966.0,1111.0,1137.0,1225.0,1307.0,1731.0,1798.0,1881.0,1886.0,1963.0,1964.0
job 11,0.0,57.0,261.0,362.0,467.0,569.0,611.0,699.0,779.0,854.0,994.0,1130.0,1210.0,1228.0,1312.0,1414.0,1505.0,1716.0,1807.0,1988.0
job 12,220.0,280.0,384.0,420.0,518.0,583.0,610.0,694.0,720.0,842.0,865.0,963.0,978.0,1033.0,1197.0,1493.0,1569.0,1600.0,1653.0,1985.0
job 13,0.0,91.0,187.0,266.0,413.0,473.0,610.0,755.0,819.0,907.0,1362.0,1512.0,1581.0,1622.0,1666.0,1667.0,1712.0,1873.0,1963.0,2039.0
job 14,37.0,121.0,145.0,337.0,473.0,607.0,620.0,696.0,868.0,1066.0,1097.0,1174.0,1390.0,1401.0,1467.0,1586.0,1760.0,1838.0,1898.0,1984.0
job 15,20.0,70.0,171.0,337.0,349.0,470.0,542.0,1216.0,1279.0,1295.0,1524.0,1565.0,1596.0,1645.0,1717.0,1786.0,1837.0,1885.0,1914.0,1938.0
job 16,0.0,121.0,208.0,263.0,330.0,580.0,652.0,736.0,805.0,841.0,908.0,966.0,1028.0,1054.0,1055.0,1152.0,1601.0,1763.0,1880.0,1937.0
job 17,46.0,168.0,270.0,385.0,502.0,580.0,633.0,675.0,676.0,819.0,873.0,963.0,1054.0,1362.0,1565.0,1613.0,1666.0,1760.0,1798.0,1874.0
job 18,17.0,91.0,236.0,278.0,322.0,343.0,430.0,842.0,909.0,971.0,1083.0,1250.0,1294.0,1400.0,1467.0,1478.0,1566.0,1734.0,1786.0,1948.0
job 19,0.0,90.0,180.0,251.0,330.0,414.0,467.0,542.0,634.0,777.0,895.0,947.0,1113.0,1386.0,1622.0,1651.0,1744.0,1783.0,1933.0,1948.0
job 20,0.0,26.0,124.0,284.0,312.0,373.0,444.0,585.0,609.0,699.0,757.0,801.0,1097.0,1193.0,1306.0,1318.0,1408.0,1590.0,1603.0,1666.0
