makespan,tensor(2188.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,42.0,442.0,535.0,664.0,748.0,799.0,807.0,933.0,1308.0,1406.0,1460.0,1530.0,1643.0,1792.0,1820.0,1892.0,1897.0,1975.0,2072.0,2121.0
job 1,236.0,384.0,400.0,421.0,676.0,694.0,862.0,881.0,927.0,976.0,1018.0,1019.0,1262.0,1473.0,1539.0,1707.0,1844.0,1890.0,2013.0,2098.0
job 2,0.0,303.0,382.0,598.0,626.0,659.0,772.0,833.0,942.0,1012.0,1098.0,1127.0,1169.0,1217.0,1245.0,1267.0,1354.0,1389.0,1506.0,1593.0
job 3,315.0,374.0,649.0,710.0,1097.0,1178.0,1276.0,1370.0,1385.0,1393.0,1429.0,1440.0,1473.0,1525.0,1534.0,1607.0,1627.0,1719.0,1884.0,2059.0
job 4,0.0,50.0,178.0,262.0,303.0,667.0,757.0,813.0,1015.0,1113.0,1176.0,1227.0,1287.0,1343.0,1397.0,1528.0,2069.0,2115.0,2121.0,2150.0
job 5,33.0,80.0,234.0,331.0,413.0,494.0,624.0,774.0,819.0,927.0,1011.0,1018.0,1216.0,1308.0,1405.0,1538.0,1588.0,1674.0,1748.0,2091.0
job 6,0.0,94.0,170.0,197.0,229.0,234.0,236.0,238.0,249.0,291.0,355.0,364.0,402.0,435.0,473.0,532.0,565.0,624.0,1144.0,1192.0
job 7,0.0,129.0,235.0,246.0,340.0,432.0,525.0,535.0,593.0,698.0,1032.0,1121.0,1231.0,1331.0,1829.0,1910.0,1943.0,2033.0,2104.0,2117.0
job 8,72.0,132.0,216.0,266.0,435.0,591.0,678.0,754.0,757.0,976.0,980.0,1098.0,1311.0,1360.0,1409.0,1485.0,1534.0,1626.0,1902.0,1985.0
job 9,0.0,329.0,677.0,774.0,796.0,846.0,919.0,1011.0,1023.0,1059.0,1086.0,1191.0,1245.0,1268.0,1355.0,1434.0,1492.0,1536.0,1585.0,1829.0
job 10,98.0,144.0,185.0,187.0,198.0,403.0,532.0,728.0,772.0,970.0,1067.0,1148.0,1195.0,1259.0,1261.0,1339.0,1626.0,1724.0,1811.0,2104.0
job 11,0.0,51.0,129.0,292.0,402.0,473.0,593.0,851.0,1183.0,1256.0,1262.0,1322.0,1389.0,1568.0,1735.0,1829.0,1890.0,1899.0,1968.0,2003.0
job 12,64.0,138.0,188.0,222.0,365.0,425.0,462.0,618.0,667.0,753.0,821.0,862.0,931.0,1343.0,1434.0,1484.0,1508.0,1681.0,1729.0,1908.0
job 13,8.0,22.0,72.0,129.0,176.0,233.0,291.0,384.0,477.0,698.0,825.0,885.0,902.0,973.0,975.0,1127.0,1188.0,1200.0,1298.0,1627.0
job 14,220.0,327.0,453.0,551.0,569.0,669.0,794.0,851.0,939.0,1059.0,1086.0,1217.0,1267.0,1683.0,1806.0,1883.0,1951.0,2041.0,2095.0,2167.0
job 15,0.0,72.0,90.0,122.0,321.0,679.0,786.0,846.0,1159.0,1242.0,1276.0,1360.0,1363.0,1395.0,1648.0,1707.0,1943.0,2021.0,2119.0,2129.0
job 16,0.0,170.0,206.0,238.0,591.0,696.0,796.0,881.0,905.0,938.0,1113.0,1354.0,1447.0,1512.0,1579.0,1595.0,1621.0,1660.0,1759.0,1851.0
job 17,0.0,138.0,262.0,340.0,384.0,487.0,634.0,719.0,791.0,813.0,868.0,939.0,964.0,1017.0,1138.0,1200.0,1516.0,1658.0,1751.0,1892.0
job 18,473.0,569.0,893.0,926.0,1003.0,1037.0,1044.0,1067.0,1111.0,1121.0,1191.0,1464.0,1530.0,1595.0,1627.0,1720.0,1811.0,1877.0,1884.0,2047.0
job 19,68.0,185.0,249.0,374.0,432.0,468.0,499.0,649.0,1124.0,1216.0,1440.0,1485.0,1579.0,1674.0,1715.0,1820.0,1890.0,1892.0,2119.0,2144.0
job 20,70.0,112.0,219.0,528.0,555.0,640.0,685.0,771.0,830.0,885.0,893.0,1133.0,1235.0,1415.0,1613.0,1676.0,1749.0,1890.0,1918.0,2033.0
job 21,0.0,107.0,199.0,234.0,312.0,425.0,465.0,473.0,561.0,755.0,899.0,1056.0,1411.0,1447.0,1585.0,1695.0,1823.0,1892.0,1992.0,2047.0
job 22,0.0,94.0,199.0,305.0,696.0,807.0,917.0,970.0,1091.0,1133.0,1512.0,1538.0,1627.0,1717.0,1897.0,1908.0,1915.0,1967.0,2021.0,2152.0
job 23,94.0,579.0,676.0,696.0,779.0,830.0,916.0,928.0,1026.0,1091.0,1188.0,1206.0,1287.0,1331.0,1429.0,1434.0,1506.0,1621.0,1662.0,1749.0
job 24,0.0,152.0,352.0,442.0,453.0,544.0,694.0,980.0,1044.0,1067.0,1306.0,1588.0,1622.0,1658.0,1729.0,1780.0,1813.0,1851.0,1933.0,2112.0
job 25,0.0,33.0,132.0,178.0,235.0,321.0,495.0,596.0,664.0,763.0,821.0,844.0,1261.0,1333.0,1422.0,1582.0,1668.0,1929.0,1972.0,2061.0
job 26,0.0,71.0,246.0,364.0,462.0,534.0,626.0,649.0,699.0,828.0,917.0,938.0,981.0,1200.0,1297.0,1298.0,1397.0,1565.0,1607.0,1772.0
job 27,0.0,68.0,94.0,274.0,355.0,555.0,649.0,694.0,781.0,1169.0,1250.0,1365.0,1509.0,1516.0,1539.0,1780.0,1877.0,1933.0,1989.0,2079.0
job 28,0.0,75.0,121.0,229.0,344.0,453.0,640.0,762.0,831.0,1026.0,1166.0,1385.0,1484.0,1493.0,1662.0,1745.0,1920.0,1992.0,2009.0,2073.0
job 29,45.0,98.0,226.0,292.0,344.0,389.0,473.0,561.0,733.0,755.0,828.0,844.0,865.0,1017.0,1086.0,1178.0,1439.0,1763.0,1968.0,2041.0
