makespan,2452.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,66.0,233.0,317.0,589.0,708.0,946.0,1008.0,1116.0,1212.0,1218.0,1246.0,1329.0,1559.0,1839.0,1852.0,1969.0,2015.0,2020.0,2062.0
job 1,19.0,95.0,252.0,468.0,491.0,578.0,621.0,698.0,794.0,921.0,1009.0,1221.0,1304.0,1328.0,1491.0,1624.0,1726.0,1883.0,1985.0,2086.0
job 2,131.0,233.0,288.0,389.0,491.0,574.0,661.0,680.0,849.0,933.0,1000.0,1196.0,1429.0,1463.0,1530.0,1663.0,1807.0,2217.0,2303.0,2334.0
job 3,30.0,307.0,377.0,453.0,565.0,572.0,622.0,655.0,910.0,1005.0,1074.0,1153.0,1185.0,1275.0,1463.0,1560.0,1598.0,1657.0,1672.0,1751.0
job 4,37.0,189.0,249.0,326.0,405.0,569.0,647.0,653.0,745.0,804.0,1014.0,1065.0,1115.0,1158.0,1208.0,1303.0,1446.0,1522.0,1672.0,1923.0
job 5,116.0,202.0,385.0,491.0,574.0,619.0,774.0,1009.0,1151.0,1289.0,1349.0,1661.0,1753.0,1780.0,1835.0,1902.0,2254.0,2285.0,2358.0,2378.0
job 6,225.0,434.0,620.0,781.0,827.0,1020.0,1123.0,1208.0,1355.0,1486.0,1497.0,1576.0,1644.0,1820.0,1883.0,2105.0,2142.0,2175.0,2254.0,2259.0
job 7,0.0,77.0,116.0,140.0,236.0,390.0,428.0,464.0,696.0,726.0,787.0,886.0,1012.0,1144.0,1288.0,1349.0,1561.0,1694.0,1774.0,1792.0
job 8,0.0,36.0,106.0,377.0,484.0,607.0,672.0,832.0,887.0,951.0,1098.0,1280.0,1489.0,1561.0,1705.0,1804.0,1969.0,1984.0,1985.0,2063.0
job 9,0.0,130.0,241.0,318.0,635.0,855.0,1072.0,1133.0,1166.0,1299.0,1396.0,1454.0,1708.0,1886.0,1967.0,1969.0,2052.0,2120.0,2239.0,2273.0
job 10,0.0,151.0,397.0,593.0,680.0,737.0,759.0,883.0,1025.0,1131.0,1304.0,1358.0,1441.0,1491.0,1546.0,1745.0,1756.0,1894.0,2179.0,2255.0
job 11,30.0,236.0,280.0,311.0,317.0,418.0,502.0,593.0,717.0,798.0,832.0,959.0,1050.0,1192.0,1280.0,1299.0,1347.0,1384.0,1429.0,1431.0
job 12,36.0,121.0,206.0,227.0,280.0,285.0,479.0,532.0,572.0,935.0,1101.0,1482.0,1555.0,1613.0,1663.0,1683.0,1915.0,1993.0,2062.0,2178.0
job 13,38.0,186.0,314.0,393.0,453.0,487.0,652.0,842.0,1008.0,1034.0,1039.0,1136.0,1173.0,1215.0,1274.0,1369.0,1522.0,1851.0,1886.0,1930.0
