makespan,tensor(2171.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,66.0,159.0,181.0,344.0,597.0,903.0,1044.0,1105.0,1120.0,1172.0,1332.0,1384.0,1506.0,1592.0,1620.0,1714.0,1771.0,1824.0,2010.0
job 1,224.0,293.0,326.0,416.0,497.0,568.0,649.0,768.0,776.0,831.0,981.0,1050.0,1098.0,1282.0,1330.0,1456.0,1520.0,1814.0,1973.0,2067.0
job 2,146.0,293.0,317.0,456.0,562.0,652.0,747.0,757.0,872.0,910.0,919.0,949.0,1133.0,1161.0,1208.0,1359.0,1402.0,1419.0,1524.0,1606.0
job 3,0.0,29.0,135.0,250.0,358.0,470.0,673.0,771.0,805.0,860.0,890.0,934.0,1207.0,1292.0,1384.0,1617.0,1669.0,1700.0,1990.0,2060.0
job 4,49.0,117.0,133.0,270.0,455.0,616.0,685.0,735.0,790.0,871.0,919.0,943.0,1028.0,1175.0,1377.0,1462.0,1776.0,1841.0,1848.0,2102.0
job 5,0.0,24.0,119.0,189.0,407.0,505.0,565.0,651.0,869.0,967.0,1059.0,1072.0,1186.0,1317.0,1450.0,1522.0,1564.0,1675.0,1745.0,1907.0
job 6,89.0,371.0,423.0,502.0,600.0,612.0,735.0,857.0,1022.0,1048.0,1117.0,1148.0,1236.0,1297.0,1317.0,1386.0,1402.0,1444.0,1882.0,1972.0
job 7,108.0,138.0,225.0,345.0,350.0,400.0,454.0,506.0,680.0,776.0,1009.0,1386.0,1450.0,1473.0,1563.0,1852.0,1907.0,1933.0,2031.0,2089.0
job 8,308.0,439.0,497.0,666.0,755.0,830.0,846.0,889.0,934.0,1046.0,1061.0,1097.0,1156.0,1231.0,1282.0,1435.0,1489.0,1505.0,1622.0,1703.0
job 9,184.0,236.0,326.0,371.0,446.0,519.0,672.0,769.0,857.0,951.0,1125.0,1300.0,1505.0,1586.0,1631.0,1643.0,1719.0,1800.0,1877.0,1960.0
job 10,86.0,150.0,250.0,562.0,810.0,893.0,956.0,957.0,1045.0,1084.0,1260.0,1339.0,1396.0,1459.0,1537.0,1778.0,1859.0,1927.0,2092.0,2110.0
job 11,365.0,496.0,534.0,562.0,595.0,660.0,708.0,971.0,1097.0,1126.0,1157.0,1273.0,1359.0,1606.0,1816.0,1902.0,1973.0,2017.0,2148.0,2153.0
job 12,29.0,106.0,118.0,166.0,254.0,324.0,613.0,708.0,783.0,806.0,857.0,903.0,1048.0,1157.0,1281.0,1448.0,1495.0,1524.0,1640.0,1988.0
job 13,26.0,106.0,184.0,250.0,426.0,558.0,597.0,718.0,789.0,1120.0,1239.0,1280.0,1377.0,1419.0,1456.0,1538.0,1622.0,1626.0,1890.0,1941.0
job 14,0.0,80.0,133.0,181.0,334.0,1118.0,1208.0,1431.0,1495.0,1520.0,1543.0,1588.0,1629.0,1793.0,1824.0,1845.0,1906.0,1978.0,2013.0,2045.0
job 15,117.0,206.0,261.0,344.0,445.0,712.0,757.0,768.0,871.0,908.0,915.0,1007.0,1114.0,1175.0,1266.0,1315.0,1386.0,1435.0,1456.0,1741.0
job 16,0.0,102.0,249.0,385.0,521.0,525.0,612.0,682.0,735.0,783.0,949.0,1048.0,1105.0,1159.0,1520.0,1740.0,1859.0,1933.0,2031.0,2054.0
job 17,0.0,26.0,86.0,159.0,333.0,459.0,497.0,594.0,741.0,864.0,951.0,1050.0,1061.0,1125.0,1208.0,1280.0,1317.0,1345.0,1360.0,1454.0
job 18,0.0,11.0,236.0,384.0,488.0,636.0,911.0,957.0,1027.0,1125.0,1292.0,1707.0,1741.0,1794.0,1806.0,1838.0,1875.0,1934.0,1960.0,1967.0
job 19,169.0,217.0,261.0,329.0,423.0,521.0,694.0,762.0,810.0,979.0,1045.0,1156.0,1230.0,1390.0,1542.0,1552.0,1620.0,1626.0,1755.0,1843.0
job 20,66.0,162.0,232.0,318.0,427.0,446.0,534.0,625.0,799.0,806.0,893.0,910.0,1066.0,1200.0,1365.0,1529.0,1620.0,1714.0,1802.0,1929.0
job 21,0.0,46.0,138.0,350.0,418.0,557.0,938.0,1123.0,1434.0,1469.0,1503.0,1564.0,1739.0,1740.0,1796.0,1799.0,1840.0,1927.0,2013.0,2088.0
job 22,0.0,45.0,136.0,211.0,419.0,568.0,651.0,771.0,830.0,956.0,1197.0,1273.0,1332.0,1386.0,1431.0,1462.0,1515.0,1522.0,1617.0,1697.0
job 23,18.0,217.0,236.0,364.0,466.0,557.0,593.0,672.0,762.0,846.0,1050.0,1107.0,1586.0,1664.0,1713.0,1815.0,1852.0,1929.0,2089.0,2092.0
job 24,0.0,86.0,95.0,162.0,208.0,225.0,316.0,409.0,534.0,616.0,694.0,839.0,894.0,1175.0,1266.0,1371.0,1626.0,1825.0,1973.0,2081.0
job 25,0.0,45.0,225.0,293.0,409.0,475.0,486.0,592.0,680.0,769.0,799.0,881.0,1004.0,1072.0,1148.0,1231.0,1281.0,1414.0,1692.0,1875.0
job 26,0.0,18.0,109.0,200.0,437.0,454.0,595.0,817.0,956.0,1107.0,1298.0,1330.0,1444.0,1489.0,1615.0,1702.0,1707.0,1934.0,2025.0,2088.0
job 27,11.0,506.0,562.0,652.0,669.0,758.0,789.0,821.0,1254.0,1419.0,1620.0,1697.0,1736.0,1802.0,1814.0,1838.0,1894.0,1990.0,2081.0,2162.0
job 28,0.0,66.0,141.0,318.0,400.0,475.0,534.0,626.0,685.0,805.0,889.0,1035.0,1118.0,1240.0,1298.0,1664.0,1739.0,1799.0,1842.0,1897.0
job 29,0.0,24.0,288.0,334.0,490.0,568.0,678.0,747.0,880.0,926.0,971.0,989.0,1037.0,1085.0,1217.0,1376.0,1390.0,1482.0,1824.0,1848.0
