makespan,2601.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,7.0,33.0,106.0,222.0,296.0,339.0,385.0,397.0,828.0,836.0,989.0,1179.0,1268.0,1351.0,1371.0,1536.0,1641.0,1656.0,1757.0,1833.0
job 1,16.0,85.0,159.0,412.0,589.0,682.0,1079.0,1219.0,1349.0,1496.0,1556.0,1722.0,1873.0,1902.0,1995.0,2109.0,2239.0,2258.0,2347.0,2449.0
job 2,0.0,51.0,240.0,241.0,248.0,288.0,343.0,427.0,533.0,604.0,715.0,815.0,923.0,1146.0,1382.0,1577.0,1677.0,1814.0,2010.0,2102.0
job 3,0.0,111.0,165.0,385.0,490.0,515.0,636.0,845.0,981.0,1067.0,1213.0,1215.0,1462.0,1616.0,1825.0,1990.0,2035.0,2093.0,2202.0,2363.0
job 4,44.0,241.0,334.0,678.0,775.0,798.0,847.0,952.0,1014.0,1067.0,1091.0,1239.0,1242.0,1259.0,1300.0,1417.0,1499.0,1535.0,1627.0,1656.0
job 5,0.0,146.0,339.0,527.0,575.0,733.0,856.0,912.0,1311.0,1481.0,1664.0,1765.0,1969.0,2040.0,2065.0,2258.0,2315.0,2346.0,2363.0,2433.0
job 6,0.0,64.0,112.0,160.0,221.0,577.0,762.0,958.0,1067.0,1157.0,1250.0,1342.0,1544.0,1634.0,1690.0,1798.0,1890.0,1948.0,2157.0,2265.0
job 7,0.0,59.0,239.0,397.0,575.0,626.0,852.0,931.0,1070.0,1138.0,1202.0,1221.0,1494.0,1526.0,1648.0,1812.0,1977.0,2067.0,2072.0,2149.0
job 8,0.0,81.0,147.0,153.0,222.0,285.0,413.0,468.0,809.0,838.0,939.0,955.0,999.0,1211.0,1301.0,1348.0,1414.0,1475.0,1537.0,1599.0
job 9,0.0,62.0,216.0,240.0,269.0,375.0,515.0,689.0,705.0,983.0,1001.0,1268.0,1333.0,1433.0,1467.0,1543.0,1607.0,1664.0,1732.0,1948.0
job 10,0.0,14.0,186.0,267.0,362.0,626.0,737.0,874.0,999.0,1117.0,1385.0,1462.0,1683.0,1794.0,1846.0,2067.0,2227.0,2319.0,2398.0,2507.0
job 11,0.0,59.0,180.0,334.0,404.0,546.0,777.0,863.0,955.0,1067.0,1399.0,1548.0,1770.0,1798.0,1996.0,2017.0,2065.0,2142.0,2175.0,2362.0
job 12,0.0,285.0,429.0,581.0,606.0,736.0,934.0,1181.0,1339.0,1499.0,1543.0,1569.0,1821.0,1852.0,1909.0,1992.0,2071.0,2212.0,2265.0,2329.0
job 13,175.0,385.0,447.0,533.0,646.0,860.0,999.0,1041.0,1301.0,1525.0,1582.0,1675.0,1821.0,1846.0,1992.0,2072.0,2133.0,2293.0,2353.0,2398.0
job 14,27.0,152.0,414.0,505.0,633.0,804.0,853.0,939.0,1135.0,1187.0,1307.0,1385.0,1582.0,1852.0,1948.0,2353.0,2362.0,2387.0,2433.0,2463.0
job 15,0.0,248.0,343.0,402.0,606.0,689.0,713.0,1014.0,1333.0,1357.0,1396.0,1446.0,1682.0,1750.0,1906.0,2162.0,2297.0,2315.0,2393.0,2489.0
job 16,0.0,265.0,329.0,586.0,823.0,828.0,910.0,983.0,1150.0,1392.0,1443.0,1636.0,1682.0,1749.0,1750.0,2087.0,2144.0,2156.0,2329.0,2347.0
job 17,108.0,296.0,381.0,426.0,433.0,589.0,633.0,643.0,774.0,970.0,1113.0,1179.0,1239.0,1293.0,1477.0,1525.0,1540.0,1541.0,1779.0,1825.0
job 18,0.0,131.0,293.0,385.0,622.0,655.0,677.0,772.0,779.0,860.0,873.0,1047.0,1322.0,1468.0,1565.0,1798.0,1868.0,1872.0,1928.0,1993.0
