seed,pdr,instance,makespan,runtime
0,EDD,abz5.txt,1624,0.0286049842834472
0,EDD,abz6.txt,1124,0.0266339778900146
0,EDD,abz7.txt,930,0.2584598064422607
0,EDD,abz8.txt,924,0.2666738033294678
0,EDD,abz9.txt,917,0.2510340213775635
0,EDD,dmu01.txt,3490,0.240427017211914
0,EDD,dmu02.txt,3922,0.2209928035736084
0,EDD,dmu03.txt,4377,0.2778618335723877
0,EDD,dmu04.txt,3755,0.2425212860107422
0,EDD,dmu05.txt,4395,0.2371201515197754
0,EDD,dmu06.txt,4817,0.4347612857818603
0,EDD,dmu07.txt,4378,0.4868929386138916
0,EDD,dmu08.txt,4337,0.4367489814758301
0,EDD,dmu09.txt,4695,0.4627900123596191
0,EDD,dmu10.txt,5230,0.4201090335845947
0,EDD,dmu11.txt,6180,0.6022388935089111
0,EDD,dmu12.txt,5528,0.5683870315551758
0,EDD,dmu13.txt,5168,0.6380228996276855
0,EDD,dmu14.txt,4577,0.5562691688537598
0,EDD,dmu15.txt,5158,0.5675911903381348
0,EDD,dmu16.txt,5165,1.0984127521514893
0,EDD,dmu17.txt,5861,1.0854179859161377
0,EDD,dmu18.txt,5917,1.157243013381958
0,EDD,dmu19.txt,5786,1.06951904296875
0,EDD,dmu20.txt,5540,1.0560259819030762
0,EDD,dmu21.txt,5982,1.1219887733459473
0,EDD,dmu22.txt,6833,1.0201518535614014
0,EDD,dmu23.txt,7000,1.0879478454589844
0,EDD,dmu24.txt,6410,1.0700228214263916
0,EDD,dmu25.txt,5855,1.0683300495147705
0,EDD,dmu26.txt,6825,2.101346731185913
0,EDD,dmu27.txt,7318,2.2125439643859863
0,EDD,dmu28.txt,7287,2.1319239139556885
0,EDD,dmu29.txt,7237,2.06636381149292
0,EDD,dmu30.txt,6517,2.139242887496948
0,EDD,dmu31.txt,7265,1.7924439907073977
0,EDD,dmu32.txt,7271,1.8795831203460691
0,EDD,dmu33.txt,7241,1.8544058799743652
0,EDD,dmu34.txt,7182,1.9062039852142334
0,EDD,dmu35.txt,8292,1.8551249504089355
0,EDD,dmu36.txt,8386,3.536677837371826
0,EDD,dmu37.txt,8730,3.3321940898895264
0,EDD,dmu38.txt,7984,3.5182111263275146
0,EDD,dmu39.txt,8540,3.5273380279541016
0,EDD,dmu40.txt,8251,3.5602211952209473
0,EDD,dmu41.txt,4816,0.2732369899749756
0,EDD,dmu42.txt,5074,0.26378583908081055
0,EDD,dmu43.txt,4994,0.2738659381866455
0,EDD,dmu44.txt,5058,0.2726578712463379
0,EDD,dmu45.txt,4515,0.26850104331970215
0,EDD,dmu46.txt,5814,0.485882043838501
0,EDD,dmu47.txt,5452,0.5105428695678711
0,EDD,dmu48.txt,4885,0.480360746383667
0,EDD,dmu49.txt,5262,0.5542750358581543
0,EDD,dmu50.txt,5624,0.46109700202941895
0,EDD,dmu51.txt,5685,0.6307849884033203
0,EDD,dmu52.txt,6326,0.6760578155517578
0,EDD,dmu53.txt,6415,0.5958640575408936
0,EDD,dmu54.txt,6551,0.6008961200714111
0,EDD,dmu55.txt,5722,0.6033186912536621
0,EDD,dmu56.txt,7354,1.183777093887329
0,EDD,dmu57.txt,6364,1.2091481685638428
0,EDD,dmu58.txt,6648,1.218297004699707
0,EDD,dmu59.txt,6370,1.2373852729797363
0,EDD,dmu60.txt,6411,1.2370960712432861
0,EDD,dmu61.txt,7096,1.1127259731292725
0,EDD,dmu62.txt,7045,1.152116060256958
0,EDD,dmu63.txt,7558,1.1350421905517578
0,EDD,dmu64.txt,7430,1.111311912536621
0,EDD,dmu65.txt,7109,1.1152369976043701
0,EDD,dmu66.txt,7805,2.429194927215576
0,EDD,dmu67.txt,8182,2.240309953689575
0,EDD,dmu68.txt,8419,2.3144330978393555
0,EDD,dmu69.txt,7848,2.251481771469116
0,EDD,dmu70.txt,8358,2.2781028747558594
0,EDD,dmu71.txt,8453,1.8889579772949219
0,EDD,dmu72.txt,8373,1.8047409057617188
0,EDD,dmu73.txt,8471,1.8827760219573975
0,EDD,dmu74.txt,8142,1.8372490406036377
0,EDD,dmu75.txt,8277,1.787255048751831
0,EDD,dmu76.txt,9825,3.695857048034668
0,EDD,dmu77.txt,9539,3.5392439365386963
0,EDD,dmu78.txt,8734,3.661414861679077
0,EDD,dmu79.txt,9638,3.5555269718170166
0,EDD,dmu80.txt,9481,3.7067551612854004
0,EDD,ft06.txt,83,0.008678913116455078
0,EDD,ft10.txt,1262,0.02651691436767578
0,EDD,ft20.txt,1324,0.034619808197021484
0,EDD,la01.txt,933,0.010214805603027344
0,EDD,la02.txt,761,0.010998964309692383
0,EDD,la03.txt,811,0.012348175048828125
0,EDD,la04.txt,874,0.009644031524658203
0,EDD,la05.txt,677,0.009557008743286133
0,EDD,la06.txt,1012,0.01851511001586914
0,EDD,la07.txt,1105,0.01910996437072754
0,EDD,la08.txt,995,0.018047809600830078
0,EDD,la09.txt,1235,0.01835322380065918
0,EDD,la10.txt,1312,0.018568992614746094
0,EDD,la11.txt,1446,0.03061819076538086
0,EDD,la12.txt,1358,0.030904054641723633
0,EDD,la13.txt,1267,0.03153181076049805
0,EDD,la14.txt,1646,0.03097701072692871
0,EDD,la15.txt,1660,0.027392148971557617
0,EDD,la16.txt,1268,0.022964954376220703
0,EDD,la17.txt,1120,0.02489757537841797
0,EDD,la18.txt,1111,0.026854991912841797
0,EDD,la19.txt,981,0.02508687973022461
0,EDD,la20.txt,1201,0.025224924087524414
0,EDD,la21.txt,1541,0.054308176040649414
0,EDD,la22.txt,1563,0.06143808364868164
0,EDD,la23.txt,1254,0.058448076248168945
0,EDD,la24.txt,1517,0.05713629722595215
0,EDD,la25.txt,1499,0.06624221801757812
0,EDD,la26.txt,1754,0.10643625259399414
0,EDD,la27.txt,1872,0.10991287231445312
0,EDD,la28.txt,1529,0.108428955078125
0,EDD,la29.txt,1724,0.10407185554504395
0,EDD,la30.txt,1956,0.1083228588104248
0,EDD,la31.txt,2270,0.2538928985595703
0,EDD,la32.txt,2327,0.2638530731201172
0,EDD,la33.txt,2142,0.2650949954986572
0,EDD,la34.txt,2218,0.2604672908782959
0,EDD,la35.txt,2383,0.2492358684539795
0,EDD,la36.txt,1894,0.1111149787902832
0,EDD,la37.txt,1745,0.1287670135498047
0,EDD,la38.txt,1838,0.14237618446350098
0,EDD,la39.txt,1602,0.12483882904052734
0,EDD,la40.txt,1613,0.13561010360717773
0,EDD,orb01.txt,1458,0.03190898895263672
0,EDD,orb02.txt,1166,0.02772974967956543
0,EDD,orb03.txt,1295,0.03158211708068848
0,EDD,orb04.txt,1351,0.029091835021972656
0,EDD,orb05.txt,1198,0.023748159408569336
0,EDD,orb06.txt,1343,0.027369976043701172
0,EDD,orb07.txt,487,0.028126955032348633
0,EDD,orb08.txt,1237,0.03126096725463867
0,EDD,orb09.txt,1205,0.027632951736450195
0,EDD,orb10.txt,1162,0.02748894691467285
0,EDD,swv01.txt,1751,0.11686086654663086
0,EDD,swv02.txt,1995,0.11319828033447266
0,EDD,swv03.txt,1909,0.1171109676361084
0,EDD,swv04.txt,1941,0.11581707000732422
0,EDD,swv05.txt,2116,0.11499309539794922
0,EDD,swv06.txt,2360,0.30883312225341797
0,EDD,swv07.txt,2303,0.25768303871154785
0,EDD,swv08.txt,2327,0.26757311820983887
0,EDD,swv09.txt,2415,0.2646191120147705
0,EDD,swv10.txt,2325,0.25999999046325684
0,EDD,swv11.txt,3800,0.7374861240386963
0,EDD,swv12.txt,3756,0.7506217956542969
0,EDD,swv13.txt,3970,0.716569185256958
0,EDD,swv14.txt,3630,0.7424619197845459
0,EDD,swv15.txt,3869,0.693734884262085
0,EDD,swv16.txt,3453,0.7759721279144287
0,EDD,swv17.txt,3262,0.8210151195526123
0,EDD,swv18.txt,3095,0.7743580341339111
0,EDD,swv19.txt,3785,0.7325551509857178
0,EDD,swv20.txt,3043,0.764998197555542
0,EDD,ta01.txt,1501,0.1342940330505371
0,EDD,ta02.txt,1797,0.13710379600524902
0,EDD,ta03.txt,1803,0.13635921478271484
0,EDD,ta04.txt,1979,0.12955284118652344
0,EDD,ta05.txt,1901,0.1393730640411377
0,EDD,ta06.txt,1677,0.12253808975219727
