makespan,tensor(1748.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time,task 20 start time,task 21 start time,task 22 start time,task 23 start time,task 24 start time,task 25 start time,task 26 start time,task 27 start time,task 28 start time,task 29 start time,task 30 start time,task 31 start time,task 32 start time,task 33 start time,task 34 start time,task 35 start time,task 36 start time,task 37 start time,task 38 start time,task 39 start time,task 40 start time,task 41 start time,task 42 start time,task 43 start time,task 44 start time,task 45 start time,task 46 start time,task 47 start time,task 48 start time,task 49 start time,task 50 start time,task 51 start time,task 52 start time,task 53 start time,task 54 start time,task 55 start time,task 56 start time,task 57 start time,task 58 start time,task 59 start time,task 60 start time,task 61 start time,task 62 start time,task 63 start time,task 64 start time,task 65 start time,task 66 start time,task 67 start time,task 68 start time,task 69 start time
job 0,0.0,62.0,150.0,245.0,274.0,286.0,419.0,577.0,700.0,826.0,939.0,1046.0,1136.0,1245.0,1351.0,1434.0,1562.0,1580.0,1583.0,1662.0
job 1,0.0,74.0,122.0,213.0,220.0,287.0,288.0,481.0,563.0,603.0,772.0,807.0,927.0,1181.0,1255.0,1375.0,1445.0,1540.0,1570.0,1630.0
job 2,0.0,122.0,150.0,214.0,291.0,406.0,509.0,530.0,659.0,671.0,763.0,849.0,954.0,1052.0,1122.0,1179.0,1237.0,1245.0,1336.0,1608.0
job 3,485.0,544.0,581.0,655.0,735.0,853.0,928.0,939.0,1057.0,1144.0,1180.0,1226.0,1287.0,1330.0,1343.0,1401.0,1546.0,1625.0,1639.0,1709.0
job 4,0.0,12.0,49.0,95.0,157.0,222.0,299.0,441.0,449.0,846.0,938.0,1029.0,1104.0,1184.0,1266.0,1318.0,1400.0,1450.0,1544.0,1566.0
job 5,129.0,217.0,252.0,322.0,339.0,372.0,448.0,513.0,579.0,629.0,708.0,803.0,825.0,884.0,1144.0,1163.0,1171.0,1384.0,1445.0,1596.0
job 6,0.0,57.0,134.0,160.0,213.0,287.0,884.0,910.0,972.0,1052.0,1115.0,1223.0,1255.0,1349.0,1420.0,1434.0,1436.0,1509.0,1546.0,1689.0
job 7,0.0,12.0,167.0,193.0,299.0,334.0,394.0,403.0,544.0,599.0,659.0,753.0,810.0,818.0,1064.0,1129.0,1191.0,1212.0,1363.0,1680.0
job 8,0.0,166.0,245.0,249.0,291.0,375.0,441.0,469.0,517.0,524.0,589.0,667.0,715.0,1029.0,1103.0,1265.0,1444.0,1513.0,1517.0,1550.0
job 9,0.0,93.0,181.0,212.0,419.0,515.0,657.0,667.0,771.0,896.0,945.0,1103.0,1116.0,1330.0,1402.0,1496.0,1583.0,1680.0,1711.0,1726.0
job 10,11.0,59.0,264.0,321.0,372.0,575.0,671.0,886.0,968.0,1070.0,1104.0,1180.0,1237.0,1287.0,1467.0,1544.0,1595.0,1596.0,1634.0,1698.0
job 11,0.0,39.0,89.0,134.0,210.0,266.0,322.0,469.0,540.0,599.0,697.0,772.0,846.0,898.0,1017.0,1191.0,1308.0,1375.0,1388.0,1486.0
job 12,0.0,74.0,124.0,249.0,297.0,319.0,403.0,406.0,540.0,627.0,753.0,769.0,806.0,910.0,1179.0,1266.0,1436.0,1489.0,1550.0,1621.0
job 13,1.0,64.0,202.0,283.0,396.0,482.0,586.0,723.0,810.0,826.0,897.0,968.0,972.0,1064.0,1084.0,1141.0,1197.0,1259.0,1271.0,1385.0
job 14,163.0,282.0,339.0,466.0,563.0,581.0,596.0,671.0,708.0,735.0,780.0,808.0,897.0,946.0,1073.0,1099.0,1181.0,1566.0,1621.0,1705.0
job 15,89.0,181.0,237.0,321.0,334.0,448.0,490.0,592.0,825.0,886.0,938.0,959.0,1052.0,1127.0,1163.0,1210.0,1323.0,1388.0,1421.0,1446.0
job 16,0.0,59.0,129.0,211.0,264.0,284.0,381.0,433.0,520.0,534.0,562.0,633.0,665.0,807.0,897.0,995.0,1122.0,1212.0,1247.0,1342.0
job 17,80.0,167.0,345.0,460.0,534.0,697.0,726.0,849.0,928.0,997.0,1023.0,1046.0,1058.0,1122.0,1197.0,1218.0,1343.0,1400.0,1431.0,1511.0
job 18,0.0,124.0,163.0,252.0,374.0,432.0,520.0,603.0,772.0,794.0,890.0,932.0,995.0,1029.0,1180.0,1287.0,1343.0,1428.0,1560.0,1620.0
job 19,0.0,39.0,80.0,93.0,375.0,381.0,515.0,579.0,671.0,726.0,771.0,772.0,853.0,934.0,961.0,1087.0,1115.0,1171.0,1504.0,1620.0
