run,pdr,instance,makespan,runtime
6,MWKR_SPT,Behnke10.fjs,180,0.0536065101623535
7,MWKR_SPT,Behnke10.fjs,180,0.0536065101623535
8,MWKR_SPT,Behnke10.fjs,180,0.0536065101623535
9,MWKR_SPT,Behnke10.fjs,180,0.0536065101623535
0,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
1,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
2,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
3,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
4,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
5,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
6,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
7,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
8,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
9,MWKR_EET,Behnke10.fjs,496,0.0535775899887085
0,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
1,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
2,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
3,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
4,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
5,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
6,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
7,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
8,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
9,FIFO_SPT,Behnke11.fjs,307,0.2707195997238159
0,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
1,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
2,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
3,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
4,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
5,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
6,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
7,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
8,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
9,FIFO_EET,Behnke11.fjs,1112,0.2929502964019775
0,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
1,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
2,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
3,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
4,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
5,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
6,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
7,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
8,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
9,MOPNR_SPT,Behnke11.fjs,329,0.2648009777069092
0,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
1,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
2,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
3,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
4,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
5,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
6,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
7,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
8,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
9,MOPNR_EET,Behnke11.fjs,1225,0.2472280025482177
0,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
1,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
2,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
3,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
4,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
5,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
6,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
7,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
8,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
9,LWKR_SPT,Behnke11.fjs,350,0.2423017024993896
0,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
1,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
2,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
3,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
4,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
5,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
6,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
7,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
8,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
9,LWKR_EET,Behnke11.fjs,1108,0.2376366853713989
0,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
1,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
2,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
3,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
4,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
5,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
6,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
7,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
8,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
9,MWKR_SPT,Behnke11.fjs,345,0.2515805006027222
0,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
1,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
2,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
3,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
4,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
5,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
6,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
7,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
8,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
9,MWKR_EET,Behnke11.fjs,1127,0.2403328895568847
0,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
1,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
2,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
3,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
4,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
5,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
6,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
7,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
8,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
9,FIFO_SPT,Behnke12.fjs,283,0.262672472000122
0,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
1,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
2,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
3,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
4,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
5,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
6,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
7,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
8,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
9,FIFO_EET,Behnke12.fjs,1089,0.2876160860061645
0,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
1,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
2,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
3,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
4,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
5,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
6,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
7,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
8,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
9,MOPNR_SPT,Behnke12.fjs,345,0.2638496160507202
0,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
1,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
2,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
3,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
4,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
5,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
6,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
7,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
8,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
9,MOPNR_EET,Behnke12.fjs,1305,0.2491071939468384
0,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
1,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
2,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
3,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
4,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
5,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
6,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
7,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
8,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
9,LWKR_SPT,Behnke12.fjs,336,0.2408193111419677
0,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
1,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
2,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
3,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
4,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
5,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
6,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
7,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
8,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
9,LWKR_EET,Behnke12.fjs,1104,0.2360996961593628
0,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
1,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
2,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
3,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
4,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
5,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
6,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
7,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
8,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
9,MWKR_SPT,Behnke12.fjs,353,0.2536765098571777
0,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
1,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
2,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
3,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
4,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
5,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
6,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
7,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
8,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
9,MWKR_EET,Behnke12.fjs,1120,0.2448735952377319
0,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
1,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
2,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
3,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
4,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
5,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
6,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
7,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
8,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
9,FIFO_SPT,Behnke13.fjs,318,0.2685104846954346
0,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
1,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
2,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
3,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
4,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
5,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
6,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
7,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
8,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
9,FIFO_EET,Behnke13.fjs,1085,0.2887645244598388
0,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
1,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
2,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
3,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
4,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
5,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
6,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
7,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
8,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
9,MOPNR_SPT,Behnke13.fjs,370,0.2620934963226318
0,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
1,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
2,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
3,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
4,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
5,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
6,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
7,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
8,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
9,MOPNR_EET,Behnke13.fjs,1334,0.2499886989593505
0,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
1,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
2,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
3,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
4,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
5,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
6,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
7,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
8,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
9,LWKR_SPT,Behnke13.fjs,345,0.2396247148513794
0,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
1,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
2,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
3,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
4,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
5,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
6,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
7,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
8,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
9,LWKR_EET,Behnke13.fjs,1171,0.2321491956710815
0,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
1,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
2,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
3,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
4,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
5,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
6,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
7,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
8,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
9,MWKR_SPT,Behnke13.fjs,343,0.2473661184310913
0,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
1,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
2,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
3,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
4,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
5,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
6,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
7,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
8,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
9,MWKR_EET,Behnke13.fjs,1204,0.2421875953674316
0,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
1,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
2,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
3,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
4,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
5,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
6,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
7,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
8,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
9,FIFO_SPT,Behnke14.fjs,315,0.2648382902145386
0,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
1,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
2,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
3,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
4,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
5,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
6,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
7,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
8,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
9,FIFO_EET,Behnke14.fjs,1077,0.2856163740158081
0,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
1,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
2,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
3,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
4,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
5,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
6,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
7,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
8,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
9,MOPNR_SPT,Behnke14.fjs,352,0.2614788055419922
0,MOPNR_EET,Behnke14.fjs,1198,0.2489085912704468
1,MOPNR_EET,Behnke14.fjs,1198,0.2489085912704468
2,MOPNR_EET,Behnke14.fjs,1198,0.2489085912704468
3,MOPNR_EET,Behnke14.fjs,1198,0.2489085912704468
4,MOPNR_EET,Behnke14.fjs,1198,0.2489085912704468
