seed,model,instance,load_factor,makespan,runtime
6,SavedNetwork/15_15_1_99.pth,abz5.txt,1,1449.0,1.454171895980835
6,SavedNetwork/15_15_1_99.pth,abz6.txt,1,1137.0,0.984734058380127
6,SavedNetwork/15_15_1_99.pth,abz7.txt,1,927.0,5.929366111755371
6,SavedNetwork/15_15_1_99.pth,abz8.txt,1,1022.0,6.160043001174927
6,SavedNetwork/15_15_1_99.pth,abz9.txt,1,1069.0,5.305037021636963
6,SavedNetwork/15_15_1_99.pth,dmu01.txt,1,3761.0,5.954449892044067
6,SavedNetwork/15_15_1_99.pth,dmu02.txt,1,4136.0,5.39973783493042
6,SavedNetwork/15_15_1_99.pth,dmu03.txt,1,4333.0,4.989346027374268
6,SavedNetwork/15_15_1_99.pth,dmu35.txt,1,6714.0,46.742981910705566
6,SavedNetwork/15_15_1_99.pth,dmu04.txt,1,4083.0,4.971112251281738
6,SavedNetwork/15_15_1_99.pth,dmu05.txt,1,4133.0,5.185119867324829
6,SavedNetwork/15_15_1_99.pth,dmu06.txt,1,4747.0,7.611786842346191
6,SavedNetwork/15_15_1_99.pth,dmu07.txt,1,4442.0,8.186961889266968
6,SavedNetwork/15_15_1_99.pth,dmu08.txt,1,4887.0,7.925571918487549
6,SavedNetwork/15_15_1_99.pth,dmu09.txt,1,4859.0,7.629542112350464
6,SavedNetwork/15_15_1_99.pth,dmu10.txt,1,4730.0,10.489447355270386
6,SavedNetwork/15_15_1_99.pth,dmu11.txt,1,4478.0,13.408892154693604
6,SavedNetwork/15_15_1_99.pth,dmu12.txt,1,5197.0,13.54710602760315
6,SavedNetwork/15_15_1_99.pth,dmu13.txt,1,5246.0,13.122029066085815
6,SavedNetwork/15_15_1_99.pth,dmu36.txt,1,7684.0,94.50916886329651
6,SavedNetwork/15_15_1_99.pth,dmu14.txt,1,4590.0,13.747779846191406
6,SavedNetwork/15_15_1_99.pth,dmu15.txt,1,4586.0,13.26866602897644
6,SavedNetwork/15_15_1_99.pth,dmu16.txt,1,5102.0,21.004528284072876
6,SavedNetwork/15_15_1_99.pth,dmu17.txt,1,5117.0,20.728782176971436
6,SavedNetwork/15_15_1_99.pth,dmu37.txt,1,7866.0,83.17029404640198
6,SavedNetwork/15_15_1_99.pth,dmu18.txt,1,5264.0,20.451057195663452
6,SavedNetwork/15_15_1_99.pth,dmu19.txt,1,5370.0,20.471590042114258
6,SavedNetwork/15_15_1_99.pth,dmu20.txt,1,5163.0,20.584630966186523
6,SavedNetwork/15_15_1_99.pth,dmu21.txt,1,5847.0,21.50090193748474
6,SavedNetwork/15_15_1_99.pth,dmu38.txt,1,7507.0,80.27024698257446
6,SavedNetwork/15_15_1_99.pth,dmu22.txt,1,6090.0,23.2864670753479
6,SavedNetwork/15_15_1_99.pth,dmu23.txt,1,5897.0,22.371541023254395
6,SavedNetwork/15_15_1_99.pth,dmu24.txt,1,6244.0,23.185590982437134
6,SavedNetwork/15_15_1_99.pth,dmu25.txt,1,5574.0,23.115159034729004
6,SavedNetwork/15_15_1_99.pth,dmu39.txt,1,7309.0,79.72220492362976
6,SavedNetwork/15_15_1_99.pth,dmu26.txt,1,6823.0,39.70260572433472
6,SavedNetwork/15_15_1_99.pth,dmu27.txt,1,6944.0,41.3537871837616
6,SavedNetwork/15_15_1_99.pth,dmu40.txt,1,8012.0,79.67637801170349
6,SavedNetwork/15_15_1_99.pth,dmu41.txt,1,4713.0,5.4126877784729
6,SavedNetwork/15_15_1_99.pth,dmu42.txt,1,4811.0,5.825683832168579
6,SavedNetwork/15_15_1_99.pth,dmu43.txt,1,5005.0,5.649967193603516
6,SavedNetwork/15_15_1_99.pth,dmu44.txt,1,5155.0,5.61584210395813
6,SavedNetwork/15_15_1_99.pth,dmu45.txt,1,4640.0,6.00527811050415
6,SavedNetwork/15_15_1_99.pth,dmu46.txt,1,5559.0,7.867155075073242
6,SavedNetwork/15_15_1_99.pth,dmu28.txt,1,6359.0,41.76736402511597
6,SavedNetwork/15_15_1_99.pth,dmu47.txt,1,5611.0,8.306062936782837
6,SavedNetwork/15_15_1_99.pth,dmu48.txt,1,5248.0,7.902354001998901
