seed,model,instance,makespan,runtime
0,SavedNetwork/15_15_1_99.pth,dmu36.txt,7227.0,3.2147629261016846
0,SavedNetwork/15_15_1_99.pth,dmu22.txt,5756.0,1.4852349758148193
0,SavedNetwork/15_15_1_99.pth,dmu23.txt,5450.0,1.5123939514160156
0,SavedNetwork/15_15_1_99.pth,dmu37.txt,7188.0,3.13629412651062
0,SavedNetwork/15_15_1_99.pth,dmu21.txt,5524.0,1.5061509609222412
0,SavedNetwork/15_15_1_99.pth,dmu35.txt,6361.0,2.108452081680298
0,SavedNetwork/15_15_1_99.pth,dmu09.txt,4245.0,0.8876979351043701
0,SavedNetwork/15_15_1_99.pth,dmu08.txt,3951.0,0.8784420490264893
0,SavedNetwork/15_15_1_99.pth,dmu34.txt,6252.0,2.0607240200042725
0,SavedNetwork/15_15_1_99.pth,dmu20.txt,4642.0,1.5438830852508545
0,SavedNetwork/15_15_1_99.pth,dmu18.txt,4856.0,1.5339419841766357
0,SavedNetwork/15_15_1_99.pth,dmu24.txt,5750.0,1.5076138973236084
0,SavedNetwork/15_15_1_99.pth,dmu30.txt,6106.0,2.2517330646514893
0,SavedNetwork/15_15_1_99.pth,dmu31.txt,7103.0,2.066328763961792
0,SavedNetwork/15_15_1_99.pth,dmu25.txt,4934.0,1.5078778266906738
0,SavedNetwork/15_15_1_99.pth,dmu19.txt,5173.0,1.491776943206787
0,SavedNetwork/15_15_1_99.pth,dmu33.txt,6185.0,2.1325128078460693
0,SavedNetwork/15_15_1_99.pth,dmu27.txt,6285.0,2.2660810947418213
0,SavedNetwork/15_15_1_99.pth,dmu26.txt,6210.0,2.435040235519409
0,SavedNetwork/15_15_1_99.pth,dmu32.txt,6524.0,2.2446630001068115
0,SavedNetwork/15_15_1_99.pth,dmu55.txt,6411.0,1.037409782409668
0,SavedNetwork/15_15_1_99.pth,dmu41.txt,4429.0,0.6925880908966064
0,SavedNetwork/15_15_1_99.pth,dmu69.txt,8844.0,2.3544440269470215
0,SavedNetwork/15_15_1_99.pth,dmu68.txt,8989.0,2.2357699871063232
0,SavedNetwork/15_15_1_99.pth,dmu40.txt,7021.0,3.193105936050415
0,SavedNetwork/15_15_1_99.pth,dmu54.txt,6320.0,1.0337209701538086
0,SavedNetwork/15_15_1_99.pth,dmu42.txt,4970.0,0.6514451503753662
0,SavedNetwork/15_15_1_99.pth,dmu56.txt,7611.0,1.5203280448913574
0,SavedNetwork/15_15_1_99.pth,dmu80.txt,10035.0,3.133405923843384
0,SavedNetwork/15_15_1_99.pth,dmu57.txt,6496.0,1.4925429821014404
0,SavedNetwork/15_15_1_99.pth,dmu43.txt,4943.0,0.6590220928192139
0,SavedNetwork/15_15_1_99.pth,dmu47.txt,5216.0,0.9066140651702881
0,SavedNetwork/15_15_1_99.pth,dmu53.txt,6759.0,1.0328142642974854
0,SavedNetwork/15_15_1_99.pth,dmu52.txt,6624.0,1.026355266571045
0,SavedNetwork/15_15_1_99.pth,dmu46.txt,5464.0,0.8898422718048096
0,SavedNetwork/15_15_1_99.pth,dmu78.txt,10938.0,3.162912130355835
0,SavedNetwork/15_15_1_99.pth,dmu50.txt,5316.0,0.9036343097686768
0,SavedNetwork/15_15_1_99.pth,dmu44.txt,5176.0,0.6588616371154785
0,SavedNetwork/15_15_1_99.pth,dmu45.txt,4944.0,0.6530039310455322
0,SavedNetwork/15_15_1_99.pth,dmu51.txt,6698.0,1.0477499961853027
0,SavedNetwork/15_15_1_99.pth,dmu79.txt,10834.0,3.268238067626953
0,SavedNetwork/15_15_1_99.pth,dmu74.txt,9901.0,2.278886079788208
0,SavedNetwork/15_15_1_99.pth,dmu60.txt,7004.0,1.5614981651306152
0,SavedNetwork/15_15_1_99.pth,dmu48.txt,4928.0,0.9390609264373779
0,SavedNetwork/15_15_1_99.pth,dmu49.txt,5116.0,0.9167790412902832
0,SavedNetwork/15_15_1_99.pth,dmu61.txt,8476.0,1.5872268676757812
0,SavedNetwork/15_15_1_99.pth,dmu75.txt,10091.0,2.190242052078247
0,SavedNetwork/15_15_1_99.pth,dmu63.txt,8143.0,1.6776151657104492
0,SavedNetwork/15_15_1_99.pth,dmu77.txt,10700.0,3.3149290084838867
0,SavedNetwork/15_15_1_99.pth,dmu76.txt,10415.0,3.356083869934082
0,SavedNetwork/15_15_1_99.pth,dmu62.txt,8247.0,1.5874340534210205
0,SavedNetwork/15_15_1_99.pth,dmu66.txt,8445.0,2.3782620429992676
0,SavedNetwork/15_15_1_99.pth,dmu72.txt,10050.0,2.190829038619995
0,SavedNetwork/15_15_1_99.pth,dmu73.txt,10072.0,2.158720016479492
0,SavedNetwork/15_15_1_99.pth,dmu67.txt,8674.0,2.404860019683838
0,SavedNetwork/15_15_1_99.pth,dmu59.txt,7025.0,1.5837562084197998
0,SavedNetwork/15_15_1_99.pth,dmu71.txt,9923.0,2.161147117614746
0,SavedNetwork/15_15_1_99.pth,dmu65.txt,7990.0,1.6119740009307861
0,SavedNetwork/15_15_1_99.pth,dmu64.txt,8026.0,1.5875091552734375
0,SavedNetwork/15_15_1_99.pth,dmu70.txt,9037.0,2.3705899715423584
0,SavedNetwork/15_15_1_99.pth,dmu58.txt,6658.0,1.6171631813049316
0,SavedNetwork/15_15_1_99.pth,dmu17.txt,5055.0,1.6116082668304443
0,SavedNetwork/15_15_1_99.pth,dmu03.txt,3633.0,0.6620819568634033
0,SavedNetwork/15_15_1_99.pth,dmu02.txt,3486.0,0.6799161434173584
0,SavedNetwork/15_15_1_99.pth,dmu16.txt,5092.0,1.5696051120758057
0,SavedNetwork/15_15_1_99.pth,dmu14.txt,4093.0,1.0908818244934082
0,SavedNetwork/15_15_1_99.pth,dmu28.txt,6109.0,2.3973350524902344
0,SavedNetwork/15_15_1_99.pth,dmu29.txt,6312.0,2.3612301349639893
0,SavedNetwork/15_15_1_99.pth,dmu15.txt,4236.0,1.067107915878296
0,SavedNetwork/15_15_1_99.pth,dmu01.txt,3401.0,0.6772909164428711
0,SavedNetwork/15_15_1_99.pth,dmu39.txt,6774.0,3.300179958343506
0,SavedNetwork/15_15_1_99.pth,dmu05.txt,3587.0,0.6819660663604736
0,SavedNetwork/15_15_1_99.pth,dmu11.txt,4339.0,1.0684890747070312
0,SavedNetwork/15_15_1_99.pth,dmu10.txt,4006.0,0.917855978012085
0,SavedNetwork/15_15_1_99.pth,dmu04.txt,3961.0,0.6661291122436523
0,SavedNetwork/15_15_1_99.pth,dmu38.txt,7331.0,3.2736542224884033
0,SavedNetwork/15_15_1_99.pth,dmu12.txt,4629.0,1.0716800689697266
0,SavedNetwork/15_15_1_99.pth,dmu06.txt,4535.0,0.9261507987976074
0,SavedNetwork/15_15_1_99.pth,dmu07.txt,3860.0,0.9204509258270264
0,SavedNetwork/15_15_1_99.pth,dmu13.txt,5096.0,1.0705909729003906
0,SavedNetwork/15_15_1_99.pth,ta26.txt,2240.0,0.940593957901001
0,SavedNetwork/15_15_1_99.pth,ta32.txt,2407.0,1.0754609107971191
0,SavedNetwork/15_15_1_99.pth,ta33.txt,2386.0,1.0673091411590576
0,SavedNetwork/15_15_1_99.pth,ta27.txt,2344.0,0.9194281101226807
0,SavedNetwork/15_15_1_99.pth,ta19.txt,1747.0,0.6744067668914795
0,SavedNetwork/15_15_1_99.pth,ta31.txt,2286.0,1.0645110607147217
0,SavedNetwork/15_15_1_99.pth,ta25.txt,2142.0,0.9181299209594727
0,SavedNetwork/15_15_1_99.pth,ta24.txt,2031.0,0.9406709671020508
0,SavedNetwork/15_15_1_99.pth,ta30.txt,2007.0,0.9169309139251709
0,SavedNetwork/15_15_1_99.pth,ta18.txt,1690.0,0.668623685836792
0,SavedNetwork/15_15_1_99.pth,ta34.txt,2320.0,1.073441743850708
0,SavedNetwork/15_15_1_99.pth,ta20.txt,1775.0,0.6756570339202881
0,SavedNetwork/15_15_1_99.pth,ta08.txt,1468.0,0.4627339839935303
0,SavedNetwork/15_15_1_99.pth,ta09.txt,1596.0,0.49660325050354004
0,SavedNetwork/15_15_1_99.pth,ta21.txt,1986.0,0.9305751323699951
0,SavedNetwork/15_15_1_99.pth,ta35.txt,2378.0,1.071868896484375
0,SavedNetwork/15_15_1_99.pth,ta23.txt,2019.0,0.9309189319610596
0,SavedNetwork/15_15_1_99.pth,ta37.txt,2341.0,1.0740599632263184
0,SavedNetwork/15_15_1_99.pth,ta36.txt,2449.0,1.0820889472961426
0,SavedNetwork/15_15_1_99.pth,ta22.txt,2038.0,0.9229118824005127
0,SavedNetwork/15_15_1_99.pth,ta79.txt,5967.0,10.984873056411743
0,SavedNetwork/15_15_1_99.pth,ta45.txt,2611.0,1.548341989517212
0,SavedNetwork/15_15_1_99.pth,ta51.txt,3615.0,2.240773916244507
0,SavedNetwork/15_15_1_99.pth,ta50.txt,2471.0,1.7097232341766357
0,SavedNetwork/15_15_1_99.pth,ta44.txt,2594.0,1.6511590480804443
0,SavedNetwork/15_15_1_99.pth,ta78.txt,6236.0,11.397855043411255
0,SavedNetwork/15_15_1_99.pth,ta52.txt,3340.0,1.9543359279632568
0,SavedNetwork/15_15_1_99.pth,ta46.txt,2620.0,1.4374279975891113
0,SavedNetwork/15_15_1_99.pth,ta47.txt,2667.0,1.4561150074005127
0,SavedNetwork/15_15_1_99.pth,ta53.txt,3172.0,1.9833738803863525
0,SavedNetwork/15_15_1_99.pth,ta80.txt,5687.0,10.908214569091797
0,SavedNetwork/15_15_1_99.pth,ta57.txt,3466.0,1.9869859218597412
0,SavedNetwork/15_15_1_99.pth,ta43.txt,2551.0,1.4588451385498047
