seed,model,instance,load_factor,makespan,runtime
5,SavedNetwork/15_15_1_99.pth,abz5.txt,1,1640.0,1.280776023864746
5,SavedNetwork/15_15_1_99.pth,abz6.txt,1,1313.0,0.7892999649047852
5,SavedNetwork/15_15_1_99.pth,abz7.txt,1,926.0,7.406792879104614
5,SavedNetwork/15_15_1_99.pth,abz8.txt,1,898.0,7.832782983779907
5,SavedNetwork/15_15_1_99.pth,abz9.txt,1,903.0,6.44592809677124
5,SavedNetwork/15_15_1_99.pth,dmu01.txt,1,3541.0,5.249746322631836
5,SavedNetwork/15_15_1_99.pth,dmu02.txt,1,3693.0,5.990061044692993
5,SavedNetwork/15_15_1_99.pth,dmu03.txt,1,3718.0,6.33115816116333
5,SavedNetwork/15_15_1_99.pth,dmu04.txt,1,3783.0,5.965106964111328
5,SavedNetwork/15_15_1_99.pth,dmu05.txt,1,3725.0,6.9517152309417725
5,SavedNetwork/15_15_1_99.pth,dmu06.txt,1,4498.0,10.128116369247437
5,SavedNetwork/15_15_1_99.pth,dmu07.txt,1,4172.0,9.493167161941528
5,SavedNetwork/15_15_1_99.pth,dmu08.txt,1,4117.0,10.746371030807495
5,SavedNetwork/15_15_1_99.pth,dmu09.txt,1,4155.0,9.313393831253052
5,SavedNetwork/15_15_1_99.pth,dmu10.txt,1,3909.0,8.062367916107178
5,SavedNetwork/15_15_1_99.pth,dmu11.txt,1,4569.0,13.592073917388916
5,SavedNetwork/15_15_1_99.pth,dmu12.txt,1,5102.0,12.591654062271118
5,SavedNetwork/15_15_1_99.pth,dmu13.txt,1,5060.0,12.9529390335083
5,SavedNetwork/15_15_1_99.pth,dmu14.txt,1,4545.0,13.063831090927124
5,SavedNetwork/15_15_1_99.pth,dmu15.txt,1,4605.0,12.397114038467407
5,SavedNetwork/15_15_1_99.pth,dmu16.txt,1,5297.0,21.485218048095703
5,SavedNetwork/15_15_1_99.pth,dmu17.txt,1,5392.0,20.426831007003784
