makespan,3036.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,53.0,125.0,204.0,206.0,443.0,587.0,648.0,881.0,1006.0,1060.0,1230.0,1254.0,1509.0,1569.0,1820.0,2083.0,2188.0,2473.0,2594.0
job 1,0.0,7.0,10.0,89.0,164.0,372.0,607.0,661.0,668.0,774.0,858.0,1198.0,1360.0,1407.0,1442.0,1729.0,1761.0,1815.0,1935.0,2082.0
job 2,43.0,117.0,206.0,269.0,550.0,663.0,805.0,984.0,1175.0,1317.0,1377.0,1459.0,1597.0,1633.0,1682.0,1806.0,1983.0,2107.0,2189.0,2306.0
job 3,40.0,156.0,339.0,709.0,749.0,751.0,805.0,1021.0,1117.0,1295.0,1365.0,1402.0,1631.0,1702.0,1855.0,2067.0,2210.0,2300.0,2350.0,2402.0
job 4,0.0,106.0,180.0,279.0,461.0,530.0,723.0,1006.0,1103.0,1540.0,1623.0,1659.0,1748.0,1761.0,2088.0,2186.0,2578.0,2661.0,2723.0,2990.0
job 5,0.0,1.0,97.0,161.0,300.0,625.0,660.0,844.0,864.0,1075.0,1136.0,1210.0,1357.0,1526.0,1844.0,1912.0,1983.0,2032.0,2181.0,2320.0
job 6,190.0,518.0,607.0,1077.0,1238.0,1467.0,1549.0,1601.0,1649.0,1818.0,1901.0,2039.0,2131.0,2148.0,2298.0,2377.0,2449.0,2516.0,2614.0,2645.0
job 7,42.0,257.0,535.0,572.0,591.0,626.0,896.0,958.0,1034.0,1234.0,1398.0,1588.0,1704.0,1950.0,2034.0,2035.0,2066.0,2468.0,2524.0,2592.0
job 8,0.0,120.0,303.0,383.0,461.0,518.0,558.0,768.0,845.0,847.0,863.0,1039.0,1351.0,1556.0,1632.0,1672.0,2047.0,2262.0,2309.0,2466.0
job 9,0.0,35.0,459.0,540.0,726.0,847.0,920.0,994.0,1128.0,1448.0,1454.0,1702.0,1798.0,1854.0,1913.0,2101.0,2488.0,2578.0,2671.0,2834.0
job 10,10.0,186.0,212.0,592.0,789.0,834.0,999.0,1112.0,1164.0,1192.0,1343.0,1686.0,1753.0,2008.0,2139.0,2162.0,2338.0,2387.0,2466.0,2488.0
