makespan,3063.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,427.0,717.0,928.0,1012.0,1167.0,1175.0,1297.0,1440.0,1571.0,1580.0,1826.0,1861.0,1901.0,2055.0,2111.0,2116.0,2194.0,2392.0,2510.0
job 1,231.0,310.0,326.0,369.0,372.0,373.0,520.0,539.0,706.0,755.0,797.0,989.0,1133.0,1269.0,1555.0,1894.0,1999.0,2189.0,2242.0,2327.0
job 2,33.0,408.0,515.0,553.0,581.0,601.0,871.0,1049.0,1143.0,1459.0,1545.0,1737.0,1779.0,1827.0,1855.0,1991.0,2078.0,2084.0,2431.0,2518.0
job 3,0.0,291.0,351.0,609.0,662.0,854.0,903.0,949.0,964.0,972.0,977.0,1045.0,1126.0,1179.0,1326.0,1543.0,1642.0,1960.0,2320.0,2594.0
job 4,0.0,50.0,343.0,447.0,488.0,665.0,831.0,868.0,1143.0,1241.0,1297.0,1304.0,1312.0,1368.0,1556.0,1728.0,1850.0,2031.0,2037.0,2066.0
job 5,0.0,59.0,182.0,503.0,585.0,669.0,868.0,962.0,1007.0,1326.0,1332.0,1334.0,1348.0,1532.0,1629.0,1811.0,1861.0,1934.0,1960.0,2320.0
job 6,87.0,344.0,420.0,447.0,479.0,484.0,486.0,488.0,499.0,601.0,665.0,755.0,934.0,1012.0,1220.0,1279.0,1312.0,1500.0,1535.0,1583.0
job 7,14.0,172.0,269.0,529.0,660.0,723.0,967.0,976.0,1328.0,1433.0,1582.0,1654.0,1961.0,2036.0,2278.0,2359.0,2544.0,2634.0,2781.0,2786.0
job 8,0.0,60.0,177.0,295.0,569.0,786.0,949.0,1022.0,1023.0,1045.0,1073.0,1308.0,1428.0,1583.0,1884.0,1960.0,2083.0,2217.0,2292.0,2359.0
job 9,29.0,229.0,479.0,585.0,607.0,715.0,1071.0,1163.0,1175.0,1211.0,1415.0,1495.0,1532.0,1750.0,1837.0,1860.0,1918.0,2116.0,2165.0,2330.0
job 10,45.0,270.0,311.0,358.0,369.0,576.0,766.0,984.0,1098.0,1398.0,1738.0,1815.0,1935.0,2165.0,2167.0,2327.0,2579.0,2670.0,2839.0,2927.0
job 11,0.0,95.0,312.0,484.0,594.0,665.0,827.0,978.0,1090.0,1188.0,1194.0,1348.0,1650.0,1737.0,1741.0,1888.0,1928.0,1935.0,2549.0,2584.0
job 12,64.0,182.0,313.0,469.0,646.0,706.0,894.0,1078.0,1210.0,1383.0,1448.0,1542.0,1815.0,1965.0,2033.0,2094.0,2428.0,2724.0,2762.0,2851.0
job 13,0.0,14.0,43.0,121.0,181.0,333.0,366.0,644.0,903.0,1094.0,1178.0,1304.0,1415.0,1633.0,1635.0,1733.0,1761.0,2111.0,2165.0,2298.0
job 14,241.0,324.0,404.0,641.0,659.0,924.0,1163.0,1220.0,1419.0,1516.0,1543.0,1588.0,1633.0,1653.0,1773.0,1850.0,2144.0,2291.0,2345.0,2417.0
job 15,60.0,132.0,150.0,398.0,487.0,777.0,873.0,967.0,1063.0,1339.0,1362.0,1425.0,1733.0,1750.0,2219.0,2278.0,2392.0,2559.0,2840.0,2850.0
job 16,207.0,270.0,306.0,338.0,491.0,569.0,654.0,669.0,731.0,962.0,1241.0,1328.0,1368.0,1433.0,1500.0,1516.0,1611.0,1853.0,2165.0,2229.0
job 17,0.0,138.0,179.0,232.0,513.0,751.0,893.0,964.0,978.0,1058.0,1198.0,1269.0,1362.0,1512.0,1741.0,1837.0,1943.0,2202.0,2501.0,2594.0
job 18,156.0,241.0,291.0,324.0,586.0,662.0,674.0,788.0,844.0,939.0,1189.0,1448.0,1635.0,1774.0,1962.0,2055.0,2071.0,2137.0,2366.0,2699.0
job 19,324.0,498.0,686.0,873.0,931.0,980.0,1112.0,1399.0,1538.0,1950.0,2031.0,2055.0,2074.0,2387.0,2705.0,2770.0,2840.0,2904.0,3001.0,3026.0
job 20,0.0,29.0,87.0,150.0,340.0,666.0,675.0,777.0,827.0,976.0,1007.0,1444.0,1720.0,1896.0,2137.0,2169.0,2242.0,2299.0,2320.0,2486.0
