makespan,2895.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,327.0,630.0,718.0,927.0,1225.0,1316.0,1464.0,1608.0,1669.0,1705.0,1984.0,1997.0,2107.0,2251.0,2320.0,2420.0,2493.0,2549.0,2609.0
job 1,179.0,344.0,444.0,730.0,791.0,866.0,1060.0,1151.0,1439.0,1688.0,1856.0,2135.0,2141.0,2250.0,2341.0,2584.0,2667.0,2675.0,2702.0,2771.0
job 2,161.0,256.0,330.0,401.0,406.0,579.0,643.0,737.0,955.0,1047.0,1053.0,1207.0,1256.0,1438.0,1670.0,1886.0,1980.0,2016.0,2082.0,2154.0
job 3,40.0,231.0,321.0,676.0,765.0,769.0,937.0,1174.0,1376.0,1765.0,1857.0,2226.0,2283.0,2382.0,2404.0,2421.0,2486.0,2615.0,2687.0,2769.0
job 4,0.0,24.0,108.0,141.0,357.0,603.0,836.0,1208.0,1571.0,1649.0,1838.0,1930.0,1966.0,2170.0,2396.0,2464.0,2506.0,2508.0,2562.0,2616.0
job 5,24.0,332.0,597.0,725.0,849.0,924.0,935.0,1052.0,1130.0,1447.0,1534.0,1853.0,1855.0,1949.0,2153.0,2170.0,2421.0,2667.0,2728.0,2771.0
job 6,52.0,124.0,286.0,420.0,651.0,894.0,988.0,1047.0,1209.0,1504.0,1588.0,1591.0,1601.0,1623.0,1654.0,2067.0,2082.0,2281.0,2411.0,2473.0
job 7,0.0,121.0,217.0,247.0,272.0,406.0,499.0,547.0,637.0,676.0,820.0,970.0,1299.0,1400.0,1435.0,1459.0,1548.0,1857.0,2016.0,2108.0
job 8,0.0,8.0,51.0,123.0,451.0,490.0,652.0,742.0,828.0,894.0,977.0,1024.0,1082.0,1326.0,1672.0,2028.0,2147.0,2218.0,2279.0,2382.0
job 9,129.0,301.0,350.0,360.0,494.0,800.0,929.0,1182.0,1251.0,1271.0,1452.0,1602.0,1608.0,1914.0,1964.0,2008.0,2090.0,2092.0,2404.0,2496.0
job 10,94.0,150.0,280.0,377.0,595.0,879.0,1127.0,1174.0,1316.0,1569.0,1738.0,2088.0,2179.0,2222.0,2226.0,2581.0,2675.0,2739.0,2764.0,2851.0
job 11,151.0,243.0,289.0,492.0,521.0,714.0,887.0,948.0,1158.0,1208.0,1503.0,1595.0,1649.0,1708.0,1733.0,1790.0,1876.0,2124.0,2163.0,2336.0
job 12,2.0,7.0,8.0,217.0,414.0,658.0,877.0,929.0,958.0,1082.0,1226.0,1384.0,1470.0,1718.0,1787.0,2097.0,2191.0,2318.0,2396.0,2399.0
job 13,77.0,161.0,365.0,445.0,464.0,674.0,799.0,836.0,882.0,1053.0,1206.0,1282.0,1384.0,1404.0,1649.0,1718.0,1738.0,1779.0,1893.0,2142.0
job 14,72.0,126.0,325.0,331.0,561.0,695.0,822.0,988.0,1097.0,1151.0,1396.0,1447.0,1627.0,1649.0,1660.0,1704.0,1964.0,2010.0,2150.0,2464.0
job 15,27.0,256.0,379.0,420.0,463.0,500.0,575.0,597.0,791.0,1078.0,1158.0,1266.0,1401.0,1459.0,1609.0,1760.0,1815.0,1839.0,1897.0,1915.0
job 16,15.0,69.0,217.0,321.0,407.0,494.0,572.0,752.0,762.0,820.0,1003.0,1016.0,1052.0,1170.0,1271.0,1305.0,1316.0,1468.0,1563.0,1655.0
job 17,148.0,217.0,274.0,280.0,399.0,445.0,718.0,742.0,889.0,993.0,1241.0,1475.0,1654.0,1871.0,1893.0,1917.0,1966.0,2117.0,2225.0,2307.0
job 18,7.0,255.0,331.0,357.0,554.0,586.0,591.0,803.0,866.0,915.0,1211.0,1299.0,1365.0,1533.0,1571.0,1620.0,2018.0,2028.0,2048.0,2283.0
job 19,0.0,77.0,256.0,500.0,701.0,800.0,859.0,1016.0,1048.0,1156.0,1219.0,1459.0,1745.0,1972.0,2067.0,2097.0,2194.0,2361.0,2379.0,2508.0
job 20,24.0,185.0,285.0,533.0,630.0,674.0,762.0,782.0,1017.0,1060.0,1328.0,1396.0,1563.0,1660.0,1685.0,1733.0,1813.0,1911.0,2154.0,2255.0
job 21,0.0,52.0,418.0,452.0,679.0,714.0,960.0,1219.0,1300.0,1346.0,1366.0,1376.0,1384.0,1623.0,1897.0,1972.0,2118.0,2251.0,2259.0,2334.0
job 22,69.0,129.0,158.0,332.0,521.0,533.0,765.0,988.0,1115.0,1207.0,1541.0,1675.0,1745.0,1798.0,1837.0,1966.0,2107.0,2399.0,2608.0,2687.0
job 23,0.0,192.0,464.0,554.0,676.0,744.0,891.0,960.0,1075.0,1127.0,1148.0,1207.0,1591.0,1703.0,1782.0,1930.0,2030.0,2082.0,2134.0,2212.0
job 24,134.0,231.0,285.0,492.0,575.0,744.0,986.0,1078.0,1255.0,1562.0,1629.0,1643.0,2150.0,2153.0,2261.0,2495.0,2545.0,2581.0,2584.0,2615.0
job 25,0.0,27.0,107.0,256.0,280.0,506.0,718.0,826.0,1052.0,1306.0,1396.0,1839.0,2154.0,2243.0,2307.0,2344.0,2345.0,2380.0,2506.0,2571.0
job 26,0.0,65.0,243.0,424.0,742.0,800.0,924.0,1112.0,1182.0,1283.0,1588.0,1997.0,2088.0,2134.0,2211.0,2255.0,2328.0,2499.0,2567.0,2646.0
job 27,0.0,40.0,97.0,166.0,235.0,285.0,586.0,900.0,1142.0,1209.0,1325.0,1384.0,1413.0,1462.0,1615.0,1672.0,2106.0,2243.0,2344.0,2548.0
job 28,0.0,124.0,219.0,490.0,572.0,726.0,822.0,972.0,1003.0,1316.0,1435.0,1882.0,1893.0,1955.0,1986.0,2191.0,2251.0,2261.0,2396.0,2472.0
job 29,150.0,299.0,547.0,595.0,780.0,849.0,928.0,970.0,1058.0,1130.0,1170.0,1252.0,1346.0,1396.0,1815.0,1973.0,2082.0,2344.0,2588.0,2609.0
