makespan,tensor(2291.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,68.0,168.0,257.0,366.0,485.0,588.0,607.0,644.0,786.0,846.0,902.0,950.0,1139.0,1481.0,1547.0,1643.0,1655.0,1922.0,2010.0,2099.0
job 1,364.0,442.0,535.0,585.0,790.0,836.0,923.0,1041.0,1067.0,1155.0,1238.0,1315.0,1389.0,1479.0,1566.0,1688.0,1779.0,1813.0,2028.0,2266.0
job 2,0.0,88.0,185.0,252.0,364.0,459.0,550.0,646.0,735.0,772.0,782.0,1133.0,1233.0,1335.0,1399.0,1416.0,1502.0,1621.0,1769.0,2010.0
job 3,5.0,127.0,205.0,412.0,550.0,635.0,712.0,882.0,1040.0,1196.0,1210.0,1250.0,1538.0,1614.0,1655.0,1680.0,1836.0,1892.0,1931.0,1965.0
job 4,72.0,112.0,252.0,353.0,385.0,447.0,477.0,567.0,644.0,869.0,1005.0,1110.0,1182.0,1312.0,1744.0,1798.0,1868.0,2124.0,2177.0,2230.0
job 5,0.0,135.0,273.0,371.0,447.0,546.0,568.0,633.0,726.0,993.0,1086.0,1165.0,1305.0,1317.0,1396.0,1497.0,1586.0,1642.0,1801.0,1836.0
job 6,0.0,95.0,184.0,269.0,541.0,694.0,763.0,889.0,981.0,1086.0,1210.0,1242.0,1301.0,1362.0,1391.0,1565.0,1691.0,1770.0,2041.0,2267.0
job 7,0.0,90.0,130.0,143.0,234.0,320.0,475.0,535.0,725.0,765.0,874.0,969.0,1057.0,1853.0,1922.0,2042.0,2061.0,2246.0,2267.0,2271.0
job 8,129.0,164.0,193.0,298.0,399.0,478.0,518.0,667.0,879.0,952.0,961.0,1242.0,1547.0,1639.0,1708.0,1776.0,1884.0,1911.0,2005.0,2201.0
job 9,92.0,164.0,277.0,307.0,400.0,478.0,532.0,641.0,783.0,857.0,869.0,913.0,937.0,997.0,1066.0,1656.0,1768.0,1962.0,2008.0,2140.0
job 10,0.0,154.0,342.0,593.0,646.0,687.0,1229.0,1328.0,1484.0,1667.0,1682.0,1694.0,1736.0,1768.0,1769.0,1877.0,1884.0,1950.0,2042.0,2177.0
job 11,310.0,322.0,328.0,357.0,432.0,509.0,586.0,866.0,933.0,1097.0,1233.0,1250.0,1308.0,1325.0,1487.0,1537.0,1562.0,1739.0,1828.0,2083.0
job 12,96.0,126.0,130.0,439.0,531.0,633.0,718.0,933.0,1086.0,1268.0,1324.0,1419.0,1421.0,1518.0,1531.0,1682.0,1773.0,1854.0,2032.0,2125.0
job 13,0.0,26.0,27.0,107.0,582.0,646.0,694.0,957.0,1315.0,1390.0,1440.0,1537.0,1570.0,1680.0,1688.0,1946.0,2024.0,2080.0,2230.0,2266.0
job 14,164.0,266.0,437.0,486.0,512.0,586.0,650.0,1151.0,1233.0,1269.0,1315.0,1394.0,1492.0,1518.0,1614.0,1733.0,1847.0,1884.0,1971.0,2151.0
job 15,0.0,51.0,127.0,328.0,495.0,627.0,953.0,1014.0,1131.0,1183.0,1396.0,1484.0,1545.0,1565.0,1857.0,1946.0,1951.0,2008.0,2018.0,2097.0
job 16,31.0,95.0,96.0,183.0,555.0,733.0,844.0,909.0,978.0,1101.0,1143.0,1286.0,1601.0,1681.0,1721.0,1764.0,1847.0,2024.0,2028.0,2124.0
job 17,0.0,100.0,486.0,582.0,642.0,650.0,679.0,763.0,1006.0,1077.0,1146.0,1307.0,1399.0,1484.0,1497.0,1681.0,1892.0,2018.0,2063.0,2190.0
job 18,0.0,250.0,357.0,632.0,685.0,760.0,994.0,1040.0,1147.0,1238.0,1335.0,1798.0,1836.0,1842.0,1874.0,2013.0,2032.0,2097.0,2102.0,2190.0
job 19,36.0,218.0,353.0,567.0,593.0,679.0,761.0,795.0,889.0,969.0,981.0,1274.0,1450.0,1481.0,1546.0,1613.0,1711.0,1971.0,1990.0,2210.0
job 20,134.0,224.0,271.0,417.0,445.0,520.0,577.0,671.0,763.0,836.0,1182.0,1233.0,1276.0,1301.0,1387.0,1390.0,1531.0,1906.0,2049.0,2130.0
job 21,0.0,94.0,385.0,533.0,664.0,761.0,850.0,861.0,940.0,1050.0,1148.0,1230.0,1317.0,1350.0,1414.0,1558.0,1571.0,1836.0,2070.0,2140.0
job 22,0.0,92.0,205.0,261.0,428.0,435.0,466.0,512.0,646.0,836.0,923.0,1014.0,1266.0,1353.0,1414.0,1574.0,1676.0,1726.0,1911.0,2024.0
job 23,0.0,5.0,261.0,285.0,344.0,432.0,601.0,706.0,822.0,879.0,901.0,937.0,1022.0,1414.0,1492.0,1564.0,1577.0,2028.0,2125.0,2201.0
job 24,0.0,295.0,322.0,400.0,464.0,568.0,585.0,671.0,779.0,855.0,865.0,895.0,1125.0,1216.0,1397.0,1484.0,1765.0,1857.0,1990.0,2266.0
job 25,0.0,154.0,251.0,345.0,412.0,432.0,439.0,554.0,708.0,781.0,867.0,924.0,1216.0,1286.0,1371.0,1419.0,1572.0,1773.0,1854.0,1999.0
job 26,0.0,31.0,55.0,93.0,192.0,250.0,298.0,305.0,359.0,426.0,531.0,775.0,943.0,1057.0,1131.0,1193.0,1472.0,1979.0,2061.0,2147.0
job 27,126.0,175.0,273.0,407.0,485.0,582.0,664.0,754.0,850.0,1146.0,1151.0,1207.0,1305.0,1571.0,1711.0,1868.0,1927.0,2080.0,2151.0,2221.0
job 28,0.0,63.0,130.0,190.0,239.0,306.0,359.0,738.0,754.0,827.0,866.0,1067.0,1129.0,1253.0,1520.0,1601.0,1661.0,1676.0,1764.0,1839.0
job 29,63.0,134.0,224.0,305.0,520.0,693.0,718.0,781.0,959.0,1029.0,1103.0,1202.0,1440.0,1565.0,1566.0,1641.0,1655.0,1779.0,1874.0,1939.0
