makespan,2854.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,6.0,51.0,211.0,301.0,445.0,537.0,633.0,689.0,802.0,825.0,845.0,910.0,1065.0,1096.0,1228.0,1304.0,1333.0,1393.0,1553.0,1663.0
job 1,51.0,110.0,305.0,325.0,380.0,411.0,615.0,683.0,735.0,949.0,982.0,999.0,1031.0,1254.0,1445.0,1480.0,1488.0,1625.0,1702.0,1936.0
job 2,80.0,175.0,383.0,612.0,720.0,788.0,802.0,868.0,1012.0,1069.0,1313.0,1434.0,1569.0,1916.0,2013.0,2111.0,2153.0,2251.0,2375.0,2528.0
job 3,114.0,302.0,411.0,479.0,830.0,1032.0,1094.0,1179.0,1236.0,1246.0,1527.0,1616.0,1893.0,1971.0,1991.0,2299.0,2427.0,2463.0,2515.0,2625.0
job 4,0.0,67.0,223.0,309.0,381.0,577.0,648.0,972.0,1069.0,1153.0,1246.0,1470.0,1476.0,1546.0,1555.0,1707.0,1987.0,2102.0,2238.0,2277.0
job 5,0.0,55.0,111.0,142.0,209.0,305.0,382.0,429.0,433.0,598.0,705.0,779.0,829.0,868.0,946.0,958.0,1105.0,1343.0,1643.0,1740.0
job 6,149.0,246.0,303.0,381.0,594.0,666.0,858.0,1158.0,1410.0,1583.0,1625.0,1892.0,1944.0,1958.0,2095.0,2164.0,2587.0,2682.0,2756.0,2836.0
job 7,0.0,111.0,205.0,539.0,683.0,878.0,985.0,1168.0,1278.0,1452.0,1594.0,1631.0,1971.0,2182.0,2237.0,2369.0,2443.0,2501.0,2559.0,2690.0
job 8,0.0,146.0,423.0,708.0,788.0,802.0,807.0,946.0,1096.0,1181.0,1453.0,1617.0,1658.0,1907.0,2004.0,2137.0,2432.0,2580.0,2655.0,2686.0
job 9,234.0,327.0,379.0,582.0,723.0,767.0,783.0,829.0,923.0,989.0,1163.0,1212.0,1400.0,1466.0,1586.0,1896.0,1983.0,2284.0,2372.0,2523.0
job 10,38.0,117.0,380.0,403.0,558.0,698.0,722.0,906.0,985.0,1096.0,1283.0,1474.0,1651.0,1819.0,2048.0,2192.0,2403.0,2496.0,2523.0,2536.0
job 11,101.0,407.0,493.0,779.0,848.0,982.0,998.0,1310.0,1603.0,1816.0,1848.0,2028.0,2220.0,2301.0,2320.0,2615.0,2620.0,2682.0,2705.0,2708.0
job 12,18.0,483.0,574.0,714.0,758.0,815.0,881.0,913.0,1009.0,1219.0,1262.0,1466.0,1544.0,1586.0,1780.0,2090.0,2204.0,2287.0,2469.0,2566.0
job 13,0.0,301.0,373.0,411.0,443.0,460.0,507.0,598.0,689.0,855.0,1070.0,1150.0,1153.0,1176.0,1271.0,1302.0,1758.0,1851.0,2018.0,2102.0
job 14,73.0,135.0,403.0,488.0,518.0,601.0,605.0,836.0,925.0,1094.0,1262.0,1361.0,1378.0,1443.0,1569.0,1671.0,1700.0,1848.0,2135.0,2503.0
job 15,67.0,201.0,366.0,565.0,649.0,664.0,880.0,1091.0,1510.0,1593.0,1658.0,1666.0,1867.0,2164.0,2251.0,2372.0,2427.0,2515.0,2518.0,2742.0
job 16,85.0,279.0,475.0,570.0,577.0,610.0,612.0,618.0,843.0,934.0,1031.0,1093.0,1242.0,1443.0,1506.0,1702.0,1747.0,1827.0,2013.0,2153.0
job 17,15.0,38.0,167.0,443.0,528.0,649.0,804.0,830.0,1150.0,1378.0,1569.0,1611.0,1617.0,1735.0,1792.0,1819.0,1958.0,2095.0,2133.0,2226.0
job 18,38.0,80.0,209.0,277.0,305.0,381.0,513.0,720.0,998.0,1333.0,1430.0,1514.0,1569.0,1668.0,1983.0,1997.0,2213.0,2294.0,2317.0,2547.0
job 19,0.0,7.0,65.0,252.0,493.0,605.0,846.0,960.0,1059.0,1169.0,1427.0,1474.0,1722.0,1780.0,1858.0,1907.0,2132.0,2375.0,2432.0,2495.0
job 20,0.0,85.0,187.0,292.0,380.0,440.0,527.0,618.0,668.0,687.0,723.0,837.0,921.0,986.0,1030.0,1133.0,1302.0,1654.0,1738.0,1939.0
job 21,110.0,339.0,528.0,665.0,836.0,846.0,903.0,1119.0,1215.0,1229.0,1263.0,1380.0,1452.0,1455.0,1666.0,1928.0,1956.0,1972.0,2172.0,2301.0
job 22,55.0,146.0,201.0,349.0,439.0,598.0,740.0,914.0,1057.0,1215.0,1267.0,1312.0,1571.0,1583.0,1944.0,1997.0,2102.0,2322.0,2375.0,2620.0
job 23,0.0,41.0,288.0,460.0,520.0,581.0,609.0,687.0,739.0,972.0,1229.0,1267.0,1480.0,1504.0,1875.0,2110.0,2372.0,2536.0,2537.0,2547.0
job 24,0.0,67.0,216.0,246.0,279.0,432.0,702.0,796.0,836.0,1143.0,1311.0,1515.0,1738.0,1809.0,1892.0,1974.0,2133.0,2192.0,2320.0,2375.0
job 25,130.0,386.0,457.0,522.0,570.0,692.0,761.0,858.0,1069.0,1143.0,1152.0,1307.0,1400.0,1515.0,1531.0,1851.0,1931.0,2237.0,2327.0,2390.0
job 26,0.0,18.0,186.0,252.0,288.0,518.0,609.0,664.0,722.0,807.0,1129.0,1300.0,1361.0,1374.0,1593.0,1810.0,1991.0,2073.0,2090.0,2095.0
job 27,50.0,205.0,277.0,379.0,702.0,761.0,836.0,910.0,986.0,1106.0,1236.0,1307.0,1488.0,1603.0,1676.0,1752.0,1792.0,2038.0,2095.0,2138.0
job 28,327.0,433.0,630.0,729.0,783.0,1090.0,1226.0,1278.0,1328.0,1493.0,1740.0,1810.0,1875.0,1891.0,2051.0,2132.0,2137.0,2204.0,2213.0,2277.0
job 29,0.0,37.0,41.0,404.0,544.0,758.0,804.0,878.0,889.0,987.0,1349.0,1555.0,1603.0,1643.0,1664.0,1668.0,1671.0,1760.0,1803.0,2020.0
