makespan,tensor(2250.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,109.0,159.0,234.0,312.0,330.0,405.0,501.0,918.0,1050.0,1111.0,1211.0,1267.0,1331.0,1360.0,1803.0,1967.0,2002.0,2077.0,2184.0
job 1,86.0,121.0,218.0,251.0,276.0,465.0,498.0,913.0,975.0,1103.0,1267.0,1356.0,1440.0,1516.0,1608.0,1676.0,1714.0,1780.0,1856.0,2021.0
job 2,0.0,10.0,40.0,75.0,277.0,286.0,580.0,693.0,787.0,794.0,1054.0,1139.0,1232.0,1351.0,1547.0,1605.0,1664.0,1783.0,1950.0,1982.0
job 3,516.0,606.0,625.0,658.0,665.0,690.0,715.0,743.0,753.0,901.0,1208.0,1313.0,1341.0,1403.0,1776.0,1819.0,1878.0,1944.0,2023.0,2081.0
job 4,73.0,162.0,209.0,304.0,328.0,674.0,756.0,837.0,952.0,986.0,1077.0,1107.0,1381.0,1494.0,1522.0,1622.0,1714.0,1771.0,2070.0,2179.0
job 5,94.0,233.0,299.0,606.0,682.0,776.0,852.0,870.0,1063.0,1126.0,1338.0,1567.0,1615.0,1665.0,1753.0,1784.0,1846.0,1873.0,2128.0,2164.0
job 6,62.0,370.0,499.0,597.0,665.0,755.0,781.0,817.0,1013.0,1074.0,1136.0,1211.0,1253.0,1276.0,1301.0,1338.0,1455.0,1834.0,2007.0,2051.0
job 7,0.0,1.0,55.0,299.0,457.0,481.0,579.0,775.0,859.0,1431.0,1520.0,1567.0,1748.0,1758.0,1856.0,1939.0,2035.0,2070.0,2176.0,2208.0
job 8,0.0,85.0,89.0,149.0,277.0,285.0,374.0,593.0,715.0,756.0,793.0,1142.0,1255.0,1424.0,1522.0,1626.0,1708.0,1743.0,1806.0,1916.0
job 9,0.0,9.0,211.0,324.0,358.0,431.0,682.0,742.0,986.0,1343.0,1381.0,1405.0,1484.0,1505.0,1608.0,1703.0,1858.0,1902.0,2039.0,2207.0
job 10,120.0,178.0,247.0,310.0,395.0,496.0,817.0,905.0,914.0,930.0,982.0,1111.0,1214.0,1307.0,1356.0,1409.0,1973.0,2007.0,2141.0,2190.0
