makespan,2611.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,125.0,297.0,495.0,602.0,622.0,852.0,1090.0,1160.0,1257.0,1310.0,1593.0,1661.0,1716.0,1726.0,1911.0,2126.0,2273.0,2416.0,2469.0
job 1,17.0,249.0,383.0,442.0,461.0,494.0,613.0,836.0,1041.0,1197.0,1289.0,1438.0,1589.0,1658.0,1727.0,1771.0,1862.0,2075.0,2219.0,2306.0
job 2,0.0,5.0,90.0,205.0,240.0,451.0,646.0,763.0,956.0,993.0,1113.0,1147.0,1278.0,1444.0,1527.0,1632.0,1664.0,1761.0,2259.0,2363.0
job 3,23.0,90.0,218.0,296.0,369.0,429.0,586.0,882.0,946.0,962.0,1039.0,1114.0,1231.0,1294.0,1533.0,1682.0,1835.0,1998.0,2062.0,2180.0
job 4,0.0,145.0,222.0,320.0,567.0,649.0,682.0,818.0,889.0,908.0,1058.0,1147.0,1251.0,1298.0,1374.0,1411.0,1459.0,1489.0,1601.0,1689.0
job 5,0.0,23.0,173.0,205.0,279.0,320.0,321.0,607.0,665.0,692.0,775.0,803.0,928.0,933.0,1099.0,1114.0,1374.0,1426.0,1489.0,1637.0
job 6,42.0,79.0,266.0,285.0,417.0,585.0,693.0,763.0,1043.0,1125.0,1197.0,1486.0,1559.0,1644.0,1673.0,1727.0,2042.0,2139.0,2209.0,2261.0
job 7,0.0,82.0,160.0,377.0,573.0,677.0,718.0,875.0,892.0,1147.0,1294.0,1489.0,1546.0,1768.0,1839.0,1883.0,1974.0,2174.0,2271.0,2365.0
job 8,0.0,99.0,190.0,450.0,542.0,581.0,745.0,830.0,833.0,1107.0,1183.0,1244.0,1310.0,1523.0,1568.0,1606.0,1765.0,1806.0,1908.0,2059.0
job 9,0.0,197.0,392.0,521.0,622.0,763.0,852.0,924.0,977.0,1125.0,1252.0,1420.0,1629.0,1716.0,1939.0,2001.0,2075.0,2140.0,2162.0,2333.0
