makespan,2784.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,27.0,215.0,451.0,545.0,708.0,711.0,883.0,1279.0,1630.0,1699.0,1877.0,1931.0,1935.0,2109.0,2193.0,2261.0,2278.0,2602.0,2685.0,2705.0
job 1,0.0,23.0,31.0,146.0,157.0,274.0,500.0,630.0,758.0,814.0,965.0,1046.0,1064.0,1597.0,1673.0,1731.0,1777.0,1997.0,2193.0,2237.0
job 2,0.0,159.0,521.0,599.0,621.0,699.0,804.0,882.0,890.0,895.0,962.0,1063.0,1151.0,1173.0,1181.0,1298.0,1541.0,1684.0,2018.0,2110.0
job 3,0.0,20.0,159.0,223.0,262.0,285.0,325.0,716.0,807.0,1006.0,1098.0,1181.0,1279.0,1300.0,1402.0,1447.0,1521.0,1770.0,1927.0,2041.0
job 4,0.0,121.0,285.0,313.0,496.0,632.0,668.0,777.0,917.0,986.0,1023.0,1070.0,1218.0,1461.0,1555.0,1710.0,1760.0,1977.0,2192.0,2304.0
job 5,0.0,41.0,114.0,264.0,415.0,428.0,549.0,550.0,912.0,1072.0,1238.0,1303.0,1368.0,1417.0,1555.0,1611.0,1814.0,1953.0,2013.0,2058.0
job 6,0.0,310.0,355.0,357.0,367.0,401.0,599.0,632.0,677.0,849.0,1186.0,1409.0,1456.0,1461.0,1591.0,1692.0,1784.0,1816.0,1881.0,2061.0
job 7,80.0,301.0,657.0,755.0,1137.0,1254.0,1486.0,1685.0,1771.0,1824.0,2164.0,2217.0,2257.0,2334.0,2391.0,2396.0,2488.0,2584.0,2596.0,2726.0
job 8,0.0,118.0,230.0,517.0,585.0,725.0,895.0,1216.0,1238.0,1298.0,1364.0,1428.0,1521.0,1549.0,1791.0,1877.0,1981.0,2315.0,2373.0,2686.0
job 9,28.0,357.0,426.0,587.0,855.0,912.0,1376.0,1451.0,1582.0,1634.0,1685.0,1789.0,1791.0,1887.0,1983.0,2022.0,2114.0,2119.0,2212.0,2647.0
job 10,58.0,105.0,380.0,483.0,547.0,642.0,738.0,883.0,975.0,1006.0,1087.0,1326.0,1409.0,1618.0,1937.0,2004.0,2037.0,2041.0,2383.0,2434.0
job 11,0.0,131.0,216.0,358.0,409.0,488.0,599.0,674.0,819.0,958.0,1054.0,1089.0,1163.0,1246.0,1584.0,1597.0,1753.0,1853.0,1887.0,2102.0
job 12,6.0,31.0,88.0,153.0,361.0,426.0,674.0,714.0,751.0,837.0,908.0,1001.0,1040.0,1087.0,1162.0,1492.0,1623.0,1771.0,2110.0,2164.0
job 13,59.0,360.0,455.0,462.0,595.0,711.0,859.0,1053.0,1170.0,1254.0,1451.0,1486.0,1625.0,1900.0,2144.0,2338.0,2403.0,2520.0,2594.0,2628.0
job 14,30.0,81.0,136.0,428.0,521.0,526.0,751.0,837.0,917.0,1157.0,1368.0,1458.0,1748.0,1796.0,1943.0,2099.0,2403.0,2498.0,2628.0,2707.0
job 15,52.0,120.0,319.0,577.0,657.0,864.0,1013.0,1273.0,1558.0,1850.0,1937.0,1977.0,2033.0,2210.0,2276.0,2391.0,2465.0,2486.0,2569.0,2589.0
job 16,56.0,207.0,288.0,316.0,414.0,452.0,503.0,807.0,855.0,1095.0,1209.0,1305.0,1343.0,1673.0,1684.0,1812.0,1932.0,2037.0,2097.0,2300.0
