makespan,tensor(2162.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,70.0,108.0,141.0,311.0,354.0,522.0,659.0,699.0,760.0,800.0,950.0,1093.0,1184.0,1274.0,1529.0,1627.0,1652.0,1788.0,1861.0,1931.0
job 1,55.0,108.0,192.0,307.0,467.0,945.0,1038.0,1153.0,1157.0,1271.0,1350.0,1462.0,1556.0,1627.0,1649.0,1711.0,1744.0,1768.0,1962.0,2017.0
job 2,25.0,141.0,220.0,232.0,276.0,380.0,451.0,630.0,1038.0,1135.0,1171.0,1211.0,1350.0,1434.0,1522.0,1594.0,1603.0,1643.0,1689.0,1764.0
job 3,431.0,496.0,619.0,768.0,892.0,1050.0,1081.0,1109.0,1196.0,1239.0,1394.0,1488.0,1560.0,1630.0,1672.0,1688.0,1710.0,1917.0,1932.0,2081.0
job 4,0.0,73.0,95.0,217.0,329.0,418.0,459.0,537.0,648.0,915.0,965.0,1074.0,1095.0,1457.0,1708.0,1805.0,1952.0,2009.0,2098.0,2126.0
job 5,0.0,37.0,320.0,383.0,393.0,539.0,610.0,686.0,768.0,924.0,1033.0,1059.0,1084.0,1271.0,1401.0,1664.0,1723.0,1806.0,1832.0,2086.0
job 6,0.0,42.0,178.0,461.0,539.0,578.0,610.0,670.0,856.0,976.0,1121.0,1218.0,1302.0,1404.0,1661.0,1784.0,1876.0,1952.0,2046.0,2086.0
job 7,0.0,165.0,360.0,444.0,458.0,461.0,536.0,723.0,807.0,823.0,1059.0,1157.0,1178.0,1439.0,1499.0,1583.0,1616.0,1714.0,1782.0,2003.0
job 8,0.0,107.0,205.0,298.0,446.0,466.0,528.0,984.0,1126.0,1211.0,1281.0,1386.0,1398.0,1508.0,1594.0,1792.0,1923.0,1936.0,2036.0,2065.0
job 9,242.0,444.0,467.0,478.0,722.0,875.0,950.0,1088.0,1178.0,1213.0,1274.0,1361.0,1401.0,1477.0,1868.0,1960.0,2031.0,2032.0,2061.0,2078.0
job 10,0.0,83.0,152.0,451.0,470.0,680.0,759.0,843.0,924.0,1035.0,1197.0,1259.0,1421.0,1559.0,1639.0,1692.0,1764.0,1989.0,2039.0,2081.0
job 11,15.0,590.0,693.0,697.0,845.0,965.0,1008.0,1060.0,1233.0,1259.0,1269.0,1274.0,1302.0,1386.0,1476.0,1481.0,1606.0,1664.0,1739.0,1764.0
job 12,0.0,73.0,298.0,314.0,364.0,413.0,437.0,800.0,812.0,830.0,959.0,1127.0,1281.0,1344.0,1421.0,1431.0,1493.0,1603.0,2003.0,2036.0
job 13,204.0,315.0,524.0,572.0,575.0,612.0,697.0,777.0,848.0,859.0,884.0,1173.0,1182.0,1282.0,1423.0,1644.0,1821.0,1891.0,1953.0,2150.0
job 14,121.0,212.0,373.0,419.0,538.0,586.0,610.0,797.0,859.0,941.0,987.0,1079.0,1171.0,1537.0,1570.0,1614.0,1626.0,1684.0,1689.0,1768.0
job 15,0.0,78.0,241.0,288.0,304.0,419.0,461.0,575.0,609.0,669.0,760.0,1135.0,1274.0,1386.0,1424.0,1473.0,1508.0,1736.0,1788.0,1904.0
job 16,0.0,92.0,179.0,217.0,232.0,288.0,371.0,446.0,913.0,1012.0,1109.0,1369.0,1439.0,1506.0,1570.0,1643.0,1710.0,1796.0,1865.0,1883.0
job 17,0.0,94.0,205.0,241.0,578.0,672.0,827.0,915.0,956.0,1292.0,1369.0,1424.0,1462.0,1529.0,1630.0,1644.0,1683.0,1692.0,1768.0,1851.0
job 18,38.0,107.0,192.0,812.0,853.0,854.0,946.0,1002.0,1182.0,1412.0,1518.0,1560.0,1571.0,1805.0,1821.0,1883.0,1897.0,1964.0,2000.0,2056.0
job 19,73.0,179.0,205.0,278.0,307.0,395.0,541.0,625.0,670.0,734.0,749.0,841.0,939.0,1182.0,1619.0,1693.0,1851.0,1917.0,1947.0,1995.0
job 20,0.0,167.0,212.0,288.0,453.0,524.0,609.0,772.0,842.0,956.0,1123.0,1212.0,1269.0,1340.0,1404.0,1449.0,1543.0,1711.0,1907.0,2061.0
job 21,371.0,380.0,468.0,877.0,1008.0,1059.0,1069.0,1081.0,1196.0,1202.0,1239.0,1344.0,1571.0,1600.0,1693.0,1714.0,1738.0,1771.0,1897.0,2076.0
job 22,0.0,78.0,94.0,226.0,320.0,357.0,482.0,607.0,840.0,1201.0,1360.0,1476.0,1559.0,1566.0,1688.0,1891.0,1901.0,1953.0,2000.0,2020.0
job 23,78.0,182.0,351.0,544.0,568.0,598.0,603.0,699.0,854.0,889.0,1095.0,1253.0,1275.0,1490.0,1549.0,1552.0,1635.0,1729.0,1751.0,1792.0
job 24,0.0,42.0,148.0,271.0,361.0,496.0,671.0,736.0,842.0,939.0,1002.0,1045.0,1163.0,1318.0,1431.0,1627.0,1774.0,1877.0,1952.0,2031.0
job 25,0.0,127.0,221.0,288.0,534.0,603.0,613.0,697.0,759.0,807.0,996.0,1035.0,1241.0,1546.0,1636.0,1661.0,1777.0,1958.0,2020.0,2089.0
job 26,203.0,302.0,315.0,572.0,619.0,659.0,754.0,859.0,877.0,1149.0,1201.0,1355.0,1449.0,1482.0,1538.0,1549.0,1632.0,1932.0,2055.0,2106.0
job 27,0.0,66.0,160.0,276.0,361.0,455.0,579.0,686.0,700.0,912.0,996.0,1224.0,1291.0,1549.0,1650.0,1720.0,1848.0,1868.0,1958.0,2081.0
job 28,37.0,132.0,245.0,361.0,459.0,536.0,754.0,848.0,942.0,1026.0,1079.0,1121.0,1126.0,1276.0,1433.0,1605.0,1741.0,1777.0,1832.0,2018.0
job 29,198.0,232.0,610.0,680.0,774.0,1205.0,1275.0,1445.0,1513.0,1636.0,1739.0,1768.0,1771.0,1796.0,1885.0,1943.0,1980.0,2032.0,2086.0,2106.0
