makespan,tensor(2082.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,87.0,103.0,283.0,367.0,422.0,466.0,512.0,544.0,609.0,759.0,817.0,913.0,996.0,1091.0,1160.0,1226.0,1281.0,1650.0,1741.0
job 1,0.0,134.0,166.0,289.0,343.0,459.0,518.0,647.0,737.0,926.0,967.0,975.0,1029.0,1089.0,1130.0,1192.0,1596.0,1706.0,1710.0,1802.0
job 2,2.0,80.0,166.0,197.0,286.0,692.0,906.0,926.0,987.0,1365.0,1551.0,1641.0,1736.0,1772.0,1859.0,1905.0,1984.0,1994.0,2009.0,2019.0
job 3,0.0,260.0,482.0,512.0,604.0,619.0,780.0,866.0,957.0,968.0,1050.0,1096.0,1187.0,1568.0,1691.0,1775.0,1818.0,1874.0,1904.0,1994.0
job 4,0.0,58.0,376.0,409.0,539.0,775.0,903.0,999.0,1247.0,1289.0,1382.0,1440.0,1467.0,1490.0,1585.0,1617.0,1643.0,1736.0,1862.0,1901.0
job 5,0.0,138.0,172.0,290.0,388.0,495.0,544.0,590.0,737.0,781.0,868.0,925.0,1069.0,1162.0,1412.0,1557.0,1599.0,1820.0,1900.0,2049.0
job 6,125.0,199.0,251.0,329.0,496.0,542.0,614.0,618.0,693.0,749.0,766.0,841.0,1019.0,1362.0,1391.0,1436.0,1520.0,1609.0,1689.0,2000.0
job 7,41.0,97.0,544.0,550.0,551.0,697.0,997.0,1044.0,1047.0,1101.0,1216.0,1281.0,1371.0,1467.0,1484.0,1525.0,1528.0,1715.0,1802.0,1836.0
job 8,0.0,70.0,162.0,187.0,251.0,282.0,317.0,435.0,571.0,866.0,930.0,987.0,1078.0,1123.0,1172.0,1665.0,1822.0,1897.0,1982.0,2012.0
job 9,0.0,41.0,103.0,224.0,309.0,409.0,495.0,594.0,778.0,793.0,847.0,1178.0,1304.0,1350.0,1480.0,1609.0,1626.0,1689.0,1916.0,2000.0
job 10,87.0,172.0,215.0,345.0,427.0,570.0,680.0,871.0,968.0,1022.0,1116.0,1272.0,1294.0,1527.0,1825.0,1916.0,1939.0,1984.0,1993.0,2049.0
job 11,0.0,5.0,140.0,188.0,340.0,404.0,429.0,547.0,653.0,687.0,757.0,1204.0,1234.0,1258.0,1320.0,1454.0,1465.0,1607.0,1615.0,1787.0
job 12,60.0,64.0,146.0,224.0,671.0,836.0,930.0,1047.0,1285.0,1346.0,1462.0,1576.0,1639.0,1664.0,1684.0,1802.0,1822.0,1874.0,1919.0,2013.0
job 13,0.0,71.0,119.0,251.0,309.0,365.0,405.0,484.0,526.0,584.0,721.0,772.0,787.0,830.0,1289.0,1363.0,1432.0,1498.0,1710.0,1794.0
job 14,0.0,7.0,387.0,409.0,491.0,585.0,648.0,721.0,1011.0,1035.0,1078.0,1130.0,1189.0,1217.0,1284.0,1436.0,1494.0,1704.0,1718.0,1802.0
job 15,291.0,448.0,520.0,622.0,653.0,766.0,847.0,968.0,997.0,1080.0,1162.0,1242.0,1276.0,1284.0,1435.0,1528.0,1609.0,1772.0,1849.0,1941.0
job 16,33.0,369.0,376.0,508.0,519.0,671.0,751.0,880.0,1010.0,1091.0,1183.0,1202.0,1212.0,1258.0,1381.0,1499.0,1575.0,1643.0,1718.0,1811.0
job 17,5.0,64.0,409.0,448.0,542.0,638.0,675.0,687.0,843.0,871.0,1090.0,1163.0,1289.0,1320.0,1465.0,1490.0,1595.0,1684.0,1777.0,1929.0
