makespan,tensor(2166.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,79.0,140.0,211.0,274.0,368.0,434.0,469.0,681.0,754.0,941.0,999.0,1073.0,1148.0,1251.0,1548.0,1732.0,1825.0,1965.0,2153.0
job 1,0.0,120.0,161.0,180.0,261.0,314.0,317.0,395.0,568.0,876.0,1022.0,1085.0,1203.0,1254.0,1404.0,1405.0,1488.0,1830.0,1870.0,1962.0
job 2,0.0,96.0,320.0,434.0,531.0,648.0,890.0,933.0,968.0,1037.0,1079.0,1084.0,1102.0,1178.0,1437.0,1650.0,1739.0,1978.0,2003.0,2146.0
job 3,35.0,55.0,152.0,430.0,448.0,548.0,565.0,596.0,674.0,806.0,883.0,990.0,1506.0,1587.0,1733.0,1825.0,1923.0,1978.0,2073.0,2119.0
job 4,0.0,87.0,215.0,307.0,429.0,455.0,585.0,754.0,814.0,895.0,921.0,1061.0,1075.0,1256.0,1492.0,1567.0,1649.0,1706.0,1987.0,2092.0
job 5,0.0,137.0,235.0,267.0,342.0,395.0,467.0,553.0,675.0,973.0,1068.0,1232.0,1281.0,1308.0,1372.0,1529.0,1610.0,1717.0,1928.0,2068.0
job 6,133.0,240.0,274.0,361.0,430.0,704.0,901.0,912.0,1098.0,1180.0,1203.0,1283.0,1374.0,1376.0,1441.0,1632.0,1730.0,1789.0,1801.0,2041.0
job 7,0.0,89.0,371.0,429.0,463.0,548.0,655.0,903.0,1034.0,1179.0,1238.0,1286.0,1681.0,1754.0,1824.0,1869.0,1900.0,1969.0,2003.0,2098.0
job 8,0.0,227.0,349.0,457.0,519.0,565.0,603.0,948.0,1137.0,1186.0,1254.0,1266.0,1342.0,1460.0,1617.0,1683.0,1754.0,1883.0,2028.0,2103.0
job 9,305.0,611.0,693.0,699.0,720.0,810.0,916.0,995.0,1055.0,1078.0,1084.0,1642.0,1649.0,1712.0,1824.0,1906.0,1985.0,1987.0,2068.0,2119.0
job 10,0.0,521.0,614.0,763.0,772.0,838.0,1097.0,1381.0,1449.0,1467.0,1548.0,1576.0,1620.0,1822.0,1878.0,2012.0,2047.0,2098.0,2140.0,2146.0
job 11,100.0,152.0,242.0,622.0,704.0,720.0,851.0,946.0,1117.0,1301.0,1432.0,1491.0,1492.0,1528.0,1620.0,1654.0,1659.0,1805.0,1847.0,2047.0
job 12,0.0,233.0,319.0,379.0,507.0,596.0,612.0,756.0,851.0,973.0,1002.0,1075.0,1156.0,1401.0,1496.0,1537.0,1676.0,1739.0,1910.0,2053.0
job 13,0.0,69.0,160.0,297.0,377.0,461.0,637.0,773.0,895.0,995.0,1222.0,1360.0,1401.0,1467.0,1529.0,1709.0,1833.0,1924.0,2000.0,2121.0
job 14,113.0,282.0,297.0,441.0,674.0,812.0,886.0,979.0,999.0,1054.0,1213.0,1374.0,1381.0,1456.0,1528.0,1534.0,1712.0,1799.0,1832.0,1835.0
job 15,0.0,69.0,312.0,386.0,396.0,410.0,530.0,579.0,663.0,761.0,1183.0,1277.0,1387.0,1450.0,1567.0,1750.0,1966.0,1998.0,2089.0,2098.0
job 16,38.0,133.0,306.0,319.0,403.0,754.0,756.0,830.0,910.0,999.0,1079.0,1126.0,1256.0,1405.0,1582.0,1676.0,1847.0,1895.0,1984.0,1994.0
job 17,0.0,545.0,628.0,804.0,979.0,1044.0,1126.0,1149.0,1162.0,1211.0,1239.0,1335.0,1347.0,1354.0,1355.0,1570.0,1628.0,1709.0,1837.0,1962.0
job 18,150.0,183.0,233.0,377.0,467.0,601.0,665.0,801.0,841.0,928.0,1119.0,1273.0,1328.0,1405.0,1474.0,1514.0,1574.0,1611.0,1679.0,1984.0
job 19,0.0,67.0,126.0,283.0,546.0,581.0,634.0,704.0,772.0,841.0,912.0,986.0,1107.0,1146.0,1347.0,1409.0,1635.0,1782.0,1878.0,2074.0
job 20,43.0,69.0,77.0,170.0,250.0,772.0,812.0,850.0,941.0,1136.0,1286.0,1417.0,1514.0,1598.0,1610.0,1679.0,1790.0,1809.0,1895.0,1928.0
job 21,0.0,367.0,407.0,494.0,665.0,722.0,996.0,1068.0,1186.0,1242.0,1299.0,1347.0,1420.0,1456.0,1503.0,1509.0,1967.0,2047.0,2056.0,2103.0
job 22,179.0,215.0,314.0,649.0,690.0,886.0,936.0,1037.0,1061.0,1152.0,1242.0,1328.0,1444.0,1463.0,1510.0,1555.0,1582.0,1910.0,2056.0,2116.0
job 23,87.0,191.0,282.0,411.0,446.0,535.0,619.0,782.0,825.0,921.0,1064.0,1162.0,1244.0,1325.0,1328.0,1372.0,1432.0,1450.0,2061.0,2153.0
job 24,0.0,35.0,89.0,115.0,226.0,355.0,377.0,469.0,619.0,681.0,741.0,1042.0,1168.0,1296.0,1541.0,1661.0,1781.0,1837.0,1901.0,2071.0
job 25,386.0,444.0,491.0,537.0,539.0,722.0,763.0,850.0,968.0,1034.0,1145.0,1179.0,1281.0,1375.0,1377.0,1689.0,1734.0,1804.0,1966.0,2000.0
job 26,0.0,53.0,448.0,545.0,605.0,699.0,728.0,846.0,909.0,916.0,1202.0,1351.0,1360.0,1417.0,1503.0,1529.0,1617.0,1654.0,1835.0,2019.0
job 27,0.0,93.0,197.0,455.0,494.0,574.0,655.0,696.0,772.0,782.0,838.0,1080.0,1117.0,1341.0,1716.0,1790.0,1924.0,1956.0,1998.0,2050.0
job 28,0.0,64.0,159.0,261.0,531.0,546.0,617.0,746.0,804.0,869.0,1085.0,1328.0,1405.0,1449.0,1535.0,1583.0,1643.0,1676.0,1726.0,2013.0
job 29,205.0,307.0,377.0,534.0,656.0,909.0,976.0,1027.0,1098.0,1244.0,1413.0,1474.0,1659.0,1799.0,1805.0,1824.0,1830.0,1924.0,1998.0,2098.0
