makespan,2546.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,54.0,175.0,192.0,262.0,336.0,410.0,603.0,668.0,803.0,860.0,1002.0,1094.0,1107.0,1197.0,1250.0,1271.0,1504.0,1566.0,1569.0,1570.0
job 1,8.0,130.0,342.0,402.0,463.0,544.0,838.0,970.0,1094.0,1194.0,1443.0,1480.0,1557.0,1630.0,1736.0,1841.0,2128.0,2177.0,2180.0,2222.0
job 2,0.0,244.0,487.0,533.0,621.0,694.0,867.0,904.0,1033.0,1124.0,1199.0,1391.0,1542.0,1569.0,1629.0,1704.0,1765.0,1817.0,1944.0,2177.0
job 3,164.0,262.0,300.0,392.0,523.0,731.0,912.0,968.0,973.0,1097.0,1187.0,1409.0,1504.0,1609.0,1709.0,1765.0,1806.0,1981.0,2010.0,2077.0
job 4,22.0,98.0,354.0,534.0,729.0,862.0,925.0,1051.0,1289.0,1379.0,1477.0,1683.0,1895.0,1966.0,2039.0,2137.0,2222.0,2284.0,2377.0,2443.0
job 5,92.0,173.0,178.0,396.0,446.0,519.0,751.0,860.0,880.0,979.0,1068.0,1260.0,1355.0,1359.0,1457.0,1528.0,1690.0,1765.0,1857.0,1913.0
job 6,0.0,81.0,130.0,208.0,227.0,238.0,304.0,420.0,468.0,787.0,937.0,1187.0,1205.0,1379.0,1536.0,1609.0,1616.0,1708.0,1829.0,1964.0
job 7,0.0,108.0,173.0,175.0,331.0,449.0,474.0,619.0,772.0,925.0,993.0,1050.0,1099.0,1221.0,1332.0,1489.0,1713.0,1797.0,2149.0,2245.0
job 8,0.0,168.0,241.0,446.0,584.0,720.0,754.0,828.0,902.0,1185.0,1266.0,1328.0,1556.0,1612.0,1737.0,1806.0,1858.0,1893.0,1931.0,2129.0
job 9,0.0,54.0,220.0,336.0,455.0,545.0,560.0,602.0,851.0,890.0,1027.0,1197.0,1357.0,1371.0,1473.0,1542.0,1570.0,1579.0,1582.0,1728.0
