makespan,tensor(2063.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,37.0,124.0,168.0,206.0,269.0,351.0,465.0,604.0,631.0,707.0,786.0,860.0,896.0,1264.0,1339.0,1547.0,1707.0,1745.0,1928.0,2012.0
job 1,0.0,53.0,122.0,491.0,496.0,774.0,786.0,890.0,949.0,961.0,963.0,1056.0,1139.0,1178.0,1427.0,1508.0,1511.0,1551.0,1638.0,1707.0
job 2,246.0,285.0,325.0,583.0,591.0,706.0,1033.0,1095.0,1129.0,1214.0,1401.0,1466.0,1506.0,1517.0,1538.0,1589.0,1673.0,1713.0,1883.0,1973.0
job 3,91.0,171.0,253.0,319.0,538.0,604.0,631.0,659.0,688.0,709.0,766.0,879.0,1136.0,1292.0,1362.0,1455.0,1538.0,1843.0,1920.0,1925.0
job 4,223.0,330.0,419.0,559.0,777.0,856.0,875.0,937.0,1033.0,1083.0,1136.0,1182.0,1245.0,1269.0,1335.0,1398.0,1527.0,1645.0,1681.0,1726.0
job 5,0.0,72.0,157.0,398.0,517.0,591.0,727.0,774.0,871.0,943.0,1019.0,1095.0,1135.0,1402.0,1470.0,1515.0,1603.0,1673.0,1734.0,1857.0
job 6,0.0,91.0,241.0,299.0,355.0,406.0,463.0,572.0,670.0,819.0,981.0,984.0,1054.0,1146.0,1185.0,1265.0,1471.0,1541.0,1614.0,1872.0
job 7,0.0,41.0,96.0,741.0,785.0,877.0,890.0,993.0,1199.0,1269.0,1271.0,1453.0,1532.0,1587.0,1726.0,1823.0,1857.0,1953.0,1970.0,2022.0
job 8,0.0,80.0,128.0,192.0,507.0,568.0,630.0,655.0,788.0,817.0,839.0,1024.0,1162.0,1270.0,1362.0,1453.0,1507.0,1601.0,1811.0,1965.0
job 9,0.0,139.0,255.0,301.0,421.0,439.0,591.0,652.0,728.0,767.0,855.0,933.0,987.0,1026.0,1083.0,1172.0,1265.0,1339.0,1468.0,1601.0
job 10,411.0,565.0,670.0,750.0,792.0,821.0,913.0,986.0,1109.0,1251.0,1270.0,1353.0,1369.0,1517.0,1675.0,1718.0,1756.0,1801.0,1943.0,1963.0
job 11,163.0,253.0,310.0,398.0,462.0,522.0,552.0,639.0,845.0,910.0,1152.0,1232.0,1326.0,1353.0,1397.0,1482.0,1490.0,1834.0,1924.0,1958.0
job 12,0.0,64.0,232.0,351.0,383.0,481.0,559.0,765.0,831.0,891.0,985.0,1042.0,1075.0,1185.0,1408.0,1433.0,1566.0,1859.0,1914.0,1993.0
job 13,97.0,144.0,183.0,477.0,594.0,680.0,704.0,712.0,792.0,924.0,1193.0,1232.0,1275.0,1334.0,1397.0,1689.0,1746.0,1793.0,1857.0,1913.0
job 14,0.0,21.0,328.0,372.0,428.0,462.0,609.0,634.0,704.0,948.0,1013.0,1068.0,1145.0,1538.0,1645.0,1752.0,1793.0,1819.0,1827.0,1913.0
job 15,67.0,81.0,128.0,152.0,345.0,462.0,568.0,662.0,715.0,983.0,1038.0,1217.0,1275.0,1370.0,1397.0,1524.0,1623.0,1718.0,1795.0,1970.0
job 16,32.0,56.0,121.0,194.0,274.0,384.0,489.0,554.0,662.0,805.0,855.0,961.0,991.0,1096.0,1178.0,1244.0,1320.0,1426.0,1994.0,2021.0
job 17,14.0,348.0,439.0,484.0,535.0,669.0,757.0,785.0,1095.0,1271.0,1306.0,1506.0,1566.0,1639.0,1723.0,1731.0,1764.0,1827.0,1917.0,2034.0
job 18,0.0,120.0,203.0,310.0,338.0,419.0,615.0,712.0,767.0,856.0,887.0,891.0,931.0,1626.0,1689.0,1727.0,1795.0,1839.0,1872.0,1957.0
job 19,57.0,122.0,198.0,258.0,277.0,340.0,876.0,1095.0,1187.0,1199.0,1270.0,1603.0,1626.0,1638.0,1669.0,1786.0,1859.0,1924.0,1992.0,2007.0
job 20,93.0,183.0,277.0,303.0,325.0,422.0,522.0,586.0,704.0,913.0,991.0,1187.0,1220.0,1369.0,1573.0,1654.0,1732.0,1801.0,1915.0,1943.0
job 21,0.0,60.0,124.0,129.0,286.0,348.0,399.0,481.0,594.0,652.0,659.0,709.0,785.0,1182.0,1353.0,1417.0,1501.0,1637.0,1741.0,1834.0
job 22,81.0,121.0,372.0,406.0,516.0,609.0,765.0,817.0,1013.0,1417.0,1471.0,1501.0,1547.0,1603.0,1672.0,1752.0,1775.0,1818.0,1869.0,1920.0
job 23,0.0,32.0,120.0,144.0,195.0,233.0,301.0,345.0,417.0,463.0,855.0,961.0,1068.0,1422.0,1471.0,1507.0,1553.0,1726.0,1811.0,1925.0
job 24,0.0,299.0,303.0,388.0,420.0,665.0,723.0,949.0,1014.0,1019.0,1054.0,1146.0,1164.0,1326.0,1440.0,1490.0,1603.0,1746.0,1897.0,1969.0
job 25,261.0,398.0,448.0,532.0,591.0,681.0,806.0,819.0,877.0,890.0,941.0,1034.0,1263.0,1370.0,1403.0,1440.0,1769.0,1827.0,1920.0,1973.0
