makespan,tensor(1991.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,93.0,131.0,511.0,535.0,1108.0,1187.0,1390.0,1450.0,1460.0,1492.0,1531.0,1574.0,1635.0,1723.0,1749.0,1789.0,1857.0,1929.0,1933.0
job 1,39.0,92.0,141.0,229.0,280.0,322.0,365.0,434.0,538.0,648.0,771.0,870.0,964.0,1042.0,1070.0,1102.0,1386.0,1454.0,1523.0,1808.0
job 2,96.0,209.0,210.0,218.0,441.0,670.0,706.0,749.0,871.0,933.0,1050.0,1115.0,1186.0,1359.0,1463.0,1578.0,1805.0,1857.0,1861.0,1921.0
job 3,20.0,109.0,184.0,219.0,266.0,350.0,415.0,698.0,831.0,949.0,985.0,1070.0,1132.0,1169.0,1199.0,1659.0,1773.0,1802.0,1873.0,1938.0
job 4,0.0,39.0,229.0,312.0,377.0,454.0,521.0,544.0,681.0,828.0,871.0,965.0,1040.0,1176.0,1263.0,1301.0,1404.0,1553.0,1637.0,1767.0
job 5,94.0,541.0,589.0,639.0,659.0,680.0,749.0,828.0,867.0,1236.0,1322.0,1369.0,1430.0,1482.0,1662.0,1715.0,1755.0,1768.0,1829.0,1969.0
job 6,0.0,80.0,175.0,600.0,776.0,833.0,907.0,1027.0,1083.0,1187.0,1278.0,1325.0,1351.0,1376.0,1462.0,1558.0,1575.0,1694.0,1789.0,1929.0
job 7,0.0,96.0,270.0,415.0,516.0,594.0,672.0,738.0,931.0,1027.0,1053.0,1313.0,1350.0,1395.0,1404.0,1431.0,1460.0,1532.0,1682.0,1887.0
job 8,0.0,49.0,62.0,69.0,99.0,140.0,189.0,219.0,303.0,359.0,454.0,546.0,616.0,627.0,659.0,1226.0,1317.0,1488.0,1857.0,1938.0
job 9,21.0,56.0,146.0,214.0,251.0,542.0,672.0,681.0,1157.0,1236.0,1302.0,1309.0,1361.0,1439.0,1656.0,1723.0,1743.0,1747.0,1907.0,1968.0
job 10,1.0,123.0,171.0,302.0,423.0,576.0,782.0,831.0,883.0,949.0,1021.0,1140.0,1192.0,1207.0,1228.0,1247.0,1553.0,1728.0,1767.0,1899.0
job 11,62.0,521.0,611.0,620.0,659.0,675.0,710.0,782.0,817.0,866.0,914.0,940.0,993.0,1115.0,1187.0,1194.0,1285.0,1369.0,1425.0,1826.0
job 12,0.0,1.0,94.0,99.0,239.0,465.0,625.0,764.0,844.0,1260.0,1350.0,1435.0,1471.0,1526.0,1574.0,1660.0,1777.0,1818.0,1886.0,1934.0
job 13,67.0,149.0,185.0,239.0,320.0,337.0,395.0,466.0,477.0,538.0,642.0,1486.0,1550.0,1581.0,1687.0,1773.0,1782.0,1806.0,1823.0,1865.0
job 14,0.0,56.0,99.0,188.0,254.0,271.0,304.0,337.0,431.0,515.0,678.0,721.0,818.0,916.0,1102.0,1285.0,1450.0,1496.0,1692.0,1720.0
job 15,0.0,79.0,156.0,377.0,469.0,584.0,597.0,675.0,733.0,817.0,883.0,907.0,1278.0,1369.0,1467.0,1473.0,1488.0,1550.0,1637.0,1673.0
