makespan,tensor(2190.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,53.0,125.0,211.0,213.0,311.0,479.0,540.0,813.0,917.0,1064.0,1297.0,1321.0,1719.0,1779.0,1795.0,1831.0,1929.0,2054.0,2130.0
job 1,0.0,64.0,109.0,141.0,200.0,274.0,364.0,758.0,917.0,990.0,1074.0,1366.0,1534.0,1567.0,1658.0,1727.0,1884.0,1974.0,2003.0,2032.0
job 2,0.0,76.0,109.0,194.0,249.0,339.0,419.0,661.0,785.0,877.0,959.0,988.0,1118.0,1154.0,1201.0,1265.0,1362.0,1511.0,1660.0,1811.0
job 3,191.0,254.0,374.0,453.0,571.0,577.0,631.0,638.0,734.0,745.0,755.0,1399.0,1557.0,1658.0,1755.0,1836.0,1870.0,2030.0,2080.0,2111.0
job 4,0.0,27.0,232.0,273.0,432.0,501.0,521.0,683.0,762.0,937.0,1164.0,1252.0,1328.0,1429.0,1540.0,1586.0,1646.0,1729.0,1982.0,2024.0
job 5,0.0,1.0,81.0,129.0,307.0,405.0,440.0,443.0,463.0,494.0,555.0,672.0,714.0,818.0,973.0,1041.0,1112.0,1161.0,1627.0,2024.0
job 6,0.0,105.0,213.0,361.0,452.0,489.0,609.0,657.0,705.0,738.0,832.0,969.0,1061.0,1112.0,1171.0,1474.0,1551.0,1618.0,1731.0,1762.0
job 7,42.0,108.0,288.0,325.0,372.0,467.0,494.0,537.0,570.0,822.0,954.0,1024.0,1171.0,1339.0,1435.0,1463.0,1838.0,1948.0,2018.0,2097.0
job 8,0.0,249.0,339.0,501.0,579.0,592.0,636.0,659.0,735.0,1029.0,1045.0,1171.0,1237.0,1341.0,1618.0,1658.0,1734.0,1826.0,1874.0,1927.0
job 9,418.0,500.0,537.0,618.0,696.0,876.0,920.0,955.0,1006.0,1152.0,1180.0,1233.0,1378.0,1475.0,1569.0,1646.0,1839.0,1929.0,2003.0,2099.0
