makespan,tensor(2197.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,90.0,175.0,256.0,340.0,358.0,438.0,531.0,557.0,576.0,708.0,815.0,1138.0,1260.0,1368.0,1446.0,1447.0,1648.0,1740.0,1757.0
job 1,0.0,94.0,150.0,244.0,324.0,413.0,543.0,657.0,700.0,734.0,866.0,987.0,1028.0,1177.0,1484.0,1590.0,1612.0,1801.0,1881.0,1934.0
job 2,0.0,31.0,84.0,154.0,231.0,591.0,687.0,725.0,816.0,914.0,995.0,1137.0,1321.0,1384.0,1387.0,1665.0,1724.0,1792.0,1988.0,2174.0
job 3,0.0,245.0,267.0,359.0,503.0,670.0,1054.0,1143.0,1344.0,1447.0,1553.0,1560.0,1568.0,1783.0,1887.0,1975.0,2007.0,2016.0,2024.0,2037.0
job 4,0.0,16.0,87.0,256.0,407.0,454.0,571.0,696.0,743.0,808.0,821.0,914.0,995.0,1063.0,1194.0,1224.0,1328.0,1435.0,1746.0,2055.0
job 5,0.0,77.0,175.0,265.0,351.0,506.0,618.0,696.0,888.0,980.0,1384.0,1468.0,1533.0,1608.0,1624.0,1742.0,1797.0,1917.0,2007.0,2190.0
job 6,36.0,103.0,145.0,154.0,267.0,787.0,887.0,908.0,973.0,1046.0,1137.0,1164.0,1476.0,1497.0,1731.0,1871.0,1961.0,2048.0,2126.0,2175.0
job 7,184.0,358.0,560.0,604.0,670.0,774.0,830.0,902.0,960.0,1206.0,1236.0,1324.0,1337.0,1345.0,1416.0,1497.0,1674.0,1835.0,1917.0,2051.0
job 8,63.0,125.0,201.0,273.0,308.0,341.0,438.0,470.0,567.0,577.0,657.0,704.0,819.0,820.0,943.0,1269.0,1359.0,1490.0,1527.0,1680.0
job 9,0.0,112.0,194.0,330.0,403.0,470.0,692.0,975.0,1108.0,1154.0,1237.0,1246.0,1399.0,1478.0,1564.0,1716.0,1797.0,1802.0,1855.0,1915.0
job 10,0.0,109.0,195.0,217.0,312.0,377.0,563.0,741.0,878.0,980.0,1082.0,1137.0,1195.0,1282.0,1339.0,1640.0,1975.0,2048.0,2112.0,2124.0
job 11,59.0,81.0,109.0,188.0,258.0,392.0,489.0,536.0,606.0,656.0,1079.0,1227.0,1259.0,1297.0,1339.0,1399.0,1435.0,1529.0,1576.0,1768.0
job 12,125.0,181.0,227.0,312.0,357.0,450.0,515.0,604.0,902.0,1143.0,1206.0,1216.0,1250.0,1344.0,1501.0,1734.0,1961.0,2026.0,2112.0,2115.0
job 13,0.0,49.0,148.0,317.0,436.0,584.0,931.0,1058.0,1161.0,1246.0,1415.0,1463.0,1469.0,1524.0,1542.0,1678.0,1752.0,1890.0,1980.0,2066.0
job 14,454.0,489.0,567.0,596.0,705.0,795.0,812.0,869.0,1243.0,1358.0,1386.0,1441.0,1445.0,1560.0,1589.0,1773.0,1864.0,1935.0,1995.0,2093.0
job 15,0.0,19.0,31.0,124.0,299.0,377.0,456.0,513.0,974.0,995.0,1138.0,1534.0,1608.0,1681.0,1796.0,1858.0,1868.0,1881.0,2003.0,2036.0
job 16,181.0,221.0,273.0,357.0,487.0,543.0,611.0,700.0,743.0,934.0,1026.0,1083.0,1446.0,1527.0,1624.0,1706.0,1856.0,1924.0,2006.0,2062.0
job 17,0.0,59.0,197.0,319.0,361.0,489.0,525.0,654.0,723.0,774.0,858.0,974.0,1021.0,1152.0,1240.0,1533.0,1752.0,1956.0,2003.0,2124.0
job 18,158.0,356.0,449.0,714.0,795.0,819.0,928.0,975.0,1071.0,1269.0,1304.0,1344.0,1386.0,1541.0,1638.0,1734.0,1768.0,1850.0,1953.0,2100.0
job 19,0.0,77.0,158.0,213.0,324.0,359.0,413.0,426.0,479.0,805.0,878.0,960.0,1137.0,1212.0,1436.0,1537.0,1651.0,1746.0,1839.0,2016.0
job 20,403.0,479.0,570.0,687.0,743.0,859.0,888.0,992.0,1071.0,1181.0,1212.0,1280.0,1414.0,1579.0,1638.0,1765.0,1924.0,1929.0,1986.0,2108.0
