makespan,tensor(2231.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,2.0,173.0,291.0,396.0,401.0,725.0,798.0,826.0,909.0,1024.0,1299.0,1394.0,1420.0,1506.0,1672.0,1710.0,1750.0,1807.0,1936.0,2157.0
job 1,147.0,326.0,470.0,591.0,679.0,752.0,780.0,857.0,885.0,990.0,1032.0,1077.0,1103.0,1210.0,1460.0,1638.0,1854.0,2041.0,2124.0,2164.0
job 2,0.0,126.0,201.0,303.0,487.0,585.0,644.0,737.0,1125.0,1217.0,1489.0,1552.0,1559.0,1616.0,1642.0,1727.0,1868.0,2165.0,2178.0,2197.0
job 3,113.0,206.0,236.0,306.0,727.0,793.0,798.0,865.0,1503.0,1548.0,1628.0,1688.0,1700.0,1778.0,1821.0,1895.0,1995.0,1999.0,2032.0,2088.0
job 4,179.0,338.0,385.0,418.0,609.0,678.0,1141.0,1217.0,1225.0,1296.0,1361.0,1451.0,1474.0,1506.0,1559.0,1578.0,1948.0,2027.0,2056.0,2095.0
job 5,95.0,113.0,162.0,261.0,344.0,460.0,524.0,660.0,675.0,747.0,748.0,749.0,1171.0,1217.0,1262.0,1348.0,1405.0,1473.0,1552.0,1620.0
job 6,0.0,13.0,135.0,306.0,382.0,506.0,575.0,591.0,678.0,713.0,752.0,845.0,905.0,980.0,1173.0,1309.0,1521.0,1610.0,1692.0,1814.0
job 7,42.0,59.0,72.0,262.0,339.0,428.0,576.0,706.0,846.0,899.0,966.0,1017.0,1083.0,1131.0,1213.0,1316.0,1577.0,1688.0,1750.0,1767.0
job 8,0.0,78.0,118.0,282.0,330.0,419.0,547.0,588.0,712.0,851.0,1062.0,1110.0,1162.0,1276.0,1517.0,1608.0,1790.0,1958.0,2027.0,2077.0
job 9,51.0,80.0,171.0,268.0,303.0,351.0,458.0,591.0,642.0,1025.0,1053.0,1201.0,1299.0,1420.0,1487.0,1542.0,1610.0,1963.0,2035.0,2088.0
job 10,0.0,94.0,147.0,183.0,275.0,420.0,516.0,651.0,678.0,735.0,807.0,844.0,1053.0,1125.0,1160.0,1306.0,1501.0,1582.0,1695.0,2056.0
job 11,0.0,52.0,101.0,173.0,217.0,306.0,401.0,525.0,805.0,845.0,936.0,1073.0,1213.0,1273.0,1382.0,1456.0,1548.0,1618.0,2124.0,2134.0
job 12,92.0,202.0,262.0,407.0,452.0,521.0,744.0,814.0,1019.0,1128.0,1253.0,1294.0,1342.0,1361.0,1462.0,1489.0,1539.0,1548.0,1601.0,1691.0
