makespan,2395.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,159.0,327.0,390.0,483.0,656.0,720.0,876.0,945.0,1193.0,1337.0,1548.0,1806.0,2021.0,2118.0,2140.0,2147.0,2149.0,2206.0,2261.0
job 1,110.0,198.0,282.0,389.0,517.0,694.0,718.0,820.0,945.0,1144.0,1323.0,1405.0,1631.0,1741.0,1769.0,1819.0,1935.0,1989.0,1996.0,2140.0
job 2,11.0,84.0,179.0,194.0,300.0,455.0,529.0,558.0,656.0,717.0,829.0,870.0,871.0,1160.0,1331.0,1369.0,1371.0,1464.0,1547.0,1745.0
job 3,71.0,173.0,318.0,385.0,516.0,633.0,847.0,893.0,896.0,946.0,1112.0,1369.0,1501.0,1667.0,1851.0,1929.0,2068.0,2168.0,2222.0,2265.0
job 4,0.0,16.0,108.0,180.0,349.0,441.0,549.0,580.0,685.0,780.0,798.0,829.0,929.0,1283.0,1416.0,1563.0,1658.0,1767.0,2104.0,2317.0
job 5,162.0,240.0,337.0,362.0,366.0,385.0,411.0,439.0,481.0,570.0,780.0,828.0,866.0,907.0,943.0,1015.0,1036.0,1213.0,1428.0,1606.0
job 6,0.0,169.0,229.0,459.0,718.0,803.0,866.0,1018.0,1067.0,1269.0,1481.0,1589.0,1675.0,1822.0,1882.0,2090.0,2181.0,2208.0,2213.0,2240.0
job 7,78.0,300.0,318.0,366.0,515.0,671.0,694.0,751.0,776.0,816.0,979.0,1067.0,1095.0,1189.0,1277.0,1358.0,1525.0,1593.0,1653.0,1833.0
job 8,42.0,97.0,188.0,253.0,351.0,555.0,633.0,769.0,833.0,972.0,1144.0,1227.0,1275.0,1323.0,1370.0,1457.0,1669.0,1731.0,1798.0,1893.0
job 9,0.0,80.0,304.0,395.0,603.0,695.0,860.0,957.0,983.0,1018.0,1225.0,1283.0,1349.0,1414.0,1484.0,1490.0,1713.0,1780.0,1851.0,1996.0
job 10,63.0,149.0,229.0,235.0,314.0,607.0,652.0,658.0,696.0,751.0,971.0,1023.0,1084.0,1165.0,1349.0,1391.0,1396.0,1471.0,1586.0,1737.0
job 11,0.0,214.0,300.0,529.0,724.0,820.0,904.0,929.0,1109.0,1144.0,1165.0,1262.0,1272.0,1370.0,1391.0,1547.0,1582.0,1589.0,1612.0,1827.0
job 12,115.0,180.0,198.0,218.0,416.0,498.0,598.0,659.0,828.0,973.0,1091.0,1381.0,1506.0,1576.0,1656.0,1753.0,1766.0,1920.0,1966.0,2017.0
job 13,0.0,51.0,229.0,424.0,550.0,593.0,847.0,1116.0,1202.0,1248.0,1405.0,1448.0,1563.0,1614.0,1632.0,1656.0,1885.0,1992.0,2017.0,2118.0
job 14,13.0,75.0,134.0,169.0,385.0,399.0,481.0,550.0,824.0,955.0,979.0,1186.0,1272.0,1337.0,1501.0,1617.0,1630.0,1758.0,1956.0,2011.0
job 15,29.0,63.0,107.0,260.0,350.0,451.0,551.0,854.0,1014.0,1193.0,1250.0,1401.0,1658.0,1805.0,1947.0,2024.0,2083.0,2181.0,2206.0,2287.0
job 16,9.0,46.0,109.0,134.0,158.0,247.0,322.0,350.0,519.0,602.0,711.0,1023.0,1112.0,1230.0,1269.0,1448.0,1782.0,1868.0,1885.0,1893.0
job 17,97.0,229.0,325.0,388.0,458.0,510.0,603.0,689.0,718.0,766.0,778.0,1026.0,1116.0,1189.0,1402.0,1487.0,1571.0,1601.0,1693.0,1971.0
job 18,0.0,62.0,154.0,232.0,342.0,514.0,587.0,652.0,726.0,941.0,1033.0,1101.0,1323.0,1381.0,1551.0,1718.0,1798.0,1866.0,1869.0,1920.0
job 19,0.0,10.0,107.0,371.0,424.0,491.0,676.0,763.0,835.0,983.0,1104.0,1161.0,1197.0,1248.0,1277.0,1288.0,1587.0,1730.0,1866.0,1938.0
job 20,0.0,20.0,58.0,80.0,83.0,295.0,344.0,396.0,509.0,551.0,803.0,912.0,992.0,1015.0,1227.0,1357.0,1499.0,1551.0,1637.0,1769.0
job 21,9.0,62.0,92.0,158.0,257.0,441.0,503.0,638.0,789.0,901.0,931.0,944.0,1029.0,1086.0,1233.0,1331.0,1371.0,1474.0,1506.0,1675.0
job 22,0.0,7.0,10.0,205.0,390.0,658.0,718.0,816.0,957.0,1134.0,1323.0,1421.0,1508.0,1563.0,1689.0,1730.0,1774.0,1915.0,1987.0,2008.0
job 23,0.0,11.0,100.0,173.0,421.0,513.0,549.0,555.0,676.0,918.0,955.0,1250.0,1358.0,1512.0,1559.0,1660.0,1799.0,1938.0,1992.0,2156.0
job 24,58.0,115.0,221.0,312.0,346.0,578.0,622.0,685.0,740.0,839.0,1045.0,1065.0,1102.0,1186.0,1381.0,1576.0,1667.0,1768.0,1827.0,2011.0
job 25,0.0,106.0,194.0,208.0,256.0,257.0,317.0,622.0,835.0,913.0,1027.0,1147.0,1269.0,1457.0,1481.0,1601.0,1731.0,1768.0,1899.0,2024.0
job 26,20.0,328.0,371.0,416.0,513.0,587.0,627.0,724.0,870.0,1044.0,1084.0,1141.0,1332.0,1381.0,1417.0,1464.0,1630.0,1700.0,1905.0,1909.0
job 27,0.0,87.0,235.0,473.0,707.0,952.0,1053.0,1085.0,1141.0,1584.0,1621.0,1631.0,1756.0,1825.0,1844.0,1945.0,2005.0,2102.0,2149.0,2194.0
job 28,240.0,390.0,481.0,490.0,641.0,734.0,766.0,836.0,907.0,992.0,1102.0,1134.0,1363.0,1428.0,1457.0,1582.0,1868.0,2016.0,2104.0,2148.0
job 29,136.0,218.0,487.0,734.0,824.0,904.0,1059.0,1301.0,1426.0,1582.0,1723.0,1741.0,1753.0,1851.0,2039.0,2118.0,2171.0,2261.0,2317.0,2352.0
