makespan,2581.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,156.0,274.0,312.0,320.0,463.0,526.0,641.0,702.0,716.0,989.0,1068.0,1304.0,1439.0,1642.0,1990.0,2067.0,2243.0,2294.0,2362.0
job 1,82.0,223.0,310.0,396.0,445.0,691.0,888.0,964.0,1203.0,1293.0,1537.0,1628.0,1704.0,1782.0,1789.0,1881.0,1972.0,1997.0,2159.0,2241.0
job 2,70.0,156.0,181.0,305.0,475.0,570.0,571.0,651.0,669.0,703.0,851.0,964.0,1011.0,1013.0,1063.0,1107.0,1174.0,1207.0,1299.0,1491.0
job 3,0.0,209.0,274.0,346.0,759.0,840.0,1013.0,1223.0,1416.0,1499.0,1589.0,1683.0,1896.0,1912.0,1950.0,2092.0,2121.0,2190.0,2436.0,2512.0
job 4,36.0,75.0,274.0,329.0,447.0,510.0,565.0,840.0,913.0,1115.0,1160.0,1515.0,1650.0,1823.0,1874.0,2113.0,2158.0,2208.0,2386.0,2473.0
job 5,2.0,98.0,155.0,227.0,243.0,372.0,439.0,631.0,680.0,817.0,831.0,991.0,1195.0,1244.0,1345.0,1370.0,1469.0,1502.0,1711.0,1803.0
job 6,0.0,103.0,447.0,487.0,556.0,695.0,820.0,909.0,924.0,1082.0,1192.0,1263.0,1299.0,1307.0,1490.0,1585.0,1722.0,1780.0,1790.0,1854.0
job 7,117.0,189.0,266.0,402.0,542.0,595.0,687.0,994.0,1055.0,1329.0,1424.0,1481.0,1575.0,1662.0,1912.0,2043.0,2110.0,2273.0,2318.0,2384.0
job 8,0.0,59.0,181.0,310.0,382.0,453.0,571.0,671.0,851.0,1098.0,1192.0,1321.0,1447.0,1469.0,1599.0,1782.0,1974.0,2043.0,2076.0,2208.0
job 9,0.0,75.0,103.0,136.0,308.0,407.0,498.0,550.0,853.0,906.0,939.0,1059.0,1089.0,1113.0,1209.0,1338.0,1382.0,1424.0,1522.0,1550.0
job 10,0.0,154.0,336.0,548.0,813.0,858.0,1061.0,1244.0,1372.0,1485.0,1531.0,1615.0,1981.0,2099.0,2261.0,2322.0,2473.0,2496.0,2527.0,2539.0
job 11,50.0,389.0,593.0,770.0,794.0,950.0,1137.0,1182.0,1307.0,1471.0,1579.0,1649.0,1834.0,1845.0,1874.0,2197.0,2241.0,2258.0,2311.0,2382.0
job 12,60.0,245.0,291.0,388.0,490.0,542.0,589.0,672.0,794.0,859.0,1024.0,1062.0,1130.0,1209.0,1241.0,1609.0,1778.0,1892.0,1971.0,2206.0
