makespan,tensor(2161.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,35.0,107.0,149.0,170.0,260.0,295.0,362.0,843.0,977.0,1007.0,1058.0,1122.0,1201.0,1235.0,1332.0,1434.0,1505.0,1570.0,1654.0,1704.0
job 1,67.0,107.0,238.0,319.0,357.0,507.0,586.0,597.0,698.0,836.0,922.0,963.0,986.0,1006.0,1097.0,1161.0,1213.0,1300.0,1944.0,2005.0
job 2,334.0,374.0,425.0,440.0,673.0,754.0,907.0,959.0,1010.0,1107.0,1169.0,1253.0,1389.0,1517.0,1606.0,1772.0,1812.0,1920.0,1978.0,2066.0
job 3,34.0,129.0,227.0,272.0,368.0,494.0,972.0,1081.0,1127.0,1206.0,1281.0,1292.0,1426.0,1477.0,1616.0,1701.0,1743.0,1785.0,1844.0,1925.0
job 4,0.0,79.0,131.0,194.0,289.0,386.0,412.0,532.0,632.0,720.0,885.0,972.0,1030.0,1122.0,1248.0,1348.0,1639.0,1674.0,2069.0,2098.0
job 5,0.0,19.0,272.0,390.0,702.0,796.0,850.0,945.0,1031.0,1051.0,1206.0,1345.0,1395.0,1464.0,1649.0,1683.0,1728.0,1866.0,1953.0,2094.0
job 6,138.0,147.0,207.0,319.0,693.0,746.0,986.0,1106.0,1193.0,1259.0,1391.0,1477.0,1545.0,1698.0,1870.0,1944.0,1983.0,2029.0,2036.0,2124.0
job 7,0.0,87.0,151.0,323.0,784.0,873.0,1174.0,1224.0,1279.0,1392.0,1411.0,1505.0,1524.0,1585.0,1668.0,1812.0,1854.0,1870.0,2036.0,2106.0
job 8,211.0,259.0,363.0,447.0,487.0,582.0,673.0,717.0,1051.0,1097.0,1292.0,1348.0,1537.0,1616.0,1765.0,1983.0,2069.0,2085.0,2096.0,2125.0
job 9,0.0,94.0,344.0,401.0,692.0,773.0,817.0,863.0,1102.0,1111.0,1193.0,1276.0,1371.0,1426.0,1512.0,1768.0,1818.0,1870.0,1879.0,1922.0
job 10,100.0,215.0,260.0,337.0,386.0,441.0,495.0,596.0,774.0,808.0,838.0,947.0,1300.0,1391.0,1421.0,1450.0,1524.0,1664.0,1780.0,1854.0
job 11,21.0,67.0,147.0,268.0,332.0,385.0,421.0,488.0,669.0,741.0,749.0,808.0,1100.0,1183.0,1235.0,1429.0,1616.0,1669.0,1699.0,1917.0
job 12,0.0,98.0,152.0,170.0,194.0,281.0,346.0,428.0,494.0,693.0,1173.0,1301.0,1335.0,1426.0,1607.0,1686.0,1704.0,1953.0,2017.0,2114.0
job 13,0.0,98.0,151.0,227.0,302.0,309.0,421.0,514.0,598.0,632.0,711.0,800.0,806.0,860.0,903.0,922.0,972.0,1053.0,1102.0,1178.0
job 14,80.0,192.0,254.0,290.0,495.0,514.0,657.0,751.0,908.0,950.0,1049.0,1195.0,1241.0,1376.0,1464.0,1566.0,1677.0,1770.0,1974.0,2106.0
job 15,0.0,179.0,220.0,277.0,400.0,501.0,577.0,657.0,730.0,755.0,998.0,1111.0,1204.0,1235.0,1320.0,1416.0,1425.0,1429.0,1689.0,1780.0
job 16,35.0,90.0,451.0,552.0,598.0,881.0,1011.0,1052.0,1160.0,1200.0,1301.0,1365.0,1499.0,1558.0,1645.0,1683.0,2017.0,2029.0,2097.0,2137.0
job 17,0.0,52.0,172.0,321.0,383.0,433.0,596.0,653.0,751.0,809.0,907.0,1456.0,1537.0,1587.0,1616.0,1699.0,1788.0,1833.0,1891.0,1929.0
job 18,0.0,83.0,194.0,217.0,344.0,460.0,481.0,545.0,639.0,723.0,808.0,954.0,1046.0,1187.0,1229.0,1292.0,1386.0,1477.0,1627.0,1729.0
job 19,0.0,1.0,413.0,605.0,657.0,808.0,986.0,1032.0,1076.0,1154.0,1217.0,1477.0,1572.0,1624.0,1683.0,1733.0,1746.0,1785.0,1843.0,1930.0
job 20,148.0,319.0,344.0,495.0,614.0,693.0,814.0,908.0,924.0,947.0,1169.0,1235.0,1386.0,1435.0,1561.0,1598.0,1639.0,1752.0,1844.0,1963.0
job 21,0.0,107.0,179.0,281.0,295.0,380.0,449.0,504.0,552.0,746.0,853.0,972.0,1205.0,1451.0,1504.0,1668.0,1919.0,1942.0,2051.0,2052.0
job 22,43.0,309.0,385.0,461.0,617.0,730.0,809.0,981.0,1080.0,1136.0,1247.0,1288.0,1401.0,1456.0,1480.0,1639.0,1833.0,1930.0,2019.0,2097.0
job 23,19.0,97.0,107.0,269.0,433.0,469.0,537.0,962.0,1063.0,1102.0,1195.0,1280.0,1414.0,1545.0,1591.0,1715.0,1812.0,1891.0,1921.0,1963.0
job 24,0.0,15.0,493.0,542.0,614.0,649.0,754.0,803.0,863.0,959.0,1013.0,1063.0,1066.0,1108.0,1171.0,1365.0,1598.0,1669.0,1839.0,2050.0
job 25,0.0,90.0,182.0,277.0,332.0,363.0,461.0,586.0,902.0,986.0,1043.0,1080.0,1306.0,1461.0,1591.0,1785.0,1922.0,2054.0,2092.0,2103.0
job 26,55.0,131.0,152.0,312.0,425.0,582.0,653.0,828.0,953.0,971.0,1076.0,1102.0,1161.0,1196.0,1281.0,1374.0,1566.0,1683.0,1772.0,1866.0
job 27,0.0,105.0,230.0,470.0,657.0,711.0,774.0,814.0,903.0,959.0,1127.0,1219.0,1289.0,1306.0,1462.0,1558.0,1561.0,1570.0,1585.0,1607.0
job 28,130.0,147.0,290.0,309.0,390.0,537.0,803.0,881.0,1063.0,1177.0,1279.0,1371.0,1401.0,1499.0,1519.0,1585.0,1813.0,1839.0,1841.0,1925.0
job 29,90.0,162.0,220.0,529.0,589.0,628.0,873.0,986.0,1147.0,1174.0,1278.0,1320.0,1416.0,1558.0,1588.0,1628.0,1689.0,1847.0,1924.0,1992.0
