makespan,2587.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,100.0,175.0,177.0,302.0,399.0,479.0,548.0,599.0,691.0,838.0,852.0,936.0,1077.0,1230.0,1344.0,1409.0,1537.0,1707.0,1805.0,1920.0
job 1,81.0,177.0,292.0,389.0,562.0,579.0,701.0,1001.0,1063.0,1111.0,1129.0,1299.0,1523.0,1686.0,1774.0,2006.0,2076.0,2094.0,2158.0,2193.0
job 2,0.0,5.0,200.0,227.0,235.0,271.0,392.0,550.0,618.0,834.0,1042.0,1223.0,1427.0,1496.0,1615.0,1805.0,1981.0,2297.0,2395.0,2486.0
job 3,1.0,210.0,384.0,472.0,669.0,729.0,804.0,921.0,1087.0,1178.0,1251.0,1341.0,1410.0,1504.0,1605.0,1913.0,2065.0,2244.0,2291.0,2318.0
job 4,0.0,113.0,173.0,287.0,338.0,419.0,494.0,579.0,659.0,703.0,905.0,1079.0,1225.0,1327.0,1428.0,1760.0,1840.0,1955.0,2149.0,2182.0
job 5,38.0,98.0,299.0,388.0,457.0,556.0,666.0,808.0,905.0,1028.0,1134.0,1191.0,1295.0,1462.0,1560.0,1651.0,1683.0,1764.0,1919.0,1920.0
job 6,0.0,23.0,173.0,324.0,485.0,607.0,653.0,891.0,977.0,1081.0,1122.0,1286.0,1296.0,1333.0,1370.0,1406.0,1446.0,1675.0,1774.0,2000.0
job 7,30.0,132.0,165.0,368.0,438.0,510.0,552.0,626.0,710.0,772.0,883.0,1167.0,1253.0,1364.0,1456.0,1546.0,1634.0,1725.0,2032.0,2083.0
job 8,0.0,175.0,210.0,232.0,455.0,637.0,726.0,772.0,778.0,856.0,924.0,927.0,956.0,980.0,981.0,1015.0,1127.0,1320.0,1409.0,1427.0
job 9,26.0,46.0,128.0,273.0,353.0,446.0,503.0,532.0,562.0,649.0,823.0,977.0,1184.0,1220.0,1311.0,1368.0,1542.0,1723.0,1786.0,1911.0
