makespan,2581.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,27.0,133.0,278.0,324.0,411.0,565.0,648.0,899.0,949.0,964.0,1124.0,1257.0,1412.0,1544.0,1832.0,1976.0,2070.0,2266.0,2334.0,2416.0
job 1,69.0,251.0,424.0,657.0,738.0,926.0,1041.0,1148.0,1180.0,1202.0,1356.0,1511.0,1692.0,1744.0,1851.0,1935.0,2070.0,2163.0,2224.0,2318.0
job 2,149.0,275.0,301.0,565.0,637.0,877.0,961.0,971.0,1031.0,1069.0,1141.0,1283.0,1356.0,1447.0,1576.0,1806.0,1835.0,2036.0,2132.0,2318.0
job 3,40.0,69.0,309.0,464.0,588.0,675.0,756.0,910.0,944.0,999.0,1026.0,1103.0,1235.0,1320.0,1412.0,1509.0,1561.0,1711.0,1804.0,2117.0
job 4,176.0,244.0,493.0,669.0,810.0,992.0,1069.0,1179.0,1234.0,1340.0,1359.0,1548.0,1633.0,1858.0,2045.0,2213.0,2293.0,2358.0,2365.0,2392.0
job 5,0.0,24.0,119.0,177.0,262.0,319.0,453.0,539.0,874.0,1045.0,1137.0,1223.0,1388.0,1630.0,1744.0,1816.0,1918.0,2131.0,2161.0,2365.0
job 6,0.0,284.0,336.0,527.0,730.0,782.0,894.0,967.0,1048.0,1138.0,1207.0,1268.0,1356.0,1755.0,1835.0,1904.0,2037.0,2289.0,2410.0,2436.0
job 7,0.0,27.0,114.0,273.0,278.0,558.0,617.0,746.0,914.0,1055.0,1299.0,1445.0,1509.0,1592.0,1660.0,1706.0,1761.0,1781.0,1935.0,2184.0
job 8,45.0,122.0,138.0,212.0,404.0,479.0,565.0,622.0,660.0,702.0,775.0,899.0,958.0,999.0,1050.0,1330.0,1368.0,1417.0,1806.0,1931.0
job 9,0.0,122.0,206.0,281.0,514.0,571.0,678.0,895.0,983.0,1241.0,1332.0,1419.0,1725.0,1806.0,1874.0,1885.0,2132.0,2244.0,2505.0,2569.0
job 10,0.0,58.0,133.0,415.0,478.0,814.0,925.0,999.0,1119.0,1145.0,1175.0,1342.0,1383.0,1554.0,1707.0,1821.0,1902.0,2163.0,2214.0,2232.0
job 11,115.0,187.0,212.0,240.0,273.0,376.0,725.0,782.0,883.0,912.0,943.0,1186.0,1390.0,1573.0,1637.0,1711.0,1986.0,2015.0,2100.0,2130.0
job 12,187.0,264.0,276.0,400.0,488.0,633.0,688.0,895.0,949.0,957.0,1058.0,1104.0,1255.0,1356.0,1419.0,1488.0,1618.0,1776.0,1963.0,2045.0
job 13,26.0,320.0,398.0,581.0,657.0,677.0,739.0,822.0,893.0,964.0,1101.0,1150.0,1298.0,1413.0,1496.0,1688.0,1772.0,1943.0,2036.0,2474.0
job 14,58.0,124.0,246.0,300.0,306.0,411.0,500.0,675.0,764.0,876.0,912.0,957.0,1031.0,1101.0,1124.0,1249.0,1298.0,1321.0,1413.0,1518.0
job 15,124.0,208.0,276.0,462.0,545.0,588.0,742.0,806.0,877.0,906.0,1003.0,1264.0,1450.0,1511.0,1624.0,1673.0,1744.0,1854.0,1875.0,2015.0
job 16,47.0,311.0,409.0,493.0,578.0,581.0,753.0,853.0,955.0,1073.0,1206.0,1356.0,1494.0,1548.0,1775.0,1835.0,2006.0,2080.0,2178.0,2201.0
job 17,0.0,89.0,205.0,278.0,639.0,725.0,825.0,895.0,909.0,1154.0,1241.0,1257.0,1268.0,1391.0,1633.0,1727.0,1764.0,1792.0,1807.0,1866.0
job 18,0.0,11.0,244.0,368.0,443.0,545.0,627.0,665.0,735.0,822.0,971.0,1055.0,1202.0,1255.0,1308.0,1340.0,1437.0,1504.0,1530.0,1537.0
job 19,27.0,75.0,181.0,409.0,487.0,650.0,654.0,734.0,833.0,983.0,1121.0,1214.0,1432.0,1562.0,1626.0,1793.0,1860.0,1866.0,1907.0,1993.0
job 20,93.0,206.0,276.0,372.0,459.0,531.0,619.0,789.0,876.0,1093.0,1234.0,1374.0,1451.0,1561.0,1645.0,1707.0,1798.0,1866.0,2105.0,2356.0
job 21,0.0,114.0,206.0,285.0,443.0,609.0,652.0,903.0,1014.0,1087.0,1200.0,1346.0,1390.0,1517.0,1573.0,1805.0,1806.0,1962.0,2214.0,2289.0
job 22,0.0,156.0,206.0,314.0,767.0,814.0,877.0,899.0,977.0,1156.0,1272.0,1378.0,1437.0,1647.0,1692.0,1723.0,1746.0,1816.0,1911.0,1970.0
job 23,0.0,8.0,119.0,138.0,237.0,443.0,599.0,678.0,741.0,825.0,857.0,967.0,1108.0,1186.0,1290.0,1437.0,1545.0,1622.0,1713.0,1804.0
job 24,0.0,80.0,89.0,156.0,202.0,285.0,376.0,469.0,619.0,715.0,944.0,1008.0,1050.0,1284.0,1408.0,1494.0,1866.0,1995.0,2037.0,2066.0
job 25,0.0,179.0,336.0,500.0,571.0,702.0,809.0,891.0,988.0,1073.0,1103.0,1250.0,1346.0,1772.0,1880.0,2080.0,2130.0,2274.0,2366.0,2410.0
job 26,8.0,26.0,117.0,212.0,398.0,415.0,559.0,716.0,997.0,1142.0,1168.0,1375.0,1463.0,1508.0,1571.0,1886.0,1970.0,2224.0,2319.0,2385.0
job 27,11.0,264.0,549.0,639.0,652.0,730.0,734.0,746.0,892.0,1089.0,1207.0,1425.0,1439.0,1510.0,1530.0,1540.0,1545.0,1744.0,1902.0,1967.0
job 28,75.0,161.0,290.0,385.0,425.0,469.0,741.0,833.0,1085.0,1175.0,1267.0,1320.0,1442.0,1545.0,1603.0,1920.0,2045.0,2088.0,2131.0,2183.0
job 29,0.0,24.0,135.0,276.0,487.0,647.0,713.0,822.0,909.0,1056.0,1101.0,1119.0,1132.0,1375.0,1462.0,1488.0,1663.0,1799.0,1854.0,1904.0
