makespan,tensor(2219.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,53.0,90.0,276.0,361.0,411.0,477.0,606.0,676.0,693.0,855.0,950.0,1063.0,1140.0,1238.0,1297.0,1437.0,1599.0,1790.0,1885.0
job 1,90.0,467.0,533.0,590.0,732.0,832.0,957.0,1035.0,1117.0,1323.0,1347.0,1640.0,1700.0,1763.0,1795.0,1803.0,1963.0,2055.0,2136.0,2202.0
job 2,354.0,423.0,515.0,606.0,702.0,726.0,936.0,1088.0,1196.0,1269.0,1325.0,1419.0,1729.0,1846.0,1896.0,1925.0,1994.0,2028.0,2076.0,2161.0
job 3,7.0,94.0,239.0,845.0,938.0,978.0,1033.0,1621.0,1652.0,1673.0,1700.0,1707.0,1803.0,1910.0,1929.0,1953.0,1994.0,2012.0,2124.0,2149.0
job 4,0.0,126.0,178.0,292.0,380.0,385.0,411.0,497.0,770.0,837.0,899.0,992.0,1075.0,1140.0,1303.0,1322.0,1405.0,1457.0,1585.0,1652.0
job 5,0.0,21.0,42.0,147.0,408.0,461.0,515.0,743.0,803.0,921.0,978.0,1267.0,1377.0,1414.0,1521.0,1588.0,1615.0,1633.0,1784.0,1827.0
job 6,115.0,331.0,380.0,443.0,490.0,520.0,598.0,695.0,904.0,1053.0,1131.0,1229.0,1325.0,1365.0,1436.0,1485.0,1859.0,1928.0,1932.0,2016.0
job 7,92.0,237.0,239.0,259.0,270.0,285.0,349.0,420.0,530.0,838.0,949.0,1035.0,1338.0,1420.0,1428.0,1586.0,1957.0,2008.0,2084.0,2157.0
job 8,239.0,312.0,547.0,600.0,692.0,922.0,1001.0,1038.0,1072.0,1144.0,1227.0,1230.0,1259.0,1316.0,1318.0,1365.0,1421.0,1502.0,1928.0,2095.0
job 9,0.0,78.0,129.0,273.0,359.0,423.0,704.0,903.0,1022.0,1116.0,1254.0,1269.0,1315.0,1524.0,1616.0,1720.0,1789.0,1949.0,1957.0,2006.0
job 10,176.0,285.0,360.0,497.0,568.0,598.0,606.0,676.0,733.0,809.0,974.0,1086.0,1174.0,1511.0,1586.0,1809.0,1827.0,1895.0,2028.0,2107.0
job 11,0.0,234.0,263.0,361.0,420.0,525.0,585.0,981.0,1054.0,1327.0,1508.0,1584.0,1686.0,1758.0,1806.0,1844.0,2065.0,2075.0,2112.0,2136.0
job 12,0.0,42.0,86.0,322.0,345.0,433.0,520.0,788.0,884.0,1068.0,1104.0,1136.0,1422.0,1523.0,1577.0,1671.0,1703.0,1784.0,1947.0,2031.0
job 13,256.0,352.0,399.0,466.0,675.0,749.0,1025.0,1156.0,1174.0,1187.0,1281.0,1382.0,1442.0,1549.0,1808.0,1906.0,1941.0,1987.0,2107.0,2186.0
job 14,0.0,40.0,81.0,166.0,178.0,234.0,322.0,367.0,465.0,512.0,601.0,675.0,757.0,860.0,888.0,1054.0,1281.0,1377.0,1434.0,1498.0
job 15,17.0,85.0,86.0,202.0,518.0,547.0,585.0,656.0,685.0,946.0,1123.0,1259.0,1323.0,1345.0,1521.0,1531.0,1584.0,1671.0,1756.0,2128.0
job 16,0.0,53.0,65.0,180.0,393.0,550.0,938.0,1024.0,1164.0,1716.0,1813.0,1917.0,1949.0,1983.0,1993.0,2051.0,2075.0,2095.0,2161.0,2170.0
job 17,40.0,148.0,385.0,393.0,420.0,461.0,650.0,743.0,960.0,1101.0,1195.0,1387.0,1442.0,1521.0,1522.0,1610.0,1708.0,1850.0,1895.0,1982.0
job 18,250.0,702.0,811.0,832.0,843.0,916.0,981.0,1116.0,1123.0,1227.0,1311.0,1345.0,1753.0,1790.0,1851.0,1901.0,1907.0,1962.0,2048.0,2123.0
job 19,0.0,85.0,90.0,166.0,740.0,770.0,1001.0,1056.0,1140.0,1156.0,1271.0,1303.0,1391.0,1503.0,1524.0,1703.0,1907.0,1998.0,2078.0,2112.0
job 20,171.0,523.0,830.0,884.0,960.0,1048.0,1167.0,1196.0,1236.0,1391.0,1420.0,1434.0,1485.0,1769.0,1813.0,1850.0,1910.0,1950.0,2045.0,2152.0
job 21,0.0,159.0,235.0,345.0,349.0,490.0,526.0,676.0,732.0,916.0,1156.0,1164.0,1260.0,1316.0,1396.0,1531.0,1661.0,1730.0,1785.0,1983.0
job 22,115.0,207.0,260.0,285.0,415.0,597.0,736.0,830.0,921.0,1233.0,1266.0,1656.0,1753.0,1851.0,1901.0,1982.0,2012.0,2033.0,2055.0,2170.0
job 23,0.0,80.0,159.0,207.0,328.0,793.0,845.0,889.0,1038.0,1082.0,1347.0,1418.0,1570.0,1573.0,1582.0,1758.0,1878.0,1953.0,2033.0,2085.0
job 24,21.0,90.0,115.0,237.0,292.0,341.0,594.0,792.0,924.0,1104.0,1229.0,1306.0,1411.0,1533.0,1615.0,1673.0,1730.0,1844.0,1885.0,1950.0
job 25,0.0,98.0,199.0,273.0,326.0,367.0,735.0,899.0,986.0,1075.0,1180.0,1355.0,1436.0,1502.0,1549.0,1756.0,1910.0,2008.0,2075.0,2076.0
job 26,0.0,93.0,533.0,598.0,669.0,682.0,709.0,803.0,899.0,924.0,965.0,977.0,1063.0,1090.0,1136.0,1259.0,1408.0,1498.0,1574.0,1698.0
job 27,0.0,93.0,182.0,280.0,340.0,418.0,503.0,709.0,738.0,768.0,1021.0,1230.0,1318.0,1575.0,1707.0,1760.0,1769.0,1896.0,2008.0,2149.0
job 28,0.0,90.0,139.0,212.0,311.0,399.0,467.0,519.0,530.0,606.0,695.0,856.0,965.0,1100.0,1181.0,1296.0,1588.0,1628.0,1681.0,1804.0
job 29,0.0,8.0,349.0,433.0,516.0,548.0,682.0,704.0,801.0,899.0,945.0,946.0,1453.0,1633.0,1707.0,1796.0,1824.0,1844.0,2085.0,2157.0
