makespan,1977.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,224.0,280.0,328.0,433.0,553.0,583.0,675.0,763.0,1030.0,1117.0,1213.0,1350.0,1418.0,1473.0,1486.0,1617.0,1669.0,1728.0,1811.0,1881.0
job 1,134.0,159.0,207.0,260.0,393.0,517.0,610.0,771.0,825.0,914.0,1203.0,1276.0,1277.0,1308.0,1350.0,1416.0,1528.0,1567.0,1646.0,1758.0
job 2,0.0,70.0,96.0,243.0,253.0,306.0,402.0,612.0,633.0,744.0,797.0,849.0,964.0,1006.0,1077.0,1112.0,1170.0,1412.0,1426.0,1730.0
job 3,0.0,53.0,116.0,126.0,189.0,306.0,390.0,436.0,515.0,519.0,594.0,638.0,659.0,742.0,792.0,890.0,941.0,964.0,1011.0,1316.0
job 4,66.0,341.0,367.0,386.0,536.0,613.0,675.0,703.0,826.0,1034.0,1199.0,1267.0,1284.0,1413.0,1450.0,1564.0,1575.0,1604.0,1643.0,1868.0
job 5,0.0,90.0,149.0,187.0,285.0,469.0,534.0,638.0,763.0,803.0,890.0,1092.0,1157.0,1387.0,1457.0,1557.0,1617.0,1722.0,1798.0,1884.0
job 6,0.0,187.0,209.0,217.0,224.0,262.0,308.0,338.0,498.0,633.0,792.0,864.0,941.0,1026.0,1166.0,1277.0,1491.0,1503.0,1566.0,1591.0
job 7,34.0,191.0,210.0,224.0,320.0,610.0,765.0,771.0,828.0,967.0,1036.0,1088.0,1166.0,1233.0,1503.0,1518.0,1529.0,1703.0,1730.0,1777.0
job 8,0.0,168.0,332.0,463.0,651.0,758.0,830.0,917.0,1006.0,1036.0,1175.0,1328.0,1332.0,1486.0,1596.0,1642.0,1720.0,1801.0,1881.0,1916.0
job 9,4.0,27.0,84.0,224.0,304.0,499.0,552.0,588.0,624.0,731.0,765.0,840.0,957.0,1074.0,1157.0,1404.0,1450.0,1469.0,1532.0,1629.0
job 10,70.0,134.0,367.0,369.0,386.0,457.0,519.0,536.0,723.0,731.0,789.0,887.0,936.0,1024.0,1083.0,1232.0,1251.0,1331.0,1394.0,1524.0
job 11,18.0,66.0,146.0,274.0,332.0,530.0,765.0,775.0,939.0,1083.0,1207.0,1382.0,1518.0,1557.0,1587.0,1642.0,1748.0,1879.0,1946.0,1967.0
job 12,0.0,272.0,429.0,433.0,479.0,541.0,685.0,778.0,937.0,1027.0,1122.0,1266.0,1332.0,1457.0,1542.0,1629.0,1728.0,1748.0,1789.0,1879.0
job 13,0.0,29.0,56.0,84.0,382.0,485.0,488.0,650.0,825.0,1177.0,1239.0,1287.0,1322.0,1400.0,1435.0,1534.0,1634.0,1728.0,1788.0,1949.0
job 14,99.0,210.0,260.0,356.0,515.0,635.0,719.0,938.0,939.0,1014.0,1088.0,1150.0,1177.0,1331.0,1404.0,1544.0,1620.0,1703.0,1722.0,1756.0
job 15,0.0,58.0,253.0,274.0,295.0,381.0,582.0,661.0,758.0,864.0,938.0,1024.0,1266.0,1267.0,1486.0,1491.0,1524.0,1734.0,1758.0,1777.0
job 16,120.0,189.0,373.0,393.0,477.0,495.0,582.0,699.0,733.0,735.0,785.0,914.0,1076.0,1125.0,1322.0,1347.0,1413.0,1502.0,1606.0,1801.0
job 17,0.0,152.0,243.0,320.0,414.0,485.0,590.0,622.0,651.0,890.0,937.0,1014.0,1121.0,1347.0,1384.0,1475.0,1528.0,1575.0,1670.0,1743.0
job 18,0.0,85.0,178.0,369.0,414.0,436.0,613.0,661.0,775.0,932.0,1030.0,1034.0,1044.0,1070.0,1151.0,1199.0,1276.0,1324.0,1471.0,1609.0
job 19,0.0,96.0,178.0,433.0,477.0,541.0,840.0,856.0,905.0,1112.0,1213.0,1232.0,1426.0,1546.0,1634.0,1681.0,1770.0,1798.0,1862.0,1949.0
