makespan,1936.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,35.0,163.0,331.0,487.0,538.0,546.0,638.0,690.0,788.0,1033.0,1064.0,1099.0,1139.0,1206.0,1262.0,1336.0,1414.0,1443.0,1450.0
job 1,195.0,287.0,303.0,324.0,567.0,568.0,593.0,612.0,651.0,700.0,742.0,941.0,1051.0,1097.0,1173.0,1268.0,1325.0,1455.0,1620.0,1705.0
job 2,0.0,42.0,70.0,128.0,357.0,386.0,426.0,510.0,604.0,851.0,1004.0,1099.0,1141.0,1252.0,1280.0,1302.0,1389.0,1422.0,1455.0,1534.0
job 3,0.0,59.0,135.0,229.0,486.0,641.0,690.0,738.0,753.0,761.0,766.0,777.0,1064.0,1116.0,1125.0,1198.0,1426.0,1467.0,1561.0,1628.0
job 4,42.0,92.0,149.0,233.0,274.0,378.0,468.0,505.0,589.0,735.0,841.0,848.0,856.0,912.0,966.0,1051.0,1121.0,1167.0,1214.0,1243.0
job 5,0.0,47.0,139.0,197.0,308.0,471.0,529.0,647.0,692.0,728.0,736.0,738.0,849.0,941.0,1038.0,1156.0,1211.0,1289.0,1342.0,1493.0
job 6,119.0,213.0,289.0,384.0,426.0,509.0,511.0,518.0,568.0,623.0,687.0,726.0,880.0,1004.0,1042.0,1239.0,1280.0,1339.0,1374.0,1422.0
job 7,14.0,84.0,282.0,327.0,408.0,517.0,580.0,670.0,791.0,879.0,958.0,1038.0,1189.0,1264.0,1539.0,1620.0,1705.0,1795.0,1866.0,1871.0
job 8,0.0,128.0,210.0,274.0,366.0,551.0,687.0,793.0,823.0,845.0,849.0,1042.0,1165.0,1258.0,1327.0,1403.0,1447.0,1539.0,1614.0,1798.0
job 9,76.0,146.0,229.0,377.0,468.0,609.0,788.0,880.0,892.0,976.0,1003.0,1083.0,1196.0,1339.0,1426.0,1449.0,1518.0,1644.0,1696.0,1733.0
job 10,0.0,213.0,329.0,331.0,342.0,378.0,479.0,545.0,604.0,692.0,848.0,944.0,1015.0,1120.0,1198.0,1260.0,1374.0,1609.0,1696.0,1784.0
job 11,0.0,45.0,149.0,195.0,415.0,486.0,512.0,593.0,647.0,720.0,726.0,937.0,1079.0,1165.0,1195.0,1302.0,1533.0,1540.0,1609.0,1644.0
job 12,123.0,203.0,253.0,287.0,326.0,395.0,406.0,513.0,610.0,670.0,796.0,837.0,925.0,1121.0,1189.0,1239.0,1389.0,1449.0,1532.0,1538.0
job 13,33.0,99.0,153.0,261.0,338.0,362.0,399.0,448.0,682.0,759.0,849.0,958.0,966.0,1037.0,1069.0,1167.0,1526.0,1533.0,1587.0,1641.0
job 14,274.0,357.0,443.0,546.0,564.0,651.0,736.0,838.0,999.0,1041.0,1068.0,1122.0,1167.0,1176.0,1449.0,1526.0,1534.0,1705.0,1759.0,1831.0
job 15,63.0,135.0,254.0,416.0,531.0,687.0,794.0,841.0,955.0,1038.0,1061.0,1141.0,1169.0,1186.0,1268.0,1327.0,1371.0,1449.0,1658.0,1668.0
job 16,0.0,63.0,99.0,131.0,133.0,289.0,374.0,408.0,431.0,545.0,641.0,785.0,796.0,932.0,999.0,1015.0,1097.0,1136.0,1272.0,1371.0
job 17,0.0,35.0,76.0,119.0,233.0,329.0,421.0,476.0,529.0,551.0,602.0,760.0,785.0,1116.0,1196.0,1264.0,1324.0,1431.0,1520.0,1709.0
job 18,197.0,316.0,366.0,399.0,476.0,510.0,535.0,558.0,638.0,648.0,728.0,813.0,879.0,944.0,976.0,1069.0,1186.0,1252.0,1414.0,1493.0
job 19,0.0,92.0,123.0,203.0,293.0,329.0,426.0,509.0,759.0,851.0,932.0,1003.0,1061.0,1219.0,1260.0,1325.0,1395.0,1561.0,1658.0,1710.0
