makespan,1979.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,11.0,35.0,137.0,180.0,433.0,443.0,506.0,565.0,674.0,795.0,830.0,975.0,993.0,1069.0,1146.0,1157.0,1173.0,1213.0,1299.0
job 1,0.0,77.0,102.0,130.0,273.0,346.0,495.0,557.0,596.0,682.0,729.0,858.0,997.0,1069.0,1129.0,1255.0,1328.0,1351.0,1543.0,1728.0
job 2,0.0,61.0,77.0,132.0,375.0,428.0,443.0,624.0,719.0,733.0,776.0,885.0,897.0,908.0,1006.0,1189.0,1281.0,1375.0,1488.0,1531.0
job 3,113.0,191.0,209.0,280.0,400.0,423.0,557.0,644.0,673.0,688.0,721.0,835.0,861.0,866.0,924.0,978.0,1053.0,1173.0,1270.0,1294.0
job 4,85.0,179.0,261.0,302.0,391.0,488.0,586.0,669.0,953.0,1080.0,1110.0,1197.0,1261.0,1402.0,1570.0,1618.0,1644.0,1738.0,1831.0,1859.0
job 5,96.0,220.0,417.0,583.0,623.0,751.0,792.0,861.0,905.0,960.0,978.0,1054.0,1097.0,1173.0,1185.0,1260.0,1366.0,1415.0,1439.0,1606.0
job 6,3.0,24.0,79.0,95.0,174.0,228.0,457.0,567.0,756.0,885.0,980.0,1106.0,1151.0,1315.0,1360.0,1389.0,1478.0,1543.0,1599.0,1613.0
job 7,109.0,286.0,349.0,456.0,499.0,589.0,814.0,866.0,944.0,1025.0,1110.0,1149.0,1232.0,1283.0,1394.0,1440.0,1505.0,1543.0,1641.0,1644.0
job 8,120.0,182.0,331.0,433.0,470.0,495.0,592.0,673.0,711.0,852.0,905.0,992.0,1097.0,1235.0,1287.0,1389.0,1471.0,1584.0,1639.0,1700.0
job 9,0.0,11.0,26.0,79.0,140.0,309.0,331.0,391.0,550.0,613.0,637.0,793.0,866.0,1100.0,1189.0,1283.0,1323.0,1480.0,1734.0,1827.0
job 10,35.0,38.0,172.0,199.0,281.0,356.0,433.0,456.0,755.0,885.0,960.0,992.0,1055.0,1146.0,1195.0,1250.0,1315.0,1332.0,1531.0,1599.0
job 11,84.0,182.0,428.0,477.0,549.0,552.0,719.0,758.0,801.0,864.0,973.0,1060.0,1065.0,1143.0,1151.0,1242.0,1357.0,1427.0,1539.0,1649.0
job 12,155.0,308.0,475.0,529.0,596.0,716.0,756.0,793.0,869.0,970.0,1006.0,1103.0,1125.0,1176.0,1332.0,1432.0,1452.0,1467.0,1469.0,1639.0
job 13,0.0,24.0,113.0,218.0,281.0,375.0,499.0,583.0,736.0,820.0,822.0,941.0,997.0,1110.0,1141.0,1213.0,1250.0,1336.0,1397.0,1494.0
job 14,18.0,131.0,246.0,349.0,433.0,461.0,624.0,776.0,902.0,966.0,1141.0,1270.0,1397.0,1514.0,1651.0,1734.0,1782.0,1826.0,1901.0,1921.0
job 15,128.0,220.0,346.0,534.0,592.0,644.0,663.0,758.0,819.0,835.0,842.0,1022.0,1187.0,1427.0,1519.0,1613.0,1700.0,1815.0,1842.0,1924.0
job 16,79.0,209.0,261.0,356.0,433.0,506.0,549.0,618.0,729.0,835.0,885.0,1038.0,1110.0,1213.0,1235.0,1241.0,1471.0,1503.0,1629.0,1692.0
job 17,79.0,202.0,223.0,423.0,613.0,706.0,757.0,992.0,1080.0,1111.0,1270.0,1359.0,1375.0,1496.0,1548.0,1624.0,1629.0,1674.0,1772.0,1848.0
job 18,0.0,11.0,77.0,84.0,199.0,431.0,457.0,663.0,792.0,907.0,938.0,1055.0,1099.0,1179.0,1323.0,1341.0,1415.0,1478.0,1480.0,1692.0
job 19,7.0,31.0,95.0,281.0,461.0,706.0,801.0,858.0,864.0,944.0,1012.0,1157.0,1323.0,1452.0,1488.0,1519.0,1599.0,1611.0,1674.0,1695.0
