makespan,tensor(1655.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,31.0,98.0,110.0,242.0,331.0,396.0,447.0,543.0,632.0,650.0,708.0,782.0,842.0,989.0,1075.0,1172.0,1291.0,1326.0,1580.0
job 1,0.0,163.0,495.0,543.0,560.0,561.0,602.0,669.0,752.0,800.0,806.0,884.0,977.0,1069.0,1070.0,1201.0,1242.0,1255.0,1319.0,1428.0
job 2,20.0,123.0,130.0,138.0,192.0,279.0,290.0,316.0,362.0,420.0,557.0,642.0,711.0,1187.0,1277.0,1302.0,1373.0,1464.0,1555.0,1571.0
job 3,0.0,26.0,114.0,127.0,163.0,196.0,254.0,340.0,412.0,487.0,669.0,711.0,766.0,846.0,910.0,954.0,1095.0,1300.0,1466.0,1572.0
job 4,114.0,165.0,242.0,254.0,266.0,381.0,442.0,533.0,595.0,690.0,764.0,791.0,824.0,913.0,966.0,1055.0,1139.0,1234.0,1259.0,1545.0
job 5,0.0,131.0,132.0,184.0,273.0,277.0,488.0,609.0,636.0,667.0,855.0,910.0,1014.0,1075.0,1249.0,1400.0,1458.0,1488.0,1525.0,1559.0
job 6,0.0,44.0,135.0,215.0,274.0,294.0,316.0,362.0,370.0,427.0,704.0,788.0,873.0,949.0,977.0,1397.0,1490.0,1549.0,1572.0,1621.0
job 7,0.0,46.0,69.0,102.0,153.0,241.0,331.0,429.0,432.0,455.0,606.0,704.0,758.0,830.0,913.0,975.0,1018.0,1325.0,1480.0,1571.0
job 8,14.0,93.0,166.0,261.0,272.0,412.0,507.0,602.0,718.0,758.0,823.0,870.0,945.0,1100.0,1163.0,1170.0,1210.0,1308.0,1384.0,1464.0
job 9,0.0,80.0,215.0,306.0,328.0,382.0,455.0,538.0,560.0,595.0,881.0,945.0,1034.0,1055.0,1070.0,1116.0,1198.0,1407.0,1494.0,1578.0
job 10,0.0,102.0,165.0,202.0,261.0,328.0,381.0,581.0,650.0,707.0,807.0,899.0,988.0,1054.0,1139.0,1169.0,1308.0,1384.0,1471.0,1566.0
job 11,121.0,241.0,316.0,447.0,488.0,609.0,703.0,800.0,807.0,842.0,923.0,961.0,1020.0,1075.0,1083.0,1116.0,1137.0,1234.0,1342.0,1633.0
job 12,0.0,133.0,192.0,202.0,316.0,396.0,519.0,548.0,559.0,588.0,650.0,689.0,779.0,873.0,977.0,1006.0,1092.0,1142.0,1201.0,1242.0
job 13,0.0,61.0,131.0,156.0,254.0,302.0,396.0,457.0,495.0,548.0,766.0,961.0,1014.0,1100.0,1166.0,1255.0,1319.0,1397.0,1485.0,1531.0
job 14,0.0,99.0,166.0,215.0,256.0,363.0,487.0,507.0,573.0,791.0,862.0,946.0,976.0,1170.0,1259.0,1308.0,1349.0,1370.0,1412.0,1500.0
job 15,36.0,133.0,279.0,302.0,370.0,488.0,595.0,654.0,667.0,899.0,977.0,1069.0,1095.0,1185.0,1256.0,1275.0,1384.0,1418.0,1490.0,1529.0
job 16,0.0,213.0,328.0,356.0,365.0,446.0,526.0,561.0,789.0,870.0,904.0,940.0,945.0,988.0,1064.0,1137.0,1198.0,1411.0,1438.0,1529.0
job 17,14.0,195.0,254.0,400.0,457.0,550.0,588.0,669.0,708.0,718.0,741.0,764.0,802.0,946.0,1256.0,1394.0,1407.0,1419.0,1438.0,1471.0
job 18,0.0,61.0,98.0,195.0,331.0,400.0,479.0,526.0,575.0,636.0,718.0,751.0,830.0,904.0,941.0,961.0,1163.0,1214.0,1262.0,1419.0
job 19,0.0,26.0,99.0,298.0,365.0,542.0,609.0,718.0,754.0,923.0,986.0,1064.0,1142.0,1238.0,1308.0,1394.0,1462.0,1526.0,1557.0,1621.0
