makespan,1971.0
optimal,unknown

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,79.0,157.0,235.0,296.0,434.0,501.0,663.0,860.0,933.0,1025.0,1126.0,1272.0,1357.0,1489.0,1547.0,1562.0,1642.0,1731.0,1807.0,1887.0
job 1,0.0,158.0,169.0,205.0,214.0,251.0,369.0,413.0,565.0,659.0,693.0,773.0,808.0,881.0,1093.0,1191.0,1326.0,1395.0,1468.0,1653.0
job 2,0.0,150.0,153.0,201.0,276.0,326.0,409.0,449.0,555.0,584.0,622.0,646.0,785.0,863.0,950.0,1016.0,1191.0,1232.0,1257.0,1474.0
job 3,0.0,89.0,324.0,385.0,491.0,565.0,700.0,846.0,874.0,901.0,1060.0,1091.0,1211.0,1257.0,1344.0,1690.0,1732.0,1887.0,1896.0,1899.0
job 4,43.0,169.0,229.0,296.0,365.0,443.0,754.0,770.0,840.0,857.0,863.0,955.0,1177.0,1252.0,1417.0,1468.0,1506.0,1571.0,1631.0,1703.0
job 5,156.0,221.0,284.0,365.0,472.0,526.0,585.0,742.0,863.0,917.0,1032.0,1080.0,1160.0,1175.0,1383.0,1474.0,1547.0,1615.0,1642.0,1690.0
job 6,12.0,92.0,444.0,544.0,612.0,692.0,749.0,751.0,889.0,948.0,1018.0,1082.0,1095.0,1162.0,1243.0,1337.0,1452.0,1478.0,1485.0,1638.0
job 7,0.0,21.0,287.0,386.0,575.0,596.0,603.0,629.0,655.0,737.0,1000.0,1123.0,1168.0,1322.0,1403.0,1593.0,1690.0,1827.0,1872.0,1954.0
job 8,0.0,12.0,63.0,97.0,197.0,326.0,364.0,467.0,555.0,614.0,749.0,836.0,1004.0,1132.0,1262.0,1334.0,1403.0,1484.0,1516.0,1562.0
job 9,221.0,286.0,352.0,446.0,659.0,681.0,743.0,861.0,933.0,1080.0,1167.0,1232.0,1378.0,1402.0,1514.0,1593.0,1597.0,1716.0,1769.0,1815.0
job 10,127.0,204.0,236.0,320.0,403.0,446.0,501.0,665.0,828.0,881.0,955.0,1020.0,1072.0,1155.0,1218.0,1315.0,1395.0,1485.0,1683.0,1788.0
job 11,0.0,63.0,147.0,214.0,240.0,393.0,467.0,603.0,677.0,692.0,728.0,783.0,819.0,845.0,898.0,929.0,1007.0,1039.0,1252.0,1322.0
job 12,112.0,158.0,288.0,385.0,433.0,486.0,681.0,787.0,874.0,923.0,1059.0,1120.0,1233.0,1295.0,1402.0,1484.0,1566.0,1631.0,1654.0,1878.0
job 13,0.0,68.0,79.0,127.0,169.0,261.0,436.0,491.0,563.0,716.0,793.0,836.0,904.0,1010.0,1072.0,1132.0,1133.0,1157.0,1179.0,1233.0
job 14,0.0,62.0,132.0,138.0,286.0,287.0,302.0,369.0,413.0,459.0,460.0,542.0,599.0,693.0,785.0,813.0,1108.0,1160.0,1233.0,1243.0
job 15,0.0,89.0,150.0,205.0,241.0,390.0,482.0,596.0,663.0,795.0,1020.0,1092.0,1228.0,1323.0,1395.0,1420.0,1488.0,1615.0,1703.0,1788.0
job 16,34.0,195.0,305.0,354.0,449.0,521.0,767.0,860.0,948.0,1016.0,1092.0,1095.0,1168.0,1348.0,1438.0,1444.0,1619.0,1640.0,1773.0,1780.0
job 17,86.0,147.0,182.0,204.0,261.0,403.0,436.0,486.0,575.0,655.0,743.0,814.0,923.0,1086.0,1169.0,1309.0,1444.0,1452.0,1477.0,1630.0
job 18,0.0,130.0,145.0,169.0,231.0,332.0,393.0,472.0,526.0,612.0,693.0,771.0,857.0,904.0,1007.0,1082.0,1110.0,1223.0,1312.0,1353.0
job 19,0.0,3.0,355.0,450.0,523.0,531.0,635.0,728.0,783.0,793.0,849.0,901.0,1025.0,1151.0,1157.0,1218.0,1272.0,1468.0,1566.0,1586.0
