makespan,tensor(1643.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,88.0,182.0,208.0,254.0,342.0,534.0,567.0,641.0,666.0,707.0,741.0,749.0,765.0,775.0,840.0,937.0,1252.0,1347.0,1463.0
job 1,159.0,213.0,276.0,316.0,343.0,412.0,467.0,522.0,535.0,574.0,580.0,641.0,749.0,836.0,916.0,1231.0,1385.0,1480.0,1559.0,1634.0
job 2,129.0,154.0,200.0,227.0,386.0,483.0,580.0,699.0,721.0,765.0,1068.0,1127.0,1188.0,1229.0,1275.0,1330.0,1360.0,1429.0,1520.0,1534.0
job 3,0.0,213.0,228.0,329.0,728.0,753.0,779.0,809.0,870.0,952.0,1023.0,1102.0,1171.0,1310.0,1386.0,1407.0,1425.0,1427.0,1520.0,1559.0
job 4,0.0,67.0,120.0,307.0,371.0,385.0,666.0,699.0,729.0,818.0,901.0,947.0,1022.0,1068.0,1137.0,1227.0,1237.0,1272.0,1427.0,1543.0
job 5,20.0,47.0,116.0,200.0,231.0,233.0,300.0,320.0,438.0,542.0,575.0,770.0,827.0,832.0,839.0,935.0,1153.0,1180.0,1200.0,1515.0
job 6,94.0,188.0,223.0,242.0,315.0,367.0,475.0,535.0,623.0,741.0,801.0,956.0,1180.0,1272.0,1328.0,1365.0,1419.0,1463.0,1480.0,1532.0
job 7,13.0,78.0,85.0,127.0,129.0,154.0,242.0,306.0,345.0,385.0,644.0,775.0,813.0,901.0,1021.0,1116.0,1155.0,1427.0,1503.0,1567.0
job 8,151.0,159.0,258.0,351.0,462.0,560.0,639.0,676.0,728.0,918.0,985.0,1042.0,1109.0,1155.0,1275.0,1282.0,1330.0,1411.0,1450.0,1554.0
job 9,66.0,150.0,177.0,227.0,307.0,315.0,354.0,412.0,445.0,827.0,937.0,1023.0,1116.0,1137.0,1190.0,1219.0,1300.0,1429.0,1515.0,1560.0
job 10,0.0,20.0,78.0,99.0,320.0,380.0,442.0,529.0,812.0,952.0,1004.0,1010.0,1023.0,1132.0,1153.0,1258.0,1365.0,1427.0,1455.0,1604.0
job 11,0.0,177.0,206.0,237.0,384.0,406.0,495.0,572.0,713.0,751.0,813.0,867.0,954.0,1010.0,1065.0,1102.0,1237.0,1360.0,1434.0,1474.0
job 12,0.0,70.0,77.0,150.0,208.0,300.0,324.0,393.0,480.0,571.0,623.0,705.0,818.0,916.0,1004.0,1108.0,1126.0,1188.0,1227.0,1238.0
job 13,0.0,228.0,276.0,292.0,365.0,409.0,458.0,522.0,616.0,697.0,793.0,1083.0,1179.0,1321.0,1385.0,1455.0,1459.0,1476.0,1537.0,1544.0
job 14,0.0,99.0,142.0,343.0,457.0,495.0,541.0,574.0,668.0,751.0,770.0,851.0,947.0,958.0,1023.0,1225.0,1310.0,1461.0,1534.0,1572.0
job 15,0.0,13.0,31.0,39.0,325.0,458.0,608.0,616.0,631.0,801.0,852.0,887.0,911.0,924.0,977.0,1067.0,1288.0,1347.0,1411.0,1532.0
job 16,0.0,66.0,172.0,258.0,283.0,429.0,524.0,580.0,652.0,697.0,728.0,779.0,911.0,956.0,1140.0,1333.0,1438.0,1489.0,1531.0,1533.0
job 17,0.0,85.0,155.0,193.0,283.0,318.0,342.0,388.0,462.0,516.0,542.0,637.0,696.0,722.0,946.0,1111.0,1127.0,1181.0,1258.0,1560.0
job 18,0.0,120.0,344.0,371.0,385.0,429.0,556.0,608.0,668.0,731.0,834.0,867.0,913.0,1001.0,1081.0,1083.0,1181.0,1282.0,1369.0,1434.0
job 19,0.0,16.0,127.0,345.0,393.0,443.0,536.0,553.0,564.0,582.0,645.0,877.0,924.0,984.0,1065.0,1108.0,1152.0,1229.0,1326.0,1333.0
