makespan,tensor(1726.)
optimal,False

,task 0 start time,task 1 start time,task 2 start time,task 3 start time,task 4 start time,task 5 start time,task 6 start time,task 7 start time,task 8 start time,task 9 start time,task 10 start time,task 11 start time,task 12 start time,task 13 start time,task 14 start time,task 15 start time,task 16 start time,task 17 start time,task 18 start time,task 19 start time
job 0,0.0,66.0,87.0,107.0,141.0,238.0,330.0,482.0,576.0,649.0,768.0,890.0,964.0,1039.0,1130.0,1228.0,1446.0,1517.0,1602.0,1641.0
job 1,0.0,65.0,106.0,273.0,408.0,526.0,577.0,659.0,753.0,866.0,1068.0,1157.0,1255.0,1284.0,1365.0,1366.0,1479.0,1524.0,1564.0,1656.0
job 2,0.0,224.0,390.0,458.0,555.0,711.0,731.0,744.0,803.0,872.0,964.0,965.0,1019.0,1100.0,1285.0,1357.0,1446.0,1545.0,1570.0,1716.0
job 3,0.0,8.0,201.0,312.0,330.0,416.0,496.0,555.0,779.0,846.0,923.0,1000.0,1160.0,1217.0,1366.0,1481.0,1564.0,1639.0,1698.0,1719.0
job 4,164.0,307.0,404.0,487.0,529.0,555.0,601.0,665.0,712.0,793.0,819.0,888.0,917.0,991.0,1061.0,1171.0,1250.0,1282.0,1375.0,1551.0
job 5,0.0,96.0,164.0,234.0,309.0,362.0,434.0,499.0,580.0,654.0,750.0,801.0,850.0,853.0,917.0,1026.0,1093.0,1381.0,1426.0,1517.0
job 6,0.0,87.0,121.0,208.0,283.0,311.0,399.0,653.0,744.0,791.0,1035.0,1136.0,1254.0,1256.0,1357.0,1458.0,1534.0,1640.0,1641.0,1719.0
job 7,52.0,219.0,567.0,625.0,659.0,744.0,822.0,831.0,908.0,952.0,995.0,1049.0,1103.0,1159.0,1233.0,1383.0,1473.0,1516.0,1545.0,1648.0
job 8,106.0,362.0,447.0,527.0,580.0,614.0,790.0,965.0,1051.0,1131.0,1199.0,1211.0,1322.0,1417.0,1437.0,1481.0,1570.0,1620.0,1667.0,1703.0
job 9,232.0,261.0,313.0,319.0,351.0,441.0,529.0,644.0,665.0,688.0,712.0,721.0,850.0,913.0,1235.0,1285.0,1299.0,1301.0,1656.0,1660.0
job 10,0.0,97.0,193.0,261.0,270.0,641.0,831.0,890.0,928.0,946.0,1028.0,1093.0,1217.0,1417.0,1520.0,1533.0,1534.0,1586.0,1604.0,1689.0
job 11,0.0,52.0,97.0,322.0,407.0,420.0,482.0,567.0,644.0,711.0,752.0,779.0,780.0,816.0,944.0,1044.0,1051.0,1109.0,1282.0,1392.0
job 12,8.0,107.0,251.0,256.0,333.0,524.0,540.0,633.0,741.0,749.0,820.0,893.0,973.0,1070.0,1160.0,1175.0,1198.0,1299.0,1384.0,1485.0
job 13,13.0,309.0,614.0,872.0,952.0,961.0,1019.0,1028.0,1061.0,1152.0,1250.0,1284.0,1325.0,1340.0,1383.0,1441.0,1466.0,1570.0,1619.0,1703.0
job 14,0.0,81.0,96.0,167.0,261.0,333.0,422.0,515.0,535.0,536.0,559.0,838.0,951.0,1027.0,1094.0,1152.0,1235.0,1534.0,1567.0,1570.0
job 15,0.0,69.0,81.0,155.0,187.0,208.0,273.0,322.0,399.0,490.0,568.0,658.0,791.0,1199.0,1414.0,1479.0,1516.0,1548.0,1639.0,1648.0
job 16,256.0,351.0,427.0,445.0,555.0,649.0,654.0,749.0,768.0,795.0,838.0,946.0,1009.0,1100.0,1171.0,1325.0,1381.0,1435.0,1524.0,1621.0
job 17,0.0,155.0,232.0,340.0,422.0,487.0,550.0,728.0,741.0,747.0,753.0,789.0,801.0,819.0,820.0,1043.0,1090.0,1178.0,1258.0,1511.0
job 18,0.0,1.0,78.0,120.0,154.0,219.0,283.0,380.0,447.0,524.0,778.0,893.0,928.0,991.0,1049.0,1130.0,1157.0,1194.0,1412.0,1562.0
job 19,87.0,154.0,172.0,216.0,238.0,441.0,445.0,458.0,526.0,795.0,866.0,888.0,1005.0,1035.0,1121.0,1178.0,1321.0,1375.0,1426.0,1557.0
